날짜,측정소명,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2017-12-04,영등포구,46,19,0.016,0.022,0.7,0.006
2017-12-05,영등포구,25,9,0.016,0.022,0.5,0.006
2017-12-06,영등포구,34,19,0.006,0.032,0.7,0.006
2017-12-07,영등포구,48,34,0.009,0.03,0.9,0.006
2017-12-08,영등포구,35,23,0.014,0.024,0.6,0.006
2017-12-09,영등포구,45,25,0.005,0.039,0.8,0.007
2017-12-10,영등포구,42,25,0.012,0.026,0.7,0.005
2017-12-11,영등포구,55,12,0.014,0.016,0.4,0.005
2017-12-12,영등포구,38,19,0.011,0.022,0.5,0.006
2017-12-13,영등포구,41,20,0.01,0.026,0.5,0.006
2017-12-14,영등포구,59,33,0.005,0.038,0.7,0.007
2017-12-15,영등포구,85,54,0.004,0.051,1,0.007
2017-12-16,영등포구,46,27,0.014,0.021,0.5,0.007
2017-12-17,영등포구,45,15,0.015,0.021,0.4,0.006
2017-12-18,영등포구,57,33,0.006,0.037,0.6,0.006
2017-12-19,영등포구,51,20,0.012,0.023,0.4,0.006
2017-12-20,영등포구,46,27,0.005,0.037,0.6,0.006
2017-12-21,영등포구,51,37,0.006,0.037,0.5,0.006
2017-12-22,영등포구,59,45,0.005,0.046,0.7,0.008
2017-12-23,영등포구,125,90,0.009,0.04,0.6,0.009
2017-12-24,영등포구,77,55,0.012,0.033,0.5,0.006
2017-12-25,영등포구,34,19,0.018,0.021,0.3,0.007
2017-12-26,영등포구,34,17,0.013,0.026,0.4,0.007
2017-12-27,영등포구,30,15,0.013,0.023,0.4,0.007
2017-12-28,영등포구,50,27,0.006,0.036,0.5,0.007
2017-12-29,영등포구,107,75,0.006,0.046,0.7,0.01
2017-12-30,영등포구,137,106,0.007,0.046,1,0.007
2017-12-31,영등포구,70,42,0.018,0.021,0.7,0.007
