날짜,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2016-09-23,47,29,0.042,0.037,0.5,0.005
2016-09-24,55,34,0.05,0.04,0.6,0.005
2016-09-25,46,30,0.04,0.034,0.5,0.004
2016-09-26,39,23,0.017,0.048,0.5,0.003
2016-09-27,31,19,0.007,0.046,0.6,0.003
2016-09-28,31,17,0.013,0.029,0.5,0.003
2016-09-29,15,5,0.013,0.022,0.4,0.003
2016-09-30,28,11,0.013,0.036,0.4,0.003
2016-10-01,52,30,0.009,0.045,0.5,0.005
2016-10-02,30,17,0.007,0.031,0.4,0.004
2016-10-03,16,8,0.014,0.021,0.3,0.004
2016-10-04,33,15,0.012,0.032,0.4,0.004
2016-10-05,29,13,0.019,0.022,0.3,0.004
2016-10-06,37,16,0.017,0.025,0.4,0.004
2016-10-07,29,14,0.012,0.027,0.4,0.003
2016-10-08,21,11,0.022,0.016,0.3,0.004
2016-10-09,19,9,0.02,0.013,0.3,0.003
2016-10-10,30,13,0.012,0.03,0.4,0.003
2016-10-11,48,24,0.01,0.047,0.6,0.005
2016-10-12,58,27,0.016,0.028,0.5,0.004
2016-10-13,45,21,0.01,0.038,0.5,0.004
2016-10-14,76,38,0.01,0.056,1,0.005
2016-10-15,85,46,0.015,0.053,1,0.005
2016-10-16,64,38,0.011,0.043,0.8,0.004
2016-10-17,57,33,0.016,0.035,0.7,0.004
2016-10-18,61,27,0.01,0.045,0.8,0.005
2016-10-19,77,37,0.02,0.058,1,0.006
2016-10-20,59,34,0.023,0.055,0.7,0.004
2016-10-21,21,10,0.025,0.03,0.4,0.004
2016-10-22,26,12,0.024,0.032,0.4,0.004
2016-10-23,11,5,0.026,0.02,0.3,0.003
2016-10-24,14,6,0.017,0.031,0.4,0.003
2016-10-25,16,8,0.014,0.033,0.5,0.003
2016-10-26,41,21,0.009,0.042,0.8,0.004
2016-10-27,39,20,0.008,0.039,0.7,0.003
2016-10-28,32,14,0.017,0.033,0.5,0.003
2016-10-29,31,14,0.025,0.02,0.4,0.003
2016-10-30,23,11,0.016,0.032,0.4,0.003
2016-10-31,30,15,0.008,0.039,0.5,0.004
2016-11-01,23,11,0.02,0.024,0.4,0.003
2016-11-02,32,16,0.009,0.045,0.6,0.004
2016-11-03,40,22,0.015,0.047,0.6,0.005
2016-11-04,54,30,0.028,0.04,0.6,0.006
2016-11-05,71,38,0.041,0.034,0.7,0.005
2016-11-06,37,21,0.021,0.029,0.5,0.003
2016-11-07,34,21,0.018,0.031,0.5,0.003
2016-11-08,60,44,0.024,0.022,0.5,0.003
2016-11-09,37,24,0.015,0.033,0.5,0.003
2016-11-10,40,25,0.002,0.054,0.7,0.004
2016-11-11,46,20,0.013,0.041,0.6,0.004
2016-11-12,63,26,0.014,0.049,0.7,0.004
2016-11-13,57,27,0.008,0.05,0.7,0.004
2016-11-14,48,25,0.003,0.053,0.7,0.004
2016-11-15,49,18,0.018,0.027,0.4,0.004
2016-11-16,49,24,0.004,0.05,0.7,0.005
2016-11-17,65,34,0.005,0.057,0.9,0.005
2016-11-18,91,54,0.002,0.068,1.1,0.006
2016-11-19,59,35,0.009,0.044,0.7,0.005
2016-11-20,39,22,0.015,0.028,0.7,0.004
2016-11-21,56,26,0.005,0.046,0.8,0.004
2016-11-22,35,16,0.019,0.02,0.4,0.004
2016-11-23,35,14,0.015,0.023,0.4,0.004
2016-11-24,26,13,0.015,0.028,0.5,0.004
2016-11-25,36,18,0.007,0.046,0.8,0.004
2016-11-26,56,38,0.002,0.05,0.9,0.004
2016-11-27,72,51,0.003,0.042,0.9,0.004
2016-11-28,68,36,0.014,0.026,0.7,0.004
2016-11-29,38,22,0.006,0.043,0.8,0.004
2016-11-30,48,30,0.002,0.049,0.9,0.006
2016-12-01,47,25,0.017,0.026,0.6,0.004
2016-12-02,34,16,0.009,0.037,0.6,0.005
2016-12-03,49,28,0.005,0.053,0.9,0.005
2016-12-04,80,54,0.002,0.059,1.1,0.006
2016-12-05,82,54,0.013,0.038,0.8,0.005
2016-12-06,24,12,0.013,0.028,0.5,0.004
2016-12-07,46,25,0.003,0.048,0.7,0.005
2016-12-08,40,22,0.007,0.042,0.7,0.005
2016-12-09,34,22,0.011,0.029,0.6,0.004
2016-12-10,34,19,0.01,0.027,0.6,0.004
2016-12-11,34,21,0.005,0.036,0.7,0.004
2016-12-12,46,29,0.002,0.045,1,0.005
2016-12-13,62,37,0.006,0.038,1,0.005
2016-12-14,47,24,0.006,0.029,0.6,0.005
2016-12-15,30,14,0.014,0.021,0.5,0.004
2016-12-16,30,15,0.009,0.03,0.6,0.004
2016-12-17,57,33,0.003,0.047,0.9,0.005
2016-12-18,39,24,0.005,0.039,0.7,0.005
2016-12-19,42,24,0.003,0.043,0.9,0.004
2016-12-20,55,34,0.003,0.044,1.1,0.005
2016-12-21,45,25,0.003,0.042,1,0.006
2016-12-22,32,18,0.009,0.024,0.6,0.004
2016-12-23,50,30,0.012,0.019,0.6,0.004
2016-12-24,69,45,0.007,0.028,0.8,0.004
2016-12-25,60,38,0.003,0.035,1,0.005
2016-12-26,64,36,0.003,0.04,1.1,0.005
2016-12-27,42,23,0.012,0.022,0.6,0.004
2016-12-28,45,23,0.006,0.036,0.7,0.005
2016-12-29,34,14,0.01,0.026,0.5,0.004
2016-12-30,40,21,0.004,0.04,0.8,0.005
2016-12-31,61,37,0.002,0.053,1.2,0.006
2017-01-01,80,51,0.004,0.046,1.1,0.005
2017-01-02,107,63,0.011,0.039,0.9,0.005
2017-01-03,73,38,0.008,0.041,0.8,0.005
2017-01-04,58,32,0.006,0.05,1,0.006
2017-01-05,39,20,0.006,0.039,0.8,0.005
2017-01-06,22,11,0.008,0.035,0.6,0.004
2017-01-07,60,41,0.003,0.049,1,0.006
2017-01-08,31,19,0.009,0.034,0.6,0.005
2017-01-09,59,41,0.018,0.024,0.7,0.006
2017-01-10,31,15,0.016,0.022,0.5,0.005
2017-01-11,23,11,0.009,0.031,0.5,0.005
2017-01-12,31,16,0.012,0.029,0.5,0.005
2017-01-13,29,11,0.015,0.021,0.4,0.004
2017-01-14,38,10,0.017,0.016,0.4,0.004
2017-01-15,25,12,0.011,0.023,0.5,0.004
2017-01-16,43,23,0.003,0.042,0.8,0.005
2017-01-17,68,41,0.002,0.06,1.3,0.007
2017-01-18,102,67,0.003,0.051,1.1,0.007
2017-01-19,96,58,0.005,0.047,1,0.006
2017-01-20,59,36,0.012,0.032,0.7,0.005
2017-01-21,44,27,0.006,0.039,0.7,0.005
2017-01-22,62,24,0.018,0.02,0.5,0.005
2017-01-23,49,31,0.013,0.032,0.6,0.004
2017-01-24,40,25,0.008,0.038,0.7,0.005
2017-01-25,52,34,0.006,0.049,0.9,0.004
2017-01-26,69,54,0.008,0.055,1.1,0.006
2017-01-27,81,21,0.019,0.02,0.5,0.005
2017-01-28,29,16,0.006,0.035,0.6,0.004
2017-01-29,28,21,0.004,0.036,0.7,0.005
2017-01-30,45,37,0.02,0.019,0.5,0.005
2017-01-31,28,20,0.009,0.034,0.6,0.006
2017-02-01,38,25,0.013,0.034,0.7,0.006
2017-02-02,31,20,0.011,0.034,0.6,0.006
2017-02-03,66,50,0.011,0.046,0.9,0.006
2017-02-04,101,84,0.002,0.063,1.4,0.007
2017-02-05,66,58,0.011,0.035,0.9,0.006
2017-02-06,37,28,0.019,0.024,0.5,0.006
2017-02-07,37,25,0.006,0.037,0.6,0.006
2017-02-08,46,30,0.006,0.035,0.7,0.008
2017-02-09,44,21,0.017,0.021,0.5,0.009
2017-02-10,30,21,0.018,0.02,0.5,0.007
2017-02-11,27,19,0.017,0.022,0.4,0.007
2017-02-12,28,21,0.014,0.029,0.6,0.007
2017-02-13,40,31,0.006,0.046,0.8,0.008
2017-02-14,49,36,0.014,0.037,0.6,0.007
2017-02-15,51,40,0.007,0.051,0.9,0.008
2017-02-16,61,47,0.01,0.052,1,0.008
2017-02-17,41,18,0.023,0.019,0.4,0.005
2017-02-18,29,19,0.02,0.024,0.5,0.006
2017-02-19,40,29,0.016,0.031,0.6,0.006
2017-02-20,41,23,0.022,0.02,0.5,0.005
2017-02-21,49,33,0.009,0.043,0.7,0.006
2017-02-22,46,38,0.006,0.044,0.8,0.006
2017-02-23,33,23,0.023,0.022,0.5,0.005
2017-02-24,29,20,0.014,0.033,0.5,0.005
2017-02-25,46,35,0.013,0.039,0.7,0.006
2017-02-26,51,39,0.017,0.03,0.7,0.005
2017-02-27,38,28,0.01,0.043,0.8,0.005
2017-02-28,38,28,0.012,0.048,0.8,0.007
2017-03-01,55,46,0.016,0.045,0.7,0.007
2017-03-02,32,24,0.023,0.023,0.5,0.005
2017-03-03,38,23,0.016,0.035,0.6,0.006
2017-03-04,50,36,0.009,0.049,0.8,0.007
2017-03-05,65,52,0.019,0.037,0.7,0.005
2017-03-06,38,29,0.022,0.022,0.5,0.005
2017-03-07,31,21,0.024,0.02,0.4,0.004
2017-03-08,39,21,0.022,0.024,0.5,0.005
2017-03-09,42,22,0.019,0.031,0.5,0.005
2017-03-10,38,24,0.014,0.039,0.6,0.005
2017-03-11,64,45,0.013,0.056,0.8,0.008
2017-03-12,84,68,0.021,0.048,0.8,0.007
2017-03-13,59,42,0.024,0.027,0.6,0.005
2017-03-14,45,27,0.024,0.026,0.5,0.005
2017-03-15,39,25,0.015,0.038,0.5,0.005
2017-03-16,63,48,0.016,0.048,0.6,0.007
2017-03-17,79,61,0.02,0.048,0.7,0.007
2017-03-18,83,65,0.021,0.052,0.7,0.009
2017-03-19,79,65,0.019,0.046,0.8,0.006
2017-03-20,100,76,0.006,0.065,0.9,0.007
2017-03-21,86,62,0.023,0.03,0.6,0.007
2017-03-22,48,33,0.019,0.038,0.5,0.006
2017-03-23,65,43,0.02,0.043,0.6,0.009
2017-03-24,55,37,0.013,0.043,0.6,0.007
2017-03-25,63,48,0.018,0.041,0.6,0.007
2017-03-26,57,47,0.028,0.028,0.5,0.006
2017-03-27,76,62,0.025,0.033,0.9,0.006
2017-03-28,82,66,0.018,0.04,0.7,0.006
2017-03-29,52,40,0.027,0.033,0.5,0.005
2017-03-30,61,46,0.021,0.041,0.6,0.005
2017-03-31,56,44,0.011,0.043,0.6,0.005
2017-04-01,25,20,0.021,0.03,0.5,0.005
2017-04-02,46,39,0.026,0.032,0.6,0.005
2017-04-03,77,63,0.032,0.037,0.6,0.007
2017-04-04,76,58,0.027,0.051,0.7,0.007
2017-04-05,51,36,0.011,0.052,0.6,0.007
2017-04-06,29,24,0.016,0.028,0.4,0.005
2017-04-07,46,38,0.014,0.039,0.5,0.005
2017-04-08,58,47,0.015,0.036,0.6,0.006
2017-04-09,42,32,0.023,0.022,0.5,0.005
2017-04-10,26,19,0.026,0.03,0.4,0.004
2017-04-11,50,28,0.025,0.028,0.5,0.005
2017-04-12,51,13,0.028,0.018,0.3,0.004
2017-04-13,57,28,0.029,0.026,0.5,0.006
2017-04-14,47,24,0.034,0.026,0.5,0.006
2017-04-15,55,34,0.034,0.029,0.6,0.006
2017-04-16,53,35,0.023,0.039,0.7,0.007
2017-04-17,44,31,0.014,0.04,0.6,0.007
2017-04-18,36,24,0.021,0.03,0.5,0.006
2017-04-19,69,17,0.022,0.024,0.4,0.005
2017-04-20,67,23,0.019,0.038,0.5,0.006
2017-04-21,55,26,0.019,0.039,0.5,0.008
2017-04-22,54,32,0.023,0.031,0.5,0.007
2017-04-23,41,26,0.037,0.023,0.5,0.007
2017-04-24,36,21,0.034,0.029,0.4,0.006
2017-04-25,51,34,0.032,0.031,0.5,0.006
2017-04-26,36,20,0.029,0.019,0.4,0.004
2017-04-27,36,16,0.029,0.022,0.4,0.005
2017-04-28,50,27,0.029,0.027,0.6,0.007
2017-04-29,53,32,0.033,0.028,0.6,0.007
2017-04-30,77,54,0.059,0.019,0.7,0.007
2017-05-01,91,61,0.044,0.031,0.7,0.007
