날짜,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2017-05-27,26,17,0.034,0.025,0.4,0.006
2017-05-28,37,26,0.043,0.022,0.4,0.006
2017-05-29,53,37,0.047,0.022,0.5,0.006
2017-05-30,41,27,0.033,0.029,0.4,0.006
2017-05-31,32,25,0.024,0.028,0.4,0.006
2017-06-01,31,21,0.025,0.017,0.3,0.004
2017-06-02,23,12,0.032,0.017,0.3,0.004
2017-06-03,24,13,0.037,0.016,0.4,0.004
2017-06-04,22,13,0.044,0.016,0.3,0.004
2017-06-05,23,16,0.044,0.028,0.4,0.004
2017-06-06,19,14,0.037,0.02,0.3,0.004
2017-06-07,15,12,0.023,0.021,0.4,0.005
2017-06-08,44,38,0.052,0.021,0.6,0.005
2017-06-09,59,52,0.052,0.019,0.6,0.005
2017-06-10,47,32,0.042,0.019,0.4,0.004
2017-06-11,26,13,0.035,0.021,0.4,0.005
2017-06-12,24,16,0.045,0.018,0.3,0.004
2017-06-13,32,22,0.032,0.018,0.3,0.004
2017-06-14,37,26,0.035,0.021,0.4,0.005
2017-06-15,50,30,0.04,0.02,0.4,0.005
2017-06-16,72,42,0.055,0.024,0.5,0.005
2017-06-17,52,33,0.059,0.02,0.5,0.006
2017-06-18,49,32,0.044,0.021,0.4,0.005
2017-06-19,61,39,0.033,0.027,0.5,0.005
2017-06-20,55,35,0.038,0.034,0.5,0.005
2017-06-21,59,38,0.031,0.027,0.4,0.005
2017-06-22,37,27,0.034,0.019,0.3,0.004
2017-06-23,46,30,0.034,0.031,0.4,0.005
2017-06-24,42,27,0.018,0.04,0.4,0.006
2017-06-25,46,33,0.034,0.029,0.5,0.005
2017-06-26,30,23,0.031,0.029,0.5,0.005
2017-06-27,33,24,0.035,0.026,0.4,0.005
2017-06-28,52,39,0.041,0.023,0.5,0.005
2017-06-29,57,42,0.041,0.022,0.5,0.005
2017-06-30,56,42,0.041,0.021,0.5,0.004
2017-07-01,41,36,0.034,0.021,0.5,0.005
2017-07-02,30,26,0.016,0.013,0.3,0.004
2017-07-03,25,19,0.025,0.016,0.3,0.004
2017-07-04,36,30,0.033,0.02,0.4,0.004
2017-07-05,40,35,0.041,0.023,0.4,0.004
2017-07-06,51,44,0.035,0.031,0.6,0.005
2017-07-07,19,16,0.015,0.02,0.3,0.008
2017-07-08,27,21,0.021,0.016,0.3,0.008
2017-07-09,27,25,0.026,0.018,0.4,0.009
2017-07-10,13,12,0.015,0.02,0.3,0.008
2017-07-11,40,32,0.032,0.022,0.4,0.001
2017-07-12,45,38,0.04,0.019,0.4,0.001
2017-07-13,50,43,0.038,0.027,0.5,0.002
2017-07-14,49,41,0.039,0.025,0.5,0.003
2017-07-15,21,18,0.022,0.019,0.3,0.004
2017-07-16,18,16,0.018,0.018,0.3,0.004
2017-07-17,22,17,0.02,0.02,0.3,0.004
2017-07-18,27,22,0.027,0.025,0.4,0.004
2017-07-19,38,33,0.046,0.026,0.4,0.004
2017-07-20,48,43,0.04,0.026,0.5,0.004
2017-07-21,57,50,0.057,0.023,0.4,0.004
2017-07-22,60,50,0.042,0.019,0.4,0.004
2017-07-23,54,45,0.032,0.017,0.4,0.004
2017-07-24,37,29,0.015,0.032,0.6,0.004
2017-07-25,29,21,0.024,0.023,0.5,0.004
2017-07-26,18,12,0.039,0.02,0.3,0.004
2017-07-27,32,24,0.026,0.035,0.4,0.004
2017-07-28,34,32,0.012,0.03,0.5,0.004
2017-07-29,15,12,0.023,0.021,0.4,0.004
2017-07-30,20,18,0.037,0.015,0.4,0.004
2017-07-31,20,17,0.008,0.031,0.5,0.004
2017-08-01,21,18,0.028,0.027,0.4,0.004
2017-08-02,34,29,0.042,0.029,0.5,0.004
2017-08-03,25,20,0.037,0.024,0.4,0.004
2017-08-04,26,22,0.044,0.021,0.3,0.004
2017-08-05,29,27,0.042,0.023,0.4,0.004
2017-08-06,24,23,0.032,0.021,0.4,0.004
2017-08-07,31,27,0.048,0.017,0.4,0.004
2017-08-08,38,33,0.05,0.023,0.5,0.004
2017-08-09,36,29,0.033,0.027,0.5,0.004
2017-08-10,8,7,0.02,0.025,0.4,0.002
2017-08-11,10,8,0.022,0.026,0.3,0.002
2017-08-12,13,9,0.025,0.021,0.3,0.002
2017-08-13,10,8,0.019,0.016,0.3,0.003
2017-08-14,9,6,0.009,0.017,0.3,0.003
2017-08-15,7,5,0.007,0.018,0.3,0.002
2017-08-16,7,5,0.01,0.019,0.3,0.002
2017-08-17,12,9,0.009,0.03,0.4,0.003
2017-08-18,24,18,0.021,0.033,0.4,0.004
2017-08-19,26,19,0.022,0.035,0.5,0.002
2017-08-20,12,10,0.018,0.021,0.4,0.002
2017-08-21,13,10,0.019,0.019,0.3,0.002
2017-08-22,16,11,0.017,0.027,0.3,0.004
2017-08-23,22,12,0.007,0.023,0.3,0.003
2017-08-24,25,12,0.015,0.02,0.3,0.003
2017-08-25,24,16,0.026,0.028,0.5,0.004
2017-08-26,23,15,0.032,0.02,0.4,0.004
2017-08-27,23,16,0.015,0.033,0.5,0.003
2017-08-28,31,21,0.017,0.036,0.5,0.004
2017-08-29,17,11,0.023,0.015,0.3,0.002
2017-08-30,24,13,0.017,0.03,0.4,0.003
2017-08-31,36,25,0.028,0.032,0.6,0.003
2017-09-01,24,13,0.025,0.024,0.4,0.003
2017-09-02,27,16,0.029,0.03,0.4,0.004
2017-09-03,34,24,0.046,0.025,0.5,0.004
2017-09-04,28,19,0.03,0.035,0.5,0.003
2017-09-05,25,14,0.005,0.045,0.5,0.003
2017-09-06,29,20,0.009,0.045,0.5,0.004
2017-09-07,34,29,0.031,0.03,0.5,0.004
2017-09-08,55,50,0.034,0.029,0.7,0.006
2017-09-09,68,55,0.039,0.028,0.7,0.006
2017-09-10,57,45,0.022,0.041,0.7,0.003
2017-09-11,23,19,0.024,0.027,0.4,0.003
2017-09-12,24,14,0.022,0.029,0.4,0.004
2017-09-13,21,12,0.023,0.027,0.4,0.003
2017-09-14,25,13,0.021,0.032,0.4,0.003
2017-09-15,14,8,0.027,0.018,0.3,0.002
2017-09-16,9,5,0.024,0.016,0.3,0.002
2017-09-17,9,5,0.024,0.013,0.3,0.002
2017-09-18,19,10,0.026,0.024,0.3,0.003
2017-09-19,61,47,0.046,0.023,0.6,0.004
2017-09-20,22,11,0.026,0.022,0.3,0.003
2017-09-21,30,19,0.024,0.04,0.5,0.004
2017-09-22,31,24,0.03,0.043,0.5,0.004
2017-09-23,46,28,0.034,0.029,0.5,0.005
2017-09-24,59,43,0.035,0.025,0.6,0.003
2017-09-25,49,31,0.026,0.042,0.6,0.003
2017-09-26,44,31,0.032,0.038,0.5,0.003
2017-09-27,46,34,0.022,0.032,0.5,0.003
2017-09-28,19,10,0.028,0.017,0.3,0.003
2017-09-29,18,12,0.022,0.026,0.4,0.004
2017-09-30,32,21,0.03,0.03,0.5,0.005
2017-10-01,33,26,0.015,0.036,0.5,0.003
2017-10-02,19,12,0.027,0.019,0.4,0.003
2017-10-03,31,14,0.026,0.013,0.3,0.003
2017-10-04,22,11,0.024,0.013,0.3,0.002
2017-10-05,14,9,0.023,0.017,0.3,0.002
2017-10-06,12,8,0.023,0.016,0.3,0.002
2017-10-07,9,6,0.021,0.024,0.4,0.002
2017-10-08,20,16,0.023,0.028,0.4,0.004
2017-10-09,26,21,0.027,0.026,0.4,0.005
2017-10-10,29,22,0.016,0.03,0.4,0.004
2017-10-11,13,8,0.018,0.018,0.3,0.002
2017-10-12,23,15,0.011,0.025,0.4,0.002
2017-10-13,33,20,0.016,0.03,0.4,0.003
2017-10-14,30,17,0.022,0.029,0.5,0.003
2017-10-15,25,14,0.024,0.028,0.5,0.002
2017-10-16,38,23,0.018,0.032,0.5,0.003
2017-10-17,53,28,0.018,0.04,0.5,0.003
2017-10-18,28,17,0.019,0.031,0.4,0.002
2017-10-19,19,12,0.017,0.027,0.4,0.002
2017-10-20,48,25,0.025,0.038,0.5,0.003
2017-10-21,54,29,0.017,0.042,0.6,0.003
2017-10-22,35,19,0.025,0.024,0.4,0.003
2017-10-23,30,13,0.027,0.027,0.4,0.005
2017-10-24,39,19,0.018,0.038,0.4,0.006
2017-10-25,51,29,0.019,0.045,0.6,0.006
2017-10-26,65,37,0.011,0.055,0.7,0.006
2017-10-27,75,42,0.026,0.045,0.7,0.006
2017-10-28,61,37,0.02,0.048,0.7,0.005
2017-10-29,79,27,0.027,0.022,0.5,0.004
2017-10-30,44,19,0.023,0.023,0.4,0.003
2017-10-31,39,18,0.013,0.04,0.5,0.004
2017-11-01,41,23,0.025,0.034,0.5,0.005
2017-11-02,44,27,0.027,0.038,0.5,0.005
2017-11-03,47,30,0.03,0.024,0.4,0.004
2017-11-04,84,62,0.023,0.024,0.5,0.003
2017-11-05,47,32,0.013,0.039,0.6,0.004
2017-11-06,42,27,0.012,0.046,0.6,0.005
2017-11-07,51,33,0.005,0.055,0.6,0.005
2017-11-08,72,35,0.032,0.026,0.5,0.004
2017-11-09,59,34,0.007,0.048,0.6,0.003
2017-11-10,55,32,0.013,0.041,0.7,0.004
2017-11-11,67,16,0.017,0.021,0.4,0.002
2017-11-12,39,24,0.011,0.035,0.6,0.003
2017-11-13,50,33,0.006,0.046,0.7,0.004
2017-11-14,54,21,0.017,0.026,0.5,0.003
2017-11-15,33,16,0.018,0.023,0.4,0.003
2017-11-16,33,19,0.015,0.028,0.5,0.003
2017-11-17,54,36,0.004,0.046,0.7,0.004
2017-11-18,48,28,0.021,0.017,0.4,0.003
2017-11-19,27,14,0.017,0.021,0.4,0.003
2017-11-20,59,37,0.003,0.047,0.7,0.004
2017-11-21,64,42,0.004,0.055,0.8,0.005
2017-11-22,70,39,0.01,0.042,0.7,0.004
2017-11-23,28,15,0.012,0.028,0.4,0.003
2017-11-24,25,15,0.009,0.027,0.5,0.002
2017-11-25,29,20,0.005,0.043,0.7,0.003
2017-11-26,51,32,0.009,0.032,0.7,0.003
2017-11-27,63,41,0.003,0.05,0.9,0.004
2017-11-28,90,63,0.003,0.059,1,0.006
2017-11-29,65,26,0.013,0.026,0.5,0.003
2017-11-30,27,7,0.018,0.022,0.4,0.003
2017-12-01,31,12,0.011,0.032,0.5,0.003
2017-12-02,49,26,0.005,0.044,0.7,0.004
2017-12-03,64,41,0.005,0.041,0.8,0.004
2017-12-04,50,30,0.017,0.021,0.5,0.003
2017-12-05,27,11,0.013,0.024,0.4,0.003
2017-12-06,39,22,0.004,0.038,0.6,0.003
2017-12-07,54,36,0.008,0.034,0.7,0.003
2017-12-08,32,19,0.012,0.026,0.5,0.003
2017-12-09,40,21,0.003,0.046,0.7,0.004
2017-12-10,40,24,0.01,0.032,0.7,0.003
2017-12-11,38,7,0.014,0.015,0.4,0.002
2017-12-12,31,14,0.013,0.019,0.5,0.003
2017-12-13,33,15,0.011,0.026,0.5,0.003
2017-12-14,57,32,0.003,0.046,0.9,0.004
2017-12-15,89,55,0.001,0.065,1.3,0.005
2017-12-16,40,22,0.014,0.022,0.6,0.004
2017-12-17,36,11,0.015,0.023,0.5,0.003
2017-12-18,49,26,0.003,0.045,0.8,0.005
2017-12-19,43,17,0.01,0.028,0.5,0.004
2017-12-20,39,21,0.002,0.046,0.8,0.003
2017-12-21,50,35,0.003,0.048,0.8,0.005
2017-12-22,51,39,0.003,0.056,1,0.006
2017-12-23,105,83,0.007,0.049,0.9,0.006
2017-12-24,67,57,0.01,0.042,0.8,0.004
2017-12-25,27,14,0.016,0.025,0.5,0.004
2017-12-26,27,14,0.011,0.03,0.5,0.004
2017-12-27,25,13,0.012,0.025,0.5,0.005
2017-12-28,40,24,0.004,0.043,0.7,0.004
2017-12-29,93,72,0.004,0.054,0.9,0.008
2017-12-30,115,102,0.004,0.057,1.2,0.005
2017-12-31,58,41,0.014,0.028,0.7,0.005
