날짜,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2016-02-08,63,44,0.023,0.032,0.5,0.006
2016-02-09,41,27,0.024,0.023,0.3,0.006
2016-02-10,32,24,0.009,0.042,0.6,0.005
2016-02-11,41,28,0.007,0.051,0.8,0.006
2016-02-12,31,24,0.009,0.039,1.3,0.005
2016-02-13,16,12,0.003,0.035,1.4,0.005
2016-02-14,27,19,0.021,0.015,0.5,0.004
2016-02-15,26,12,0.024,0.018,0.2,0.004
2016-02-16,24,16,0.016,0.028,0.3,0.004
2016-02-17,30,15,0.012,0.036,0.4,0.005
2016-02-18,37,24,0.02,0.037,0.5,0.006
2016-02-19,68,42,0.006,0.051,0.9,0.006
2016-02-20,34,19,0.018,0.033,0.5,0.005
2016-02-21,23,14,0.025,0.022,0.4,0.005
2016-02-22,35,18,0.01,0.045,0.5,0.005
2016-02-23,47,31,0.018,0.031,0.5,0.005
2016-02-24,27,18,0.02,0.029,0.5,0.005
2016-02-25,43,29,0.019,0.035,0.5,0.005
2016-02-26,46,32,0.019,0.04,0.6,0.006
2016-02-27,62,46,0.016,0.045,0.7,0.006
2016-02-28,40,31,0.014,0.044,0.6,0.005
2016-02-29,45,28,0.025,0.024,0.4,0.004
2016-03-01,27,18,0.025,0.026,0.4,0.004
2016-03-02,32,22,0.02,0.037,0.4,0.005
2016-03-03,46,31,0.017,0.045,0.5,0.005
2016-03-04,60,39,0.018,0.046,0.7,0.005
2016-03-05,22,15,0.011,0.032,0.5,0.005
2016-03-06,73,22,0.022,0.024,0.7,0.004
2016-03-07,84,27,0.006,0.053,0.7,0.005
2016-03-08,56,20,0.021,0.028,0.4,0.004
2016-03-09,34,15,0.022,0.024,0.3,0.004
2016-03-10,28,14,0.025,0.022,0.2,0.005
2016-03-11,30,17,0.026,0.026,0.2,0.005
2016-03-12,35,20,0.022,0.034,0.3,0.005
2016-03-13,54,36,0.024,0.038,0.4,0.005
2016-03-14,56,41,0.03,0.033,0.5,0.005
2016-03-15,50,30,0.017,0.051,0.6,0.006
2016-03-16,57,36,0.018,0.056,0.7,0.007
2016-03-17,63,42,0.008,0.074,0.8,0.006
2016-03-18,60,42,0.015,0.063,0.7,0.006
2016-03-19,67,42,0.022,0.039,0.1,0.005
2016-03-20,69,45,0.019,0.045,0.1,0.006
2016-03-21,73,49,0.017,0.056,0.4,0.007
2016-03-22,64,47,0.024,0.044,0.7,0.006
2016-03-23,72,52,0.025,0.034,0.7,0.005
2016-03-24,32,21,0.028,0.028,0.5,0.004
2016-03-25,55,35,0.017,0.045,0.6,0.005
2016-03-26,56,40,0.022,0.045,0.6,0.005
2016-03-27,58,43,0.031,0.038,0.7,0.006
2016-03-28,62,45,0.027,0.05,0.7,0.006
2016-03-29,84,55,0.047,0.034,0.7,0.006
2016-03-30,82,52,0.024,0.043,0.7,0.006
2016-03-31,42,24,0.012,0.061,0.6,0.006
2016-04-01,58,34,0.02,0.063,0.7,0.006
2016-04-02,69,44,0.033,0.054,0.7,0.007
2016-04-03,47,36,0.027,0.025,0.5,0.004
2016-04-04,23,13,0.018,0.035,0.5,0.005
2016-04-05,47,24,0.026,0.039,0.6,0.006
2016-04-06,62,40,0.027,0.046,0.6,0.007
2016-04-07,42,29,0.028,0.032,0.6,0.005
2016-04-08,66,41,0.027,0.034,0.6,0.005
2016-04-09,101,64,0.017,0.041,0.8,0.006
2016-04-10,119,74,0.032,0.034,0.9,0.006
2016-04-11,37,20,0.031,0.03,0.5,0.004
2016-04-12,46,27,0.029,0.033,0.5,0.005
2016-04-13,48,33,0.017,0.046,0.7,0.005
2016-04-14,52,34,0.011,0.047,0.7,0.005
2016-04-15,43,27,0.034,0.037,0.8,0.005
2016-04-16,41,23,0.031,0.037,0.4,0.005
2016-04-17,38,16,0.039,0.017,0.4,0.004
2016-04-18,51,22,0.032,0.028,0.4,0.005
2016-04-19,37,19,0.027,0.034,0.4,0.005
2016-04-20,52,30,0.02,0.049,0.5,0.005
2016-04-21,25,16,0.025,0.033,0.4,0.004
2016-04-22,75,49,0.03,0.033,0.5,0.005
2016-04-23,150,42,0.02,0.036,0.5,0.005
2016-04-24,100,24,0.029,0.031,0.4,0.005
2016-04-25,59,25,0.018,0.057,0.5,0.005
2016-04-26,59,28,0.037,0.038,0.4,0.005
2016-04-27,38,16,0.049,0.017,0.3,0.004
2016-04-28,46,20,0.034,0.034,0.3,0.005
2016-04-29,51,26,0.04,0.032,0.4,0.005
2016-04-30,65,36,0.057,0.03,0.5,0.007
2016-05-01,38,20,0.047,0.026,0.4,0.005
2016-05-02,40,23,0.015,0.033,0.4,0.004
2016-05-03,20,11,0.027,0.014,0.2,0.004
2016-05-04,38,12,0.042,0.02,0.3,0.004
2016-05-05,44,20,0.031,0.036,0.5,0.005
2016-05-06,42,21,0.019,0.032,0.4,0.004
2016-05-07,83,22,0.028,0.028,0.4,0.005
2016-05-08,41,16,0.037,0.028,0.4,0.004
2016-05-09,47,20,0.036,0.034,0.4,0.005
2016-05-10,27,15,0.039,0.018,0.3,0.004
2016-05-11,26,13,0.032,0.029,0.3,0.004
2016-05-12,27,16,0.035,0.03,0.4,0.005
2016-05-13,36,21,0.044,0.026,0.4,0.004
2016-05-14,31,18,0.04,0.032,0.4,0.005
2016-05-15,30,19,0.038,0.02,0.4,0.004
2016-05-16,34,17,0.039,0.027,0.4,0.005
2016-05-17,63,39,0.034,0.045,0.6,0.007
2016-05-18,47,30,0.027,0.051,0.5,0.005
2016-05-19,34,21,0.031,0.043,0.5,0.005
2016-05-20,44,30,0.038,0.049,0.5,0.005
2016-05-21,35,26,0.042,0.034,0.4,0.005
2016-05-22,48,37,0.05,0.037,0.5,0.005
2016-05-23,60,45,0.04,0.05,0.5,0.006
2016-05-24,32,23,0.038,0.029,0.4,0.004
2016-05-25,82,59,0.051,0.029,0.5,0.005
2016-05-26,99,70,0.033,0.046,0.7,0.006
2016-05-27,87,57,0.03,0.044,0.6,0.005
