평균풍속,최대풍속,순간최고풍속,기온평균,강수일강수,습도평균,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
1.9,6.9,8.6,23.4,0,56.9,97,66,0.046,0.037,0.7,0.004
1.9,6.9,8.6,23.4,0,56.9,87,60,0.04,0.031,0.4,0.005
2.3,6.9,8.5,22.7,0,64.3,74,45,0.048,0.03,0.6,0.006
2.3,6.9,8.5,22.7,0,64.3,86,57,0.046,0.031,0.7,0.005
2.3,6.9,8.5,22.7,0,64.3,89,45,0.043,0.027,0.7,0.006
2.3,6.9,8.5,22.7,0,64.3,77,44,0.047,0.018,0.3,0.005
2.3,6.9,8.5,22.7,0,64.3,76,52,0.036,0.025,0.4,0.006
2.3,6.9,8.5,22.7,0,64.3,86,42,0.042,0.032,0.5,0.007
2.3,6.9,8.5,22.7,0,64.3,75,42,0.046,0.03,0.7,0.005
2.4,5.4,8,24.1,0,48.6,42,22,0.044,0.014,0.3,0.003
2.4,5.4,8,24.1,0,48.6,48,23,0.043,0.023,0.3,0.006
2.4,5.4,8,24.1,0,48.6,50,25,0.036,0.03,0.5,0.004
2.4,5.4,8,24.1,0,48.6,43,22,0.036,0.033,0.6,0.002
2.4,5.4,8,24.1,0,48.6,42,24,0.042,0.029,0.4,0.004
2.4,5.4,8,24.1,0,48.6,36,19,0.034,0.02,0.3,0.004
2.4,5.4,8,24.1,0,48.6,38,20,0.039,0.02,0.5,0.003
2.2,7.2,8.7,24.3,0,40.7,29,12,0.033,0.027,0.3,0.004
2.2,7.2,8.7,24.3,0,40.7,37,18,0.048,0.018,0.3,0.003
2.2,7.2,8.7,24.3,0,40.7,48,25,0.04,0.034,0.5,0.005
2.2,7.2,8.7,24.3,0,40.7,51,18,0.037,0.036,0.2,0.006
2.2,7.2,8.7,24.3,0,40.7,36,20,0.041,0.039,0.5,0.004
2.2,7.2,8.7,24.3,0,40.7,37,17,0.038,0.037,0.5,0.003
2.2,7.2,8.7,24.3,0,40.7,30,13,0.04,0.025,0.3,0.005
1.9,5.8,8.1,23.6,0,47.2,43,24,0.04,0.037,0.5,0.005
1.9,5.8,8.1,23.6,0,47.2,48,24,0.042,0.039,0.6,0.004
1.9,5.8,8.1,23.6,0,47.2,41,24,0.033,0.033,0.3,0.005
1.9,5.8,8.1,23.6,0,47.2,56,28,0.044,0.03,0.5,0.005
1.9,5.8,8.1,23.6,0,47.2,64,26,0.037,0.045,0.3,0.007
1.9,5.8,8.1,23.6,0,47.2,46,28,0.044,0.04,0.5,0.006
1.9,5.8,8.1,23.6,0,47.2,49,25,0.045,0.023,0.3,0.005
1.6,6.2,8.8,22.4,0,53.3,48,28,0.04,0.037,0.5,0.004
1.6,6.2,8.8,22.4,0,53.3,50,28,0.028,0.045,0.6,0.004
1.6,6.2,8.8,22.4,0,53.3,67,32,0.026,0.047,0.4,0.007
1.6,6.2,8.8,22.4,0,53.3,45,25,0.029,0.03,0.3,0.004
1.6,6.2,8.8,22.4,0,53.3,52,26,0.038,0.037,0.6,0.003
1.6,6.2,8.8,22.4,0,53.3,51,27,0.045,0.02,0.3,0.003
1.6,6.2,8.8,22.4,0,53.3,67,33,0.033,0.033,0.6,0.004
1.7,4.4,6.6,25.1,0,51.8,55,27,0.046,0.034,0.6,0.003
1.7,4.4,6.6,25.1,0,51.8,44,27,0.037,0.024,0.3,0.004
1.7,4.4,6.6,25.1,0,51.8,46,27,0.043,0.03,0.5,0.003
1.7,4.4,6.6,25.1,0,51.8,63,32,0.048,0.026,0.6,0.004
1.7,4.4,6.6,25.1,0,51.8,50,30,0.058,0.028,0.5,0.004
1.7,4.4,6.6,25.1,0,51.8,61,33,0.052,0.042,0.6,0.008
1.7,4.4,6.6,25.1,0,51.8,53,29,0.054,0.019,0.3,0.003
2.1,6.5,7.7,24.3,0,51.3,19,10,0.033,0.019,0.2,0.003
2.1,6.5,7.7,24.3,0,51.3,19,10,0.045,0.017,0.4,0.004
2.1,6.5,7.7,24.3,0,51.3,22,16,0.049,0.018,0.4,0.004
2.1,6.5,7.7,24.3,0,51.3,29,16,0.045,0.017,0.5,0.004
2.1,6.5,7.7,24.3,0,51.3,22,14,0.051,0.014,0.2,0.003
2.1,6.5,7.7,24.3,0,51.3,23,13,0.039,0.029,0.5,0.002
2.1,6.5,7.7,24.3,0,51.3,22.33333333,14.33333333,0.046333333,0.020333333,0.366666667,0.003
1.8,5.7,7.2,22.7,0,69.2,42,24,0.032,0.034,0.5,0.004
1.8,5.7,7.2,22.7,0,69.2,47,31,0.037,0.032,0.5,0.005
1.8,5.7,7.2,22.7,0,69.2,40,24,0.033,0.03,0.7,0.003
1.8,5.7,7.2,22.7,0,69.2,41,27,0.025,0.029,0.3,0.004
1.8,5.7,7.2,22.7,0,69.2,52,30,0.037,0.026,0.5,0.004
1.8,5.7,7.2,22.7,0,69.2,62,25,0.041,0.041,0.4,0.007
1.8,5.7,7.2,22.7,0,69.2,40,27,0.039,0.019,0.3,0.004
2,6.3,7.9,22.7,0,66.8,45,23,0.024,0.031,0.2,0.006
2,6.3,7.9,22.7,0,66.8,37,23,0.022,0.028,0.3,0.004
2,6.3,7.9,22.7,0,66.8,41,24,0.026,0.035,0.4,0.003
2,6.3,7.9,22.7,0,66.8,41,25,0.031,0.025,0.4,0.004
2,6.3,7.9,22.7,0,66.8,40,24,0.038,0.02,0.2,0.004
2,6.3,7.9,22.7,0,66.8,38,23,0.024,0.031,0.6,0.003
2,6.3,7.9,22.7,0,66.8,39,27,0.03,0.03,0.5,0.004
1.8,5.4,7.4,24.7,0,62,58,43,0.029,0.039,0.5,0.004
1.8,5.4,7.4,24.7,0,62,46,26,0.028,0.042,0.5,0.003
1.8,5.4,7.4,24.7,0,62,49,30,0.024,0.031,0.3,0.004
1.8,5.4,7.4,24.7,0,62,66,34,0.031,0.031,0.6,0.004
1.8,5.4,7.4,24.7,0,62,64,31,0.024,0.04,0.3,0.006
1.8,5.4,7.4,24.7,0,62,54,29,0.035,0.023,0.3,0.004
1.8,5.4,7.4,24.7,0,62,52,28,0.028,0.04,0.4,0.003
2,6,9,25.5,0,61.6,61,35,0.032,0.048,0.5,0.004
2,6,9,25.5,0,61.6,63,37,0.037,0.028,0.3,0.005
2,6,9,25.5,0,61.6,58,41,0.032,0.045,0.6,0.006
2,6,9,25.5,0,61.6,56,37,0.028,0.037,0.4,0.006
2,6,9,25.5,0,61.6,60,37,0.035,0.048,0.6,0.005
2,6,9,25.5,0,61.6,79,39,0.033,0.043,0.4,0.006
2,6,9,25.5,0,61.6,70,39,0.033,0.035,0.6,0.005
1.3,4.8,6.1,24.2,5.5,74.9,56,33,0.024,0.029,0.5,0.004
1.3,4.8,6.1,24.2,5.5,74.9,53,32,0.023,0.025,0.3,0.007
1.3,4.8,6.1,24.2,5.5,74.9,46,28,0.024,0.032,0.4,0.003
1.3,4.8,6.1,24.2,5.5,74.9,47,27,0.038,0.019,0.3,0.004
1.3,4.8,6.1,24.2,5.5,74.9,46,30,0.022,0.022,0.3,0.005
1.3,4.8,6.1,24.2,5.5,74.9,47,36,0.029,0.025,0.5,0.005
1.3,4.8,6.1,24.2,5.5,74.9,52,31,0.032,0.02,0.5,0.004
1.6,4.6,6.2,24.5,0,80.7,31,19,0.022,0.016,0.2,0.006
1.6,4.6,6.2,24.5,0,80.7,34,20,0.023,0.02,0.5,0.004
1.6,4.6,6.2,24.5,0,80.7,34,28,0.029,0.018,0.5,0.004
1.6,4.6,6.2,24.5,0,80.7,31,20,0.031,0.015,0.2,0.003
1.6,4.6,6.2,24.5,0,80.7,29,20,0.026,0.015,0.2,0.004
1.6,4.6,6.2,24.5,0,80.7,33,20,0.029,0.015,0.4,0.003
1.6,4.6,6.2,24.5,0,80.7,29,19,0.024,0.021,0.3,0.002
1.8,4.7,6.1,24.5,0,71.5,75,42,0.034,0.027,0.6,0.004
1.8,4.7,6.1,24.5,0,71.5,77,42,0.029,0.036,0.7,0.004
1.8,4.7,6.1,24.5,0,71.5,60,29,0.036,0.02,0.3,0.003
1.8,4.7,6.1,24.5,0,71.5,62,38,0.03,0.024,0.4,0.004
1.8,4.7,6.1,24.5,0,71.5,61,33,0.032,0.03,0.5,0.002
1.8,4.7,6.1,24.5,0,71.5,65,38,0.024,0.032,0.5,0.007
1.8,4.7,6.1,24.5,0,71.5,67,48,0.035,0.03,0.6,0.004
1.8,5.5,7.8,24.6,0,64.6,58,32,0.033,0.036,0.4,0.007
1.8,5.5,7.8,24.6,0,64.6,50,27,0.037,0.025,0.3,0.005
1.8,5.5,7.8,24.6,0,64.6,52,28,0.031,0.045,0.5,0.003
1.8,5.5,7.8,24.6,0,64.6,57,31,0.034,0.04,0.6,0.005
1.8,5.5,7.8,24.6,0,64.6,57,31,0.037,0.029,0.5,0.005
1.8,5.5,7.8,24.6,0,64.6,47,31,0.026,0.034,0.4,0.005
1.8,5.5,7.8,24.6,0,64.6,54,38,0.036,0.037,0.6,0.005
1.7,6.8,9.9,21.4,26,82.6,39,29,0.033,0.024,0.4,0.004
1.7,6.8,9.9,21.4,26,82.6,36,23,0.022,0.024,0.3,0.004
1.7,6.8,9.9,21.4,26,82.6,38,23,0.032,0.019,0.4,0.003
1.7,6.8,9.9,21.4,26,82.6,34,21,0.034,0.018,0.3,0.003
1.7,6.8,9.9,21.4,26,82.6,36,21,0.023,0.037,0.3,0.001
1.7,6.8,9.9,21.4,26,82.6,41,22,0.023,0.031,0.5,0.003
1.7,6.8,9.9,21.4,26,82.6,37,22,0.027,0.025,0.2,0.007
2.2,6.9,9.1,21.7,0,74.9,32,22,0.047,0.02,0.5,0.004
2.2,6.9,9.1,21.7,0,74.9,30,17,0.032,0.02,0.3,0.004
2.2,6.9,9.1,21.7,0,74.9,31,20,0.046,0.017,0.3,0.003
2.2,6.9,9.1,21.7,0,74.9,38,22,0.044,0.018,0.5,0.004
2.2,6.9,9.1,21.7,0,74.9,29,17,0.042,0.024,0.3,0.001
2.2,6.9,9.1,21.7,0,74.9,32,17,0.04,0.022,0.3,0.007
2.2,6.9,9.1,21.7,0,74.9,32,16,0.042,0.021,0.4,0.004
1.6,5.9,7.4,24.3,0,66.5,59,36,0.052,0.029,0.6,0.004
1.6,5.9,7.4,24.3,0,66.5,57,41,0.057,0.027,0.6,0.005
1.6,5.9,7.4,24.3,0,66.5,54,38,0.037,0.027,0.5,0.005
1.6,5.9,7.4,24.3,0,66.5,59,37,0.053,0.021,0.6,0.004
1.6,5.9,7.4,24.3,0,66.5,57,36,0.06,0.018,0.3,0.004
1.6,5.9,7.4,24.3,0,66.5,58,38,0.05,0.029,0.4,0.007
1.6,5.9,7.4,24.3,0,66.5,54,35,0.048,0.037,0.5,0.003
1.7,6.5,8.6,25.5,0,60,66,44,0.045,0.038,0.7,0.005
1.7,6.5,8.6,25.5,0,60,67,44,0.054,0.022,0.3,0.005
1.7,6.5,8.6,25.5,0,60,78,48,0.05,0.026,0.7,0.005
1.7,6.5,8.6,25.5,0,60,66,51,0.035,0.029,0.5,0.005
1.7,6.5,8.6,25.5,0,60,64,41,0.046,0.039,0.5,0.003
1.7,6.5,8.6,25.5,0,60,75,51,0.048,0.046,0.7,0.008
1.7,6.5,8.6,25.5,0,60,71,53,0.054,0.032,0.7,0.006
2,7.3,9.5,24.8,0,65.5,52,31,0.033,0.039,0.6,0.008
2,7.3,9.5,24.8,0,65.5,36,25,0.025,0.023,0.4,0.004
2,7.3,9.5,24.8,0,65.5,39,26,0.034,0.03,0.4,0.002
2,7.3,9.5,24.8,0,65.5,38,26,0.039,0.021,0.3,0.003
2,7.3,9.5,24.8,0,65.5,44,32,0.038,0.027,0.6,0.004
2,7.3,9.5,24.8,0,65.5,46,29,0.039,0.022,0.5,0.004
2,7.3,9.5,24.8,0,65.5,44,27,0.035,0.029,0.5,0.004
1.7,4.7,5.6,25.4,0,66.3,51,33,0.046,0.035,0.4,0.002
1.7,4.7,5.6,25.4,0,66.3,63,40,0.044,0.03,0.5,0.004
1.7,4.7,5.6,25.4,0,66.3,58,36,0.051,0.038,0.6,0.008
1.7,4.7,5.6,25.4,0,66.3,56,36,0.051,0.021,0.3,0.004
1.7,4.7,5.6,25.4,0,66.3,48,34,0.031,0.027,0.4,0.004
1.7,4.7,5.6,25.4,0,66.3,55,34,0.041,0.034,0.6,0.004
1.7,4.7,5.6,25.4,0,66.3,55,40,0.052,0.032,0.6,0.004
1.5,5.3,6.7,26.8,0,64.1,62,45,0.035,0.038,0.5,0.005
1.5,5.3,6.7,26.8,0,64.1,65,47,0.048,0.049,0.7,0.005
1.5,5.3,6.7,26.8,0,64.1,66,43,0.046,0.058,0.7,0.008
1.5,5.3,6.7,26.8,0,64.1,66,41,0.055,0.027,0.3,0.004
1.5,5.3,6.7,26.8,0,64.1,70,44,0.041,0.043,0.6,0.004
1.5,5.3,6.7,26.8,0,64.1,62,41,0.043,0.05,0.5,0.003
1.5,5.3,6.7,26.8,0,64.1,66,43,0.046,0.048,0.7,0.005
1.9,6,9.3,25.3,9.5,76.5,75,42,0.035,0.034,0.6,0.004
1.9,6,9.3,25.3,9.5,76.5,66,43,0.043,0.023,0.3,0.004
1.9,6,9.3,25.3,9.5,76.5,80,59,0.039,0.043,0.7,0.005
1.9,6,9.3,25.3,9.5,76.5,65,46,0.042,0.045,0.8,0.007
1.9,6,9.3,25.3,9.5,76.5,70,51,0.027,0.033,0.5,0.005
1.9,6,9.3,25.3,9.5,76.5,80,50,0.037,0.039,0.7,0.003
1.9,6,9.3,25.3,9.5,76.5,63,46,0.03,0.052,0.5,0.004
1.8,5.9,7.9,25.3,0,72.5,47,25,0.034,0.033,0.5,0.007
1.8,5.9,7.9,25.3,0,72.5,55,41,0.041,0.035,0.6,0.005
1.8,5.9,7.9,25.3,0,72.5,45,28,0.036,0.03,0.5,0.004
1.8,5.9,7.9,25.3,0,72.5,45,34,0.037,0.038,0.4,0.004
1.8,5.9,7.9,25.3,0,72.5,44,31,0.028,0.028,0.4,0.004
1.8,5.9,7.9,25.3,0,72.5,47,34,0.046,0.02,0.4,0.004
1.8,5.9,7.9,25.3,0,72.5,61,36,0.04,0.028,0.6,0.004
2,6.1,8.4,24,3,77.9,38,22,0.031,0.033,0.3,0.003
2,6.1,8.4,24,3,77.9,70,24,0.029,0.025,0.3,0.004
2,6.1,8.4,24,3,77.9,63,40,0.026,0.025,0.4,0.004
2,6.1,8.4,24,3,77.9,43,24,0.036,0.02,0.4,0.003
2,6.1,8.4,24,3,77.9,72,49,0.031,0.034,0.6,0.004
2,6.1,8.4,24,3,77.9,82,47,0.028,0.034,0.5,0.004
2,6.1,8.4,24,3,77.9,61,31,0.035,0.027,0.5,0.004
2.5,7.3,10.9,23.6,0,65.6,31,16,0.027,0.024,0.3,0.005
2.5,7.3,10.9,23.6,0,65.6,36,17,0.042,0.018,0.4,0.004
2.5,7.3,10.9,23.6,0,65.6,35,18,0.037,0.026,0.5,0.003
2.5,7.3,10.9,23.6,0,65.6,33,21,0.041,0.025,0.5,0.005
2.5,7.3,10.9,23.6,0,65.6,42,19,0.044,0.019,0.3,0.004
2.5,7.3,10.9,23.6,0,65.6,33,17,0.036,0.029,0.2,0.004
2.5,7.3,10.9,23.6,0,65.6,37,17,0.032,0.027,0.3,0.005
2.3,6.9,9,25.4,0,60.1,31,16,0.043,0.017,0.3,0.003
2.3,6.9,9,25.4,0,60.1,39,20,0.044,0.017,0.3,0.004
2.3,6.9,9,25.4,0,60.1,30,18,0.041,0.023,0.2,0.004
2.3,6.9,9,25.4,0,60.1,37,19,0.038,0.022,0.2,0.005
2.3,6.9,9,25.4,0,60.1,30,20,0.045,0.02,0.4,0.005
2.3,6.9,9,25.4,0,60.1,28,16,0.029,0.018,0.3,0.004
2.3,6.9,9,25.4,0,60.1,35,19,0.037,0.024,0.4,0.005
1.6,4.2,5.7,25.3,0,59.7,33,19,0.023,0.034,0.4,0.006
1.6,4.2,5.7,25.3,0,59.7,37,19,0.035,0.026,0.4,0.006
1.6,4.2,5.7,25.3,0,59.7,36,22,0.029,0.046,0.3,0.006
1.6,4.2,5.7,25.3,0,59.7,37,21,0.028,0.041,0.3,0.005
1.6,4.2,5.7,25.3,0,59.7,40,22,0.043,0.028,0.4,0.006
1.6,4.2,5.7,25.3,0,59.7,33,22,0.037,0.037,0.5,0.006
1.6,4.2,5.7,25.3,0,59.7,35,20,0.031,0.037,0.5,0.005
1.7,5,6.5,25.7,0,60.5,63,43,0.027,0.034,0.4,0.005
1.7,5,6.5,25.7,0,60.5,65,30,0.042,0.025,0.4,0.004
1.7,5,6.5,25.7,0,60.5,60,41,0.038,0.041,0.3,0.004
1.7,5,6.5,25.7,0,60.5,70,43,0.039,0.031,0.5,0.004
1.7,5,6.5,25.7,0,60.5,64,50,0.042,0.037,0.6,0.005
1.7,5,6.5,25.7,0,60.5,64,39,0.036,0.041,0.4,0.005
1.7,5,6.5,25.7,0,60.5,70,47,0.038,0.041,0.6,0.004
2,6,7.4,26.2,0,59.5,37,20,0.041,0.024,0.3,0.004
2,6,7.4,26.2,0,59.5,45,25,0.034,0.037,0.3,0.005
2,6,7.4,26.2,0,59.5,34,25,0.043,0.031,0.5,0.005
2,6,7.4,26.2,0,59.5,42,26,0.029,0.048,0.3,0.005
2,6,7.4,26.2,0,59.5,36,25,0.036,0.035,0.5,0.003
2,6,7.4,26.2,0,59.5,34,23,0.026,0.031,0.4,0.005
2,6,7.4,26.2,0,59.5,44,26,0.047,0.022,0.5,0.004
1.7,6,8.3,25.4,0.5,79.9,31,18,0.035,0.018,0.4,0.003
1.7,6,8.3,25.4,0.5,79.9,37,26,0.027,0.025,0.5,0.004
1.7,6,8.3,25.4,0.5,79.9,30,14,0.031,0.018,0.3,0.003
1.7,6,8.3,25.4,0.5,79.9,28,18,0.025,0.026,0.3,0.005
1.7,6,8.3,25.4,0.5,79.9,30,20,0.023,0.032,0.3,0.003
1.7,6,8.3,25.4,0.5,79.9,34,26,0.032,0.022,0.5,0.004
1.7,6,8.3,25.4,0.5,79.9,27,17,0.022,0.02,0.3,0.004
1.6,8.1,12.4,24.8,110,88.6,19,10,0.02,0.019,0.3,0.002
1.6,8.1,12.4,24.8,110,88.6,21,14,0.012,0.037,0.2,0.003
1.6,8.1,12.4,24.8,110,88.6,26,15,0.015,0.03,0.5,0.004
1.6,8.1,12.4,24.8,110,88.6,21,13,0.019,0.027,0.3,0.005
1.6,8.1,12.4,24.8,110,88.6,14,10,0.016,0.022,0.3,0.004
1.6,8.1,12.4,24.8,110,88.6,25,18,0.021,0.029,0.5,0.003
1.6,8.1,12.4,24.8,110,88.6,24,15,0.023,0.021,0.4,0.003
1.7,5.5,7.4,24.3,5,82.2,15,9,0.025,0.023,0.2,0.005
1.7,5.5,7.4,24.3,5,82.2,12,7,0.031,0.016,0.3,0.002
1.7,5.5,7.4,24.3,5,82.2,11,6,0.027,0.018,0.2,0.004
1.7,5.5,7.4,24.3,5,82.2,16,9,0.027,0.022,0.4,0.003
1.7,5.5,7.4,24.3,5,82.2,14,9,0.025,0.025,0.1,0.003
1.7,5.5,7.4,24.3,5,82.2,16,12,0.032,0.022,0.4,0.003
1.7,5.5,7.4,24.3,5,82.2,16,9,0.031,0.016,0.3,0.003
1.4,4.1,5.2,24.5,0,72,42,31,0.037,0.022,0.5,0.003
1.4,4.1,5.2,24.5,0,72,43,34,0.05,0.022,0.5,0.004
1.4,4.1,5.2,24.5,0,72,32,26,0.037,0.018,0.3,0.004
1.4,4.1,5.2,24.5,0,72,51,34,0.051,0.016,0.3,0.004
1.4,4.1,5.2,24.5,0,72,43,28,0.038,0.02,0.3,0.005
1.4,4.1,5.2,24.5,0,72,41,29,0.034,0.035,0.2,0.003
1.4,4.1,5.2,24.5,0,72,44,22,0.045,0.016,0.3,0.003
2.4,7,8.9,22.2,33.5,86.9,22,14,0.025,0.02,0.3,0.004
2.4,7,8.9,22.2,33.5,86.9,23,18,0.024,0.03,0.4,0.003
2.4,7,8.9,22.2,33.5,86.9,18,15,0.02,0.021,0.3,0.003
2.4,7,8.9,22.2,33.5,86.9,25,15,0.03,0.023,0.4,0.003
2.4,7,8.9,22.2,33.5,86.9,23,15,0.013,0.041,0.4,0.002
2.4,7,8.9,22.2,33.5,86.9,23,16,0.022,0.021,0.5,0.003
2.4,7,8.9,22.2,33.5,86.9,20,11,0.031,0.015,0.3,0.002
1.9,6.2,9,23.1,104,97.4,12,7,0.013,0.018,0.3,0.002
1.9,6.2,9,23.1,104,97.4,14,5,0.008,0.027,0.4,0.002
1.9,6.2,9,23.1,104,97.4,15,8,0.016,0.019,0.2,0.005
1.9,6.2,9,23.1,104,97.4,16,10,0.01,0.022,0.4,0.005
1.9,6.2,9,23.1,104,97.4,9,6,0.01,0.017,0.3,0.004
1.9,6.2,9,23.1,104,97.4,16,13,0.018,0.022,0.4,0.004
1.9,6.2,9,23.1,104,97.4,16,8,0.017,0.015,0.5,0.003
1.4,4.6,5.6,23.9,0,77.4,19,9,0.018,0.031,0.3,0.005
1.4,4.6,5.6,23.9,0,77.4,20,10,0.021,0.029,0.5,0.004
1.4,4.6,5.6,23.9,0,77.4,12,5,0.021,0.024,0.3,0.004
1.4,4.6,5.6,23.9,0,77.4,19,13,0.026,0.028,0.4,0.005
1.4,4.6,5.6,23.9,0,77.4,18,8,0.024,0.019,0.3,0.003
1.4,4.6,5.6,23.9,0,77.4,23,7,0.031,0.018,0.5,0.004
1.4,4.6,5.6,23.9,0,77.4,17,9,0.019,0.032,0.4,0.003
1.3,3.4,4.3,24.8,0,74.1,39,28,0.018,0.046,0.6,0.008
1.3,3.4,4.3,24.8,0,74.1,43,26,0.015,0.044,0.5,0.006
1.3,3.4,4.3,24.8,0,74.1,50,33,0.022,0.047,0.7,0.004
1.3,3.4,4.3,24.8,0,74.1,44,28,0.032,0.034,0.5,0.005
1.3,3.4,4.3,24.8,0,74.1,43,26,0.02,0.051,0.5,0.006
1.3,3.4,4.3,24.8,0,74.1,35,24,0.022,0.037,0.4,0.006
1.3,3.4,4.3,24.8,0,74.1,39,19,0.022,0.028,0.4,0.006
1.4,4.1,5.1,27.8,0,67.9,55,36,0.034,0.039,0.5,0.003
1.4,4.1,5.1,27.8,0,67.9,52,40,0.029,0.029,0.4,0.004
1.4,4.1,5.1,27.8,0,67.9,69,43,0.036,0.034,0.6,0.003
1.4,4.1,5.1,27.8,0,67.9,62,34,0.032,0.036,0.5,0.004
1.4,4.1,5.1,27.8,0,67.9,62,45,0.033,0.04,0.7,0.004
1.4,4.1,5.1,27.8,0,67.9,55,33,0.024,0.035,0.4,0.005
1.4,4.1,5.1,27.8,0,67.9,56,27,0.04,0.022,0.4,0.003
1.8,6.4,7.7,28.8,0,67.3,39,16,0.03,0.018,0.3,0.003
1.8,6.4,7.7,28.8,0,67.3,38,22,0.027,0.028,0.4,0.002
1.8,6.4,7.7,28.8,0,67.3,30,19,0.024,0.02,0.3,0.005
1.8,6.4,7.7,28.8,0,67.3,40,26,0.027,0.028,0.7,0.004
1.8,6.4,7.7,28.8,0,67.3,42,22,0.017,0.03,0.4,0.005
1.8,6.4,7.7,28.8,0,67.3,44,25,0.028,0.028,0.4,0.003
1.8,6.4,7.7,28.8,0,67.3,39,22,0.024,0.032,0.6,0.004
1.5,5.1,7,29,0,67,37,22,0.03,0.033,0.4,0.004
1.5,5.1,7,29,0,67,33,22,0.031,0.031,0.6,0.005
1.5,5.1,7,29,0,67,35,17,0.031,0.023,0.4,0.004
1.5,5.1,7,29,0,67,39,24,0.036,0.025,0.4,0.005
1.5,5.1,7,29,0,67,28,18,0.027,0.023,0.3,0.006
1.5,5.1,7,29,0,67,39,22,0.021,0.033,0.4,0.005
1.5,5.1,7,29,0,67,39,25,0.029,0.037,0.6,0.005
1.3,4.5,7,29.2,6.5,70.2,62,44,0.042,0.037,0.7,0.004
1.3,4.5,7,29.2,6.5,70.2,52,37,0.04,0.041,0.8,0.005
1.3,4.5,7,29.2,6.5,70.2,57,36,0.028,0.038,0.4,0.005
1.3,4.5,7,29.2,6.5,70.2,58,31,0.042,0.023,0.4,0.004
1.3,4.5,7,29.2,6.5,70.2,65,40,0.034,0.042,0.6,0.005
1.3,4.5,7,29.2,6.5,70.2,57,37,0.039,0.043,0.5,0.004
1.3,4.5,7,29.2,6.5,70.2,44,35,0.034,0.028,0.4,0.006
1.8,5.3,7.8,26.8,0.5,73.9,31,17,0.028,0.02,0.3,0.006
1.8,5.3,7.8,26.8,0.5,73.9,32,21,0.026,0.034,0.4,0.005
1.8,5.3,7.8,26.8,0.5,73.9,40,28,0.016,0.034,0.3,0.005
1.8,5.3,7.8,26.8,0.5,73.9,39,25,0.03,0.028,0.4,0.006
1.8,5.3,7.8,26.8,0.5,73.9,54,40,0.025,0.037,0.6,0.005
1.8,5.3,7.8,26.8,0.5,73.9,35,25,0.025,0.033,0.6,0.006
1.8,5.3,7.8,26.8,0.5,73.9,28,20,0.022,0.025,0.4,0.006
1.9,5.3,7.1,27.1,0,69.2,31,16,0.014,0.028,0.2,0.003
1.9,5.3,7.1,27.1,0,69.2,23,14,0.014,0.019,0.3,0.005
1.9,5.3,7.1,27.1,0,69.2,34,18,0.008,0.027,0.2,0.005
1.9,5.3,7.1,27.1,0,69.2,29,19,0.014,0.027,0.5,0.004
1.9,5.3,7.1,27.1,0,69.2,32,15,0.016,0.019,0.3,0.003
1.9,5.3,7.1,27.1,0,69.2,30,18,0.014,0.021,0.3,0.005
1.9,5.3,7.1,27.1,0,69.2,32,20,0.021,0.024,0.4,0.004
1.9,5.3,7.1,27.1,0,69.2,36,19,0.012,0.033,0.5,0.005
2,6,8.1,27.9,1,68.8,29,18,0.037,0.024,0.5,0.003
2,6,8.1,27.9,1,68.8,23,15,0.026,0.019,0.3,0.005
2,6,8.1,27.9,1,68.8,34,22,0.032,0.028,0.6,0.004
2,6,8.1,27.9,1,68.8,20,12,0.027,0.018,0.3,0.004
2,6,8.1,27.9,1,68.8,33,15,0.034,0.018,0.4,0.003
2,6,8.1,27.9,1,68.8,28,17,0.025,0.025,0.4,0.004
2,6,8.1,27.9,1,68.8,31,19,0.026,0.034,0.3,0.002
2,6,8.1,27.9,1,68.8,26,15,0.023,0.021,0.2,0.005
2.2,5.1,7,26.9,0.5,61.3,17,8,0.031,0.014,0.3,0.002
2.2,5.1,7,26.9,0.5,61.3,19,11,0.028,0.023,0.4,0.003
2.2,5.1,7,26.9,0.5,61.3,23,12,0.035,0.02,0.3,0.003
2.2,5.1,7,26.9,0.5,61.3,20,11,0.02,0.017,0.2,0.005
2.2,5.1,7,26.9,0.5,61.3,17,7,0.021,0.022,0.4,0.003
2.2,5.1,7,26.9,0.5,61.3,16,5,0.023,0.017,0.3,0.004
2.2,5.1,7,26.9,0.5,61.3,22,11,0.017,0.037,0.3,0.002
2.9,7.2,9.6,21.4,39.5,92.2,12,6,0.01,0.032,0.3,0.002
2.9,7.2,9.6,21.4,39.5,92.2,9,2,0.017,0.017,0.5,0.004
2.9,7.2,9.6,21.4,39.5,92.2,8,3,0.015,0.015,0.2,0.004
2.9,7.2,9.6,21.4,39.5,92.2,10,5,0.015,0.015,0.2,0.005
2.9,7.2,9.6,21.4,39.5,92.2,11,7,0.024,0.017,0.4,0.003
2.9,7.2,9.6,21.4,39.5,92.2,11,8,0.017,0.021,0.4,0.003
2.9,7.2,9.6,21.4,39.5,92.2,7,5,0.022,0.013,0.4,0.002
1.4,4.4,7.6,22.4,2,86.1,14,10,0.02,0.013,0.3,0.005
1.4,4.4,7.6,22.4,2,86.1,16,10,0.013,0.017,0.2,0.005
1.4,4.4,7.6,22.4,2,86.1,16,12,0.023,0.016,0.4,0.004
1.4,4.4,7.6,22.4,2,86.1,14,7,0.023,0.014,0.3,0.003
