평균풍속,최대풍속,순간최고풍속,기온평균,강수일강수,습도평균,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
2.1,5.5,7.6,27.6,0,70.3,9,8,0.025,0.019,0.3,0.004
2.1,5.5,7.6,27.6,0,70.3,11,6,0.013,0.029,0.4,0.002
2.3,5.8,6.9,28.2,0,60.1,8,3,0.024,0.017,0.3,0.003
2.3,5.8,6.9,28.2,0,60.1,9,7,0.022,0.011,0.2,0.003
2.3,5.8,6.9,28.2,0,60.1,10,5,0.016,0.014,0.2,0.004
2.3,5.8,6.9,28.2,0,60.1,10,6,0.022,0.024,0.4,0.004
2.3,5.8,6.9,28.2,0,60.1,13,9,0.025,0.021,0.3,0.002
2.3,5.8,6.9,28.2,0,60.1,13,6,0.034,0.019,0.4,0.003
2.3,5.8,6.9,28.2,0,60.1,8,3,0.02,0.014,0.4,0.005
2.3,5.8,6.9,28.2,0,60.1,10,5,0.018,0.026,0.3,0.002
2.3,5.8,6.9,28.2,0,60.1,8,8,0.023,0.015,0.3,0.004
2.3,5.8,6.9,28.2,0,60.1,9,6,0.028,0.012,0.2,0.003
2.3,5.8,6.9,28.2,0,60.1,11,5,0.02,0.011,0.4,0.004
2.7,5.5,7.7,26.7,0,64.1,10,8,0.019,0.016,0.3,0.003
2.7,5.5,7.7,26.7,0,64.1,9,6,0.019,0.023,0.4,0.004
2.7,5.5,7.7,26.7,0,64.1,10,5,0.02,0.008,0.4,0.003
2.7,5.5,7.7,26.7,0,64.1,9,6,0.02,0.008,0.2,0.003
2.7,5.5,7.7,26.7,0,64.1,12,5,0.028,0.014,0.5,0.003
2.7,5.5,7.7,26.7,0,64.1,9,5,0.014,0.01,0.3,0.004
2.7,5.5,7.7,26.7,0,64.1,9,5,0.014,0.021,0.3,0.002
2.7,5.5,7.7,26.7,0,64.1,6,8,0.021,0.007,0.3,0.004
2.7,5.5,7.7,26.7,0,64.1,8,3,0.019,0.012,0.4,0.004
2.7,5.5,7.7,26.7,0,64.1,8,5,0.024,0.008,0.2,0.003
2.7,5.5,7.7,26.7,0,64.1,8,3,0.02,0.013,0.3,0.003
2.9,6.5,8.9,25.5,0,66.7,9,4,0.008,0.013,0.3,0.004
2.9,6.5,8.9,25.5,0,66.7,9,6,0.009,0.017,0.3,0.003
2.9,6.5,8.9,25.5,0,66.7,10,4,0.017,0.014,0.5,0.003
2.9,6.5,8.9,25.5,0,66.7,8,6,0.012,0.01,0.2,0.002
2.9,6.5,8.9,25.5,0,66.7,7,7,0.012,0.01,0.3,0.004
2.9,6.5,8.9,25.5,0,66.7,11,4,0.012,0.009,0.4,0.004
2.9,6.5,8.9,25.5,0,66.7,7,4,0.016,0.009,0.2,0.003
2.9,6.5,8.9,25.5,0,66.7,7,3,0.011,0.014,0.4,0.003
2.9,6.5,8.9,25.5,0,66.7,9,4,0.007,0.021,0.3,0.002
2.9,6.5,8.9,25.5,0,66.7,8,4,0.013,0.022,0.4,0.004
2.9,6.5,8.9,25.5,0,66.7,7,3,0.012,0.014,0.3,0.002
2.2,5.3,6.5,22.8,67.5,87.3,5,6,0.011,0.011,0.3,0.004
2.2,5.3,6.5,22.8,67.5,87.3,6,4,0.017,0.021,0.3,0.004
2.2,5.3,6.5,22.8,67.5,87.3,8,4,0.014,0.014,0.4,0.003
2.2,5.3,6.5,22.8,67.5,87.3,6,4,0.005,0.02,0.3,0.002
2.2,5.3,6.5,22.8,67.5,87.3,6,3,0.011,0.013,0.4,0.003
2.2,5.3,6.5,22.8,67.5,87.3,7,6,0.01,0.01,0.2,0.003
2.2,5.3,6.5,22.8,67.5,87.3,7,5,0.007,0.018,0.3,0.002
2.2,5.3,6.5,22.8,67.5,87.3,6,4,0.01,0.01,0.4,0.003
2.2,5.3,6.5,22.8,67.5,87.3,5,3,0.01,0.014,0.3,0.002
2.2,5.3,6.5,22.8,67.5,87.3,6,4,0.006,0.014,0.2,0.004
2.2,5.3,6.5,22.8,67.5,87.3,6,3,0.018,0.005,0.1,0.003
2.3,5.4,6.7,23.5,9,79.8,6,4,0.014,0.021,0.4,0.004
2.3,5.4,6.7,23.5,9,79.8,7,5,0.01,0.019,0.3,0.002
2.3,5.4,6.7,23.5,9,79.8,7,4,0.008,0.015,0.3,0.004
2.3,5.4,6.7,23.5,9,79.8,9,4,0.018,0.016,0.4,0.003
2.3,5.4,6.7,23.5,9,79.8,6,3,0.013,0.015,0.3,0.003
2.3,5.4,6.7,23.5,9,79.8,8,4,0.009,0.021,0.4,0.002
2.3,5.4,6.7,23.5,9,79.8,6,4,0.02,0.007,0.2,0.003
2.3,5.4,6.7,23.5,9,79.8,9,4,0.011,0.011,0.5,0.004
2.3,5.4,6.7,23.5,9,79.8,6,3,0.014,0.012,0.4,0.005
2.3,5.4,6.7,23.5,9,79.8,6,6,0.013,0.012,0.3,0.004
2.3,5.4,6.7,23.5,9,79.8,6,5,0.014,0.01,0.2,0.003
1.6,4.2,5.5,24.9,1.5,78.9,12,9,0.009,0.03,0.4,0.003
1.6,4.2,5.5,24.9,1.5,78.9,11,6,0.017,0.016,0.2,0.003
1.6,4.2,5.5,24.9,1.5,78.9,11,7,0.011,0.031,0.4,0.002
1.6,4.2,5.5,24.9,1.5,78.9,14,6,0.014,0.028,0.6,0.003
1.6,4.2,5.5,24.9,1.5,78.9,11,6,0.014,0.026,0.4,0.004
1.6,4.2,5.5,24.9,1.5,78.9,9,4,0.014,0.024,0.4,0.003
1.6,4.2,5.5,24.9,1.5,78.9,11,8,0.013,0.017,0.3,0.003
1.6,4.2,5.5,24.9,1.5,78.9,10,5,0.009,0.021,0.3,0.004
1.6,4.2,5.5,24.9,1.5,78.9,10,9,0.01,0.025,0.4,0.004
1.6,4.2,5.5,24.9,1.5,78.9,10,4,0.013,0.019,0.4,0.003
1.6,4.2,5.5,24.9,1.5,78.9,14,6,0.011,0.018,0.5,0.004
1,8.4,10.1,26.2,0.5,76.8,28,17,0.012,0.037,0.4,0.006
1,8.4,10.1,26.2,0.5,76.8,20,16,0.022,0.024,0.4,0.004
1,8.4,10.1,26.2,0.5,76.8,25,16,0.019,0.04,0.5,0.005
1,8.4,10.1,26.2,0.5,76.8,24,19,0.018,0.031,0.4,0.006
1,8.4,10.1,26.2,0.5,76.8,25,20,0.017,0.037,0.5,0.005
1,8.4,10.1,26.2,0.5,76.8,25,19,0.018,0.043,0.5,0.004
1,8.4,10.1,26.2,0.5,76.8,28,20,0.018,0.03,0.5,0.004
1,8.4,10.1,26.2,0.5,76.8,29,15,0.025,0.034,0.7,0.005
1,8.4,10.1,26.2,0.5,76.8,26,12,0.015,0.03,0.5,0.006
1,8.4,10.1,26.2,0.5,76.8,24,18,0.021,0.033,0.4,0.004
1,8.4,10.1,26.2,0.5,76.8,26,17,0.017,0.027,0.6,0.004
1.8,4,4.8,26.1,0,77.2,22,16,0.026,0.025,0.4,0.004
1.8,4,4.8,26.1,0,77.2,25,13,0.022,0.017,0.5,0.004
1.8,4,4.8,26.1,0,77.2,24,10,0.021,0.021,0.6,0.003
1.8,4,4.8,26.1,0,77.2,22,12,0.027,0.024,0.5,0.003
1.8,4,4.8,26.1,0,77.2,23,18,0.022,0.026,0.5,0.003
1.8,4,4.8,26.1,0,77.2,20,14,0.029,0.016,0.5,0.003
1.8,4,4.8,26.1,0,77.2,23,16,0.021,0.035,0.5,0.003
1.8,4,4.8,26.1,0,77.2,26,19,0.022,0.035,0.5,0.002
1.8,4,4.8,26.1,0,77.2,24,17,0.022,0.019,0.4,0.003
1.8,4,4.8,26.1,0,77.2,30,16,0.03,0.03,0.7,0.003
1.8,4,4.8,26.1,0,77.2,23,12,0.017,0.022,0.4,0.004
1.9,5.7,8.8,23.7,118.5,90.6,10,6,0.012,0.017,0.3,0.004
1.9,5.7,8.8,23.7,118.5,90.6,11,6,0.02,0.012,0.5,0.004
1.9,5.7,8.8,23.7,118.5,90.6,11,7,0.013,0.027,0.4,0.002
1.9,5.7,8.8,23.7,118.5,90.6,12,10,0.018,0.021,0.4,0.002
1.9,5.7,8.8,23.7,118.5,90.6,11,7,0.026,0.017,0.6,0.003
1.9,5.7,8.8,23.7,118.5,90.6,9,4,0.02,0.018,0.3,0.002
1.9,5.7,8.8,23.7,118.5,90.6,10,4,0.019,0.015,0.5,0.003
1.9,5.7,8.8,23.7,118.5,90.6,9,5,0.028,0.007,0.4,0.003
1.9,5.7,8.8,23.7,118.5,90.6,8,8,0.019,0.013,0.4,0.003
1.9,5.7,8.8,23.7,118.5,90.6,10,9,0.021,0.013,0.3,0.003
1.9,5.7,8.8,23.7,118.5,90.6,9,6,0.023,0.021,0.4,0.004
1.4,5.6,7.5,26.2,6,81.4,12,6,0.017,0.024,0.4,0.003
1.4,5.6,7.5,26.2,6,81.4,11,8,0.019,0.015,0.333333333,0.003
1.4,5.6,7.5,26.2,6,81.4,13,9,0.018,0.021,0.4,0.004
1.4,5.6,7.5,26.2,6,81.4,13,9,0.015,0.027,0.4,0.003
1.4,5.6,7.5,26.2,6,81.4,16,8,0.014,0.017,0.5,0.004
1.4,5.6,7.5,26.2,6,81.4,13,8,0.013,0.018,0.3,0.004
1.4,5.6,7.5,26.2,6,81.4,10,10,0.02,0.015,0.3,0.003
1.4,5.6,7.5,26.2,6,81.4,13,11,0.017,0.018,0.3,0.003
1.4,5.6,7.5,26.2,6,81.4,12,4,0.016,0.02,0.5,0.004
1.4,5.6,7.5,26.2,6,81.4,17,9,0.024,0.019,0.6,0.004
1.4,5.6,7.5,26.2,6,81.4,13,10,0.019,0.019,0.3,0.002
1.3,4.6,6.1,28,0,69.3,15,10,0.019,0.03,0.4,0.005
1.3,4.6,6.1,28,0,69.3,18,13,0.02,0.023,0.4,0.004
1.3,4.6,6.1,28,0,69.3,16,9,0.022,0.017,0.4,0.006
1.3,4.6,6.1,28,0,69.3,16,11,0.017,0.027,0.3,0.004
1.3,4.6,6.1,28,0,69.3,18,10,0.017,0.022,0.5,0.004
1.3,4.6,6.1,28,0,69.3,16,8,0.021,0.03,0.4,0.006
1.3,4.6,6.1,28,0,69.3,17,10,0.016,0.023,0.3,0.006
1.3,4.6,6.1,28,0,69.3,15,11,0.018,0.023,0.4,0.008
1.3,4.6,6.1,28,0,69.3,18,7,0.022,0.024,0.6,0.004
1.3,4.6,6.1,28,0,69.3,19,10,0.024,0.026,0.5,0.005
1.3,4.6,6.1,28,0,69.3,13,12,0.021,0.024,0.4,0.005
1.7,6.8,10.6,27.2,26.5,84.7,17,9,0.009,0.014,0.3,0.004
1.7,6.8,10.6,27.2,26.5,84.7,21,10,0.005,0.022,0.4,0.005
1.7,6.8,10.6,27.2,26.5,84.7,23,12,0.005,0.027,0.5,0.004
1.7,6.8,10.6,27.2,26.5,84.7,21,9,0.005,0.027,0.5,0.005
1.7,6.8,10.6,27.2,26.5,84.7,20,13,0.007,0.021,0.4,0.005
1.7,6.8,10.6,27.2,26.5,84.7,22,12,0.007,0.023,0.3,0.003
1.7,6.8,10.6,27.2,26.5,84.7,20,12,0.007,0.018,0.4,0.003
1.7,6.8,10.6,27.2,26.5,84.7,22,10,0.009,0.017,0.6,0.004
1.7,6.8,10.6,27.2,26.5,84.7,21,10,0.005,0.022,0.4,0.006
1.7,6.8,10.6,27.2,26.5,84.7,24,7,0.007,0.023,0.6,0.005
1.7,6.8,10.6,27.2,26.5,84.7,23,9,0.006,0.022,0.6,0.004
2.4,9.6,14.2,27.5,10.5,83.2,25,12,0.015,0.02,0.3,0.003
2.4,9.6,14.2,27.5,10.5,83.2,25,6,0.011,0.011,0.4,0.004
2.4,9.6,14.2,27.5,10.5,83.2,19,8,0.01,0.016,0.3,0.005
2.4,9.6,14.2,27.5,10.5,83.2,24,10,0.013,0.024,0.4,0.003
2.4,9.6,14.2,27.5,10.5,83.2,20,7,0.013,0.017,0.5,0.004
2.4,9.6,14.2,27.5,10.5,83.2,18,8,0.02,0.01,0.3,0.004
2.4,9.6,14.2,27.5,10.5,83.2,17,8,0.013,0.02,0.4,0.005
2.4,9.6,14.2,27.5,10.5,83.2,25,10,0.014,0.016,0.6,0.004
2.4,9.6,14.2,27.5,10.5,83.2,21,11,0.015,0.019,0.4,0.004
2.4,9.6,14.2,27.5,10.5,83.2,22,7,0.015,0.023,0.4,0.004
2.4,9.6,14.2,27.5,10.5,83.2,24,13,0.014,0.019,0.4,0.003
1.7,5.6,7.3,26.3,0,63.2,23,16,0.023,0.033,0.6,0.005
1.7,5.6,7.3,26.3,0,63.2,26,13,0.019,0.029,0.5,0.006
1.7,5.6,7.3,26.3,0,63.2,25,11,0.022,0.035,0.6,0.005
1.7,5.6,7.3,26.3,0,63.2,26,12,0.017,0.026,0.6,0.004
1.7,5.6,7.3,26.3,0,63.2,27,14,0.03,0.032,0.5,0.006
1.7,5.6,7.3,26.3,0,63.2,24,15,0.024,0.026,0.5,0.007
1.7,5.6,7.3,26.3,0,63.2,24,16,0.026,0.028,0.5,0.004
1.7,5.6,7.3,26.3,0,63.2,24,14,0.023,0.035,0.6,0.004
1.7,5.6,7.3,26.3,0,63.2,25,15,0.019,0.032,0.5,0.004
1.7,5.6,7.3,26.3,0,63.2,30,14,0.022,0.031777778,0.6,0.005
1.7,5.6,7.3,26.3,0,63.2,23,12,0.028,0.016,0.4,0.004
1.8,5.2,9.2,25.3,0,50.1,22,12,0.028,0.024,0.3,0.004
1.8,5.2,9.2,25.3,0,50.1,29,11,0.023,0.021,0.5,0.004
1.8,5.2,9.2,25.3,0,50.1,22,7,0.03,0.025,0.4,0.004
1.8,5.2,9.2,25.3,0,50.1,25,10,0.025,0.023,0.4,0.005
1.8,5.2,9.2,25.3,0,50.1,24,13,0.027,0.024,0.4,0.006
1.8,5.2,9.2,25.3,0,50.1,20,14,0.029,0.025,0.4,0.005
1.8,5.2,9.2,25.3,0,50.1,25,13,0.026,0.024,0.5,0.004
1.8,5.2,9.2,25.3,0,50.1,21,10,0.032,0.024,0.4,0.004
1.8,5.2,9.2,25.3,0,50.1,33,13,0.031,0.031666667,0.5,0.006
1.8,5.2,9.2,25.3,0,50.1,21,11,0.031,0.013,0.3,0.004
1.8,5.2,9.2,25.3,0,50.1,23,15,0.032,0.02,0.4,0.004
1.8,4.3,5.3,23.1,0,63.9,20,13,0.017,0.025,0.4,0.003
1.8,4.3,5.3,23.1,0,63.9,23,14,0.018,0.026,0.5,0.004
1.8,4.3,5.3,23.1,0,63.9,23,14,0.02,0.025,0.4,0.005
1.8,4.3,5.3,23.1,0,63.9,25,12,0.015,0.021,0.6,0.004
1.8,4.3,5.3,23.1,0,63.9,19,15,0.018,0.029,0.5,0.004
1.8,4.3,5.3,23.1,0,63.9,23,16,0.015,0.033,0.5,0.003
1.8,4.3,5.3,23.1,0,63.9,24,11,0.016,0.025,0.4,0.005
1.8,4.3,5.3,23.1,0,63.9,21,12,0.017,0.034,0.4,0.003
1.8,4.3,5.3,23.1,0,63.9,23,9,0.022,0.028,0.4,0.003
1.8,4.3,5.3,23.1,0,63.9,30,14,0.015,0.032333333,0.5,0.005
1.8,4.3,5.3,23.1,0,63.9,20,12,0.024,0.016,0.3,0.003
1.8,7.3,8.5,22.1,8.5,74,25,18,0.018,0.033,0.5,0.004
1.8,7.3,8.5,22.1,8.5,74,31,17,0.009,0.035,0.4,0.005
1.8,7.3,8.5,22.1,8.5,74,23,16,0.019,0.022,0.4,0.004
1.8,7.3,8.5,22.1,8.5,74,26,17,0.015,0.031,0.4,0.004
1.8,7.3,8.5,22.1,8.5,74,36,17,0.017,0.026333333,0.6,0.006
1.8,7.3,8.5,22.1,8.5,74,26,18,0.016,0.026,0.5,0.005
1.8,7.3,8.5,22.1,8.5,74,31,16,0.012,0.028,0.6,0.004
1.8,7.3,8.5,22.1,8.5,74,31,21,0.017,0.036,0.5,0.004
1.8,7.3,8.5,22.1,8.5,74,27,14,0.017,0.037,0.5,0.004
1.8,7.3,8.5,22.1,8.5,74,25,16,0.015,0.041,0.5,0.003
1.8,7.3,8.5,22.1,8.5,74,29,20,0.016,0.033,0.6,0.005
2,5.1,6.8,20.8,0,52.3,19,8,0.023,0.015,0.3,0.004
2,5.1,6.8,20.8,0,52.3,19,8,0.021,0.014,0.5,0.003
2,5.1,6.8,20.8,0,52.3,24,9,0.021,0.027,0.4,0.005
2,5.1,6.8,20.8,0,52.3,17,8,0.03,0.007,0.2,0.003
2,5.1,6.8,20.8,0,52.3,18,10,0.026,0.015,0.4,0.004
2,5.1,6.8,20.8,0,52.3,16,5,0.029,0.014,0.3,0.003
2,5.1,6.8,20.8,0,52.3,15,7,0.031,0.012,0.3,0.002
2,5.1,6.8,20.8,0,52.3,17,9,0.019,0.022,0.3,0.003
2,5.1,6.8,20.8,0,52.3,15,10,0.023,0.014,0.4,0.003
2,5.1,6.8,20.8,0,52.3,17,11,0.023,0.015,0.3,0.002
2,5.1,6.8,20.8,0,52.3,18,9,0.025,0.019,0.4,0.004
1.6,5.1,6.5,20.3,0,49.8,33,13,0.017,0.013666667,0.6,0.006
1.6,5.1,6.5,20.3,0,49.8,20,12,0.013,0.028,0.3,0.004
1.6,5.1,6.5,20.3,0,49.8,22,11,0.021,0.018,0.3,0.004
1.6,5.1,6.5,20.3,0,49.8,24,13,0.017,0.03,0.4,0.003
1.6,5.1,6.5,20.3,0,49.8,23,10,0.015,0.03,0.4,0.005
1.6,5.1,6.5,20.3,0,49.8,24,9,0.013,0.025,0.5,0.004
1.6,5.1,6.5,20.3,0,49.8,19,12,0.014,0.031,0.4,0.004
1.6,5.1,6.5,20.3,0,49.8,21,10,0.016,0.034,0.4,0.004
1.6,5.1,6.5,20.3,0,49.8,21,8,0.017,0.032,0.5,0.004
1.6,5.1,6.5,20.3,0,49.8,27,10,0.014,0.03,0.4,0.005
1.6,5.1,6.5,20.3,0,49.8,25,11,0.016,0.026,0.4,0.006
1.6,4.7,6.2,22.6,0,61,39,20,0.02,0.03,0.5,0.005
1.6,4.7,6.2,22.6,0,61,34,22,0.027,0.025,0.5,0.005
1.6,4.7,6.2,22.6,0,61,34,21,0.029,0.033,0.6,0.003
1.6,4.7,6.2,22.6,0,61,33,20,0.022,0.029,0.5,0.003
1.6,4.7,6.2,22.6,0,61,29,18,0.028,0.026,0.6,0.004
1.6,4.7,6.2,22.6,0,61,36,25,0.028,0.032,0.6,0.003
1.6,4.7,6.2,22.6,0,61,33,21,0.03,0.018,0.5,0.003
1.6,4.7,6.2,22.6,0,61,36,18,0.028,0.022,0.6,0.004
1.6,4.7,6.2,22.6,0,61,31,19,0.028,0.032,0.6,0.004
1.6,4.7,6.2,22.6,0,61,46,20,0.029,0.054,0.7,0.005
1.6,4.7,6.2,22.6,0,61,33,22,0.029,0.03,0.6,0.003
1.7,4.2,6.3,23.7,0,53.7,23,14,0.029,0.021,0.4,0.004
1.7,4.2,6.3,23.7,0,53.7,20,14,0.031,0.018,0.4,0.003
1.7,4.2,6.3,23.7,0,53.7,17,10,0.024,0.022,0.5,0.003
1.7,4.2,6.3,23.7,0,53.7,31,13,0.027,0.033,0.5,0.005
1.7,4.2,6.3,23.7,0,53.7,20,11,0.027,0.024,0.5,0.003
1.7,4.2,6.3,23.7,0,53.7,21,12,0.029,0.013,0.4,0.003
1.7,4.2,6.3,23.7,0,53.7,21,13,0.027,0.019,0.3,0.003
1.7,4.2,6.3,23.7,0,53.7,25,13,0.02,0.021,0.4,0.004
1.7,4.2,6.3,23.7,0,53.7,22,12,0.027,0.025,0.4,0.003
1.7,4.2,6.3,23.7,0,53.7,26,12,0.024,0.018,0.5,0.004
1.7,4.2,6.3,23.7,0,53.7,24,13,0.025,0.024,0.4,0.003
1.8,5,6.3,24.2,0,55.7,18,11,0.024,0.025,0.5,0.004
1.8,5,6.3,24.2,0,55.7,28,15,0.022,0.023,0.4,0.005
1.8,5,6.3,24.2,0,55.7,36,16,0.033,0.034,0.6,0.006
1.8,5,6.3,24.2,0,55.7,23,16,0.026,0.022,0.3,0.004
1.8,5,6.3,24.2,0,55.7,31,14,0.023,0.023,0.6,0.004
1.8,5,6.3,24.2,0,55.7,26,17,0.035,0.022,0.4,0.006
1.8,5,6.3,24.2,0,55.7,27,16,0.029,0.03,0.4,0.004
1.8,5,6.3,24.2,0,55.7,23,14,0.032,0.029,0.4,0.004
1.8,5,6.3,24.2,0,55.7,25,17,0.036,0.014,0.4,0.003
1.8,5,6.3,24.2,0,55.7,22,13,0.032,0.025,0.4,0.004
1.8,5,6.3,24.2,0,55.7,23,17,0.035,0.023,0.5,0.004
1.7,5,5.9,24.5,0,59.2,33,25,0.042,0.022,0.4,0.006
1.7,5,5.9,24.5,0,59.2,28,21,0.048,0.012,0.4,0.003
1.7,5,5.9,24.5,0,59.2,36,19,0.032,0.021,0.6,0.004
1.7,5,5.9,24.5,0,59.2,20,15,0.034,0.021,0.5,0.004
1.7,5,5.9,24.5,0,59.2,30,21,0.037,0.022,0.4,0.004
1.7,5,5.9,24.5,0,59.2,40,21,0.052,0.028,0.6,0.006
1.7,5,5.9,24.5,0,59.2,32,19,0.029,0.021,0.4,0.005
1.7,5,5.9,24.5,0,59.2,25,18,0.043,0.023,0.4,0.004
1.7,5,5.9,24.5,0,59.2,34,24,0.046,0.025,0.5,0.004
1.7,5,5.9,24.5,0,59.2,28,19,0.043,0.027,0.5,0.004
1.7,5,5.9,24.5,0,59.2,29,23,0.047,0.021,0.5,0.005
1.4,4.8,6.1,24.9,0,54.7,28,19,0.03,0.035,0.5,0.003
1.4,4.8,6.1,24.9,0,54.7,29,21,0.036,0.024,0.3,0.005
1.4,4.8,6.1,24.9,0,54.7,19,13,0.024,0.032,0.5,0.004
1.4,4.8,6.1,24.9,0,54.7,25,17,0.025,0.028,0.4,0.003
1.4,4.8,6.1,24.9,0,54.7,28,19,0.03,0.041,0.5,0.003
1.4,4.8,6.1,24.9,0,54.7,28,14,0.019,0.027,0.6,0.004
1.4,4.8,6.1,24.9,0,54.7,27,21,0.04,0.02,0.5,0.003
1.4,4.8,6.1,24.9,0,54.7,27,20,0.039,0.027,0.5,0.004
1.4,4.8,6.1,24.9,0,54.7,25,17,0.032,0.036,0.5,0.003
1.4,4.8,6.1,24.9,0,54.7,30,17,0.035,0.036,0.6,0.006
1.4,4.8,6.1,24.9,0,54.7,29,17,0.024,0.028,0.4,0.005
1.6,4.3,5.2,22.5,0,61.5,22,14,0.008,0.032,0.4,0.003
1.6,4.3,5.2,22.5,0,61.5,19,13,0.015,0.023,0.5,0.003
1.6,4.3,5.2,22.5,0,61.5,21,16,0.011,0.039,0.5,0.003
1.6,4.3,5.2,22.5,0,61.5,20,12,0.013,0.038,0.5,0.003
1.6,4.3,5.2,22.5,0,61.5,25,14,0.005,0.045,0.5,0.003
1.6,4.3,5.2,22.5,0,61.5,30,13,0.009,0.045,0.6,0.005
1.6,4.3,5.2,22.5,0,61.5,23,13,0.008,0.046,0.5,0.003
1.6,4.3,5.2,22.5,0,61.5,28,13,0.007,0.029,0.6,0.004
1.6,4.3,5.2,22.5,0,61.5,27,16,0.014,0.028,0.3,0.004
1.6,4.3,5.2,22.5,0,61.5,18,11,0.012,0.033,0.5,0.004
1.6,4.3,5.2,22.5,0,61.5,26,13,0.01,0.032,0.4,0.004
0.7,3.1,3.5,21.4,1.5,73,25,18,0.018,0.028,0.4,0.005
0.7,3.1,3.5,21.4,1.5,73,24,15,0.016,0.041,0.6,0.003
0.7,3.1,3.5,21.4,1.5,73,23,16,0.008,0.03,0.5,0.003
0.7,3.1,3.5,21.4,1.5,73,29,20,0.009,0.045,0.5,0.004
0.7,3.1,3.5,21.4,1.5,73,29,17,0.01,0.035,0.5,0.005
0.7,3.1,3.5,21.4,1.5,73,23,16,0.015,0.024,0.5,0.003
0.7,3.1,3.5,21.4,1.5,73,24,18,0.016,0.038,0.6,0.003
0.7,3.1,3.5,21.4,1.5,73,24,18,0.01,0.039,0.6,0.004
0.7,3.1,3.5,21.4,1.5,73,23,16,0.012,0.04,0.6,0.003
0.7,3.1,3.5,21.4,1.5,73,34,16,0.012,0.047,0.6,0.005
0.7,3.1,3.5,21.4,1.5,73,28,15,0.006,0.031,0.7,0.004
0.9,5.7,7.5,22.8,0,71.5,31,26,0.04,0.015,0.6,0.004
0.9,5.7,7.5,22.8,0,71.5,34,26,0.036,0.027,0.6,0.004
0.9,5.7,7.5,22.8,0,71.5,45,25,0.033,0.036,0.7,0.006
0.9,5.7,7.5,22.8,0,71.5,34,26,0.038,0.027,0.6,0.004
0.9,5.7,7.5,22.8,0,71.5,22,16,0.012,0.024,0.4,0.003
0.9,5.7,7.5,22.8,0,71.5,39,27,0.038,0.022,0.5,0.005
0.9,5.7,7.5,22.8,0,71.5,35,27,0.037,0.029,0.6,0.004
0.9,5.7,7.5,22.8,0,71.5,29,24,0.014,0.034,0.6,0.003
0.9,5.7,7.5,22.8,0,71.5,39,25,0.024,0.023,0.5,0.005
0.9,5.7,7.5,22.8,0,71.5,34,29,0.031,0.03,0.5,0.004
0.9,5.7,7.5,22.8,0,71.5,38,22,0.021,0.027,0.7,0.004
1.2,4.8,6.3,24.8,0,64.7,58,41,0.034,0.035,0.7,0.005
1.2,4.8,6.3,24.8,0,64.7,51,38,0.034,0.031,0.8,0.006
1.2,4.8,6.3,24.8,0,64.7,50,30,0.02,0.032,0.6,0.006
1.2,4.8,6.3,24.8,0,64.7,43,28,0.025,0.029,0.3,0.001
1.2,4.8,6.3,24.8,0,64.7,43,31,0.035,0.02,0.8,0.004
1.2,4.8,6.3,24.8,0,64.7,35,26,0.038,0.044,0.8,0.004
1.2,4.8,6.3,24.8,0,64.7,50,27,0.023,0.03,0.8,0.004
1.2,4.8,6.3,24.8,0,64.7,58,31,0.039,0.036,0.7,0.009
1.2,4.8,6.3,24.8,0,64.7,49,37,0.031,0.036,0.7,0.005
1.2,4.8,6.3,24.8,0,64.7,49,35,0.034,0.024,0.5,0.006
1.2,4.8,6.3,24.8,0,64.7,55,50,0.034,0.029,0.7,0.006
1.1,4.2,5.7,24.5,0,64.5,58,36,0.025,0.034,0.6,0.005
1.1,4.2,5.7,24.5,0,64.5,43,33,0.031,0.049,0.9,0.005
1.1,4.2,5.7,24.5,0,64.5,74,41,0.038,0.039,0.8,0.008
1.1,4.2,5.7,24.5,0,64.5,53,40,0.038,0.035,0.7,0.004
1.1,4.2,5.7,24.5,0,64.5,61,35,0.028,0.03,0.8,0.004
1.1,4.2,5.7,24.5,0,64.5,60,46,0.037,0.039,0.7,0.004
1.1,4.2,5.7,24.5,0,64.5,58,43,0.035,0.025,0.5,0.005
1.1,4.2,5.7,24.5,0,64.5,50,36,0.036,0.023,0.8,0.004
1.1,4.2,5.7,24.5,0,64.5,58,45,0.042,0.03,0.7,0.005
1.1,4.2,5.7,24.5,0,64.5,56,38,0.028,0.016,0.4,0.001
1.1,4.2,5.7,24.5,0,64.5,68,55,0.039,0.028,0.7,0.006
1.4,3.8,5.1,23.5,0,72.5,40,32,0.027,0.036,0.7,0.003
1.4,3.8,5.1,23.5,0,72.5,43,34,0.032,0.019,0.7,0.003
1.4,3.8,5.1,23.5,0,72.5,37,29,0.027,0.034,0.9,0.003
1.4,3.8,5.1,23.5,0,72.5,53,34,0.019,0.032,0.5,0.005
1.4,3.8,5.1,23.5,0,72.5,56,31,0.019,0.024,0.8,0.004
1.4,3.8,5.1,23.5,0,72.5,47,36,0.02,0.013,0.4,0.001
1.4,3.8,5.1,23.5,0,72.5,57,45,0.022,0.041,0.7,0.003
1.4,3.8,5.1,23.5,0,72.5,46,35,0.022,0.045,0.7,0.003
1.4,3.8,5.1,23.5,0,72.5,47,39,0.031,0.03,0.7,0.003
1.4,3.8,5.1,23.5,0,72.5,49,38,0.03,0.023,0.5,0.004
