area,³¯Â¥,rentcnt,ÀÎ±¸,¾ÆÆÄÆ®°¡°Ý,Æò±ÕÇ³¼Ó,ÃÖ´ëÇ³¼Ó,¼ø°£ÃÖ°íÇ³¼Ó,±â¿ÂÆò±Õ,°­¼öÀÏ°­¼ö,½ÀµµÆò±Õ,¹Ì¼¼¸ÕÁö,ÃÊ¹Ì¼¼¸ÕÁö,¿ÀÁ¸,ÀÌ»êÈ­Áú¼Ò,ÀÏ»êÈ­Åº¼Ò,¾ÆÈ²»ê°¡½º
±¤Áø±¸,2017-12-06,459,304786.0,101.6,1.7,6.4,8.0,0.2,3.0,72.8,32,22,0.008,0.035,0.6,0.004
±¤Áø±¸,2017-12-07,553,304786.0,101.6,1.8,5.6,6.9,1.8,0.0,67.5,48,34,0.012,0.031,0.7,0.003
±¤Áø±¸,2017-12-08,576,304786.0,101.6,2.1,5.5,7.3,-2.8,0.0,43.3,33,22,0.016,0.025,0.5,
±¤Áø±¸,2017-12-09,490,304786.0,101.6,1.3,3.6,4.7,-0.1,0.0,49.9,38,25,0.005,0.042,0.7,
±¤Áø±¸,2017-12-10,229,304786.0,101.6,2.1,6.8,11.9,1.5,5.5,71.4,41,27,0.012,0.028999999999999998,0.6,
±¤Áø±¸,2017-12-11,358,304786.0,101.6,3.1,8.0,11.0,-5.7,0.0,42.0,45,10,0.019,0.013000000000000001,0.3,
±¤Áø±¸,2017-12-12,342,304786.0,101.6,2.0,5.5,7.7,-8.3,0.0,44.0,33,18,0.016,0.02,0.5,
±¤Áø±¸,2017-12-13,404,304786.0,101.6,1.6,4.5,5.5,-7.2,0.0,43.4,38,22,0.012,0.03,0.6,0.004
±¤Áø±¸,2017-12-14,426,304786.0,101.6,1.5,3.7,4.7,-6.1,0.0,48.5,56,35,0.005,0.04,0.8,0.005
±¤Áø±¸,2017-12-15,487,304786.0,101.6,1.2,3.5,4.8,-2.9,0.0,56.1,83,53,0.003,0.057999999999999996,1.2,0.009000000000000001
±¤Áø±¸,2017-12-16,284,304786.0,101.6,2.3,6.1,9.2,-4.2,0.0,47.0,43,27,0.019,0.02,0.5,0.005
±¤Áø±¸,2017-12-17,203,304786.0,101.6,1.7,6.0,8.2,-5.8,0.0,41.6,36,12,0.022000000000000002,0.02,0.5,0.004
±¤Áø±¸,2017-12-18,129,304786.0,101.6,1.3,5.2,7.8,-2.2,1.5,81.0,55,33,0.005,0.043,0.8,0.005
±¤Áø±¸,2017-12-19,213,304786.0,101.6,1.8,5.9,9.4,-2.9,0.0,51.1,45,19,0.013999999999999999,0.025,0.6,0.004
±¤Áø±¸,2017-12-20,306,304786.0,101.6,1.8,4.5,5.6,-3.8,0.0,66.6,41,25,0.005,0.04,0.7,0.004
±¤Áø±¸,2017-12-21,350,304786.0,101.6,1.3,4.3,5.6,-0.4,0.0,74.4,56,39,0.005,0.05,0.9,0.005
±¤Áø±¸,2017-12-22,403,304786.0,101.6,1.1,2.8,4.3,2.8,0.0,69.7,66,46,0.003,0.059000000000000004,1.0,0.006
±¤Áø±¸,2017-12-23,441,304786.0,101.6,0.8,2.6,4.0,6.5,0.0,75.4,109,72,0.006999999999999999,0.063,1.0,0.006
±¤Áø±¸,2017-12-24,113,304786.0,101.6,1.7,4.7,6.9,3.6,19.5,82.8,80,58,0.016,0.039,0.8,0.004
±¤Áø±¸,2017-12-25,243,304786.0,101.6,2.2,6.2,8.5,-1.3,0.0,46.0,30,17,0.022000000000000002,0.022000000000000002,0.4,0.004
±¤Áø±¸,2017-12-26,382,304786.0,101.6,2.4,8.7,12.1,-2.5,0.0,45.9,29,14,0.017,0.026000000000000002,0.5,0.004
±¤Áø±¸,2017-12-27,314,304786.0,101.6,2.1,6.2,7.9,-6.0,0.0,33.0,27,14,0.015,0.027000000000000003,0.5,0.005
±¤Áø±¸,2017-12-28,432,304786.0,101.6,1.2,3.1,4.3,-1.9,0.0,51.1,49,29,0.005,0.049,0.7,0.005
±¤Áø±¸,2017-12-29,463,304786.0,101.6,1.2,4.3,5.8,2.7,0.0,67.8,93,62,0.006999999999999999,0.062,1.1,0.006999999999999999
±¤Áø±¸,2017-12-30,260,304786.0,101.6,1.3,2.7,3.6,1.9,0.5,78.8,136,96,0.005,0.06,1.0,0.005
±¤Áø±¸,2017-12-31,230,304786.0,101.6,2.4,5.9,8.2,1.1,0.5,56.5,63,37,0.023,0.023,0.6,0.004
