area,³¯Â¥,rentcnt,ÀÎ±¸,¾ÆÆÄÆ®°¡°Ý,Æò±ÕÇ³¼Ó,ÃÖ´ëÇ³¼Ó,¼ø°£ÃÖ°íÇ³¼Ó,±â¿ÂÆò±Õ,°­¼öÀÏ°­¼ö,½ÀµµÆò±Õ,¹Ì¼¼¸ÕÁö,ÃÊ¹Ì¼¼¸ÕÁö,¿ÀÁ¸,ÀÌ»êÈ­Áú¼Ò,ÀÏ»êÈ­Åº¼Ò,¾ÆÈ²»ê°¡½º
±¤Áø±¸,2017-06-08,1195,304549.0,97.5,2.0,6.4,9.0,20.8,0.0,66.5,37,24,0.055999999999999994,0.022000000000000002,0.6,0.004
±¤Áø±¸,2017-06-09,1056,304549.0,97.5,2.4,8.0,11.9,21.8,0.0,69.0,53,36,0.054000000000000006,0.027999999999999997,0.6,0.004
±¤Áø±¸,2017-06-10,1450,304549.0,97.5,1.7,4.5,6.0,22.5,2.5,49.6,45,22,0.044000000000000004,0.025,0.4,0.004
±¤Áø±¸,2017-06-11,1447,304549.0,97.5,2.2,10.5,13.8,23.3,0.0,37.0,23,5,0.035,0.019,0.3,0.004
±¤Áø±¸,2017-06-12,1201,304549.0,97.5,2.6,5.7,7.9,22.5,0.0,45.3,25,8,0.046,0.019,0.3,0.005
±¤Áø±¸,2017-06-13,1186,304549.0,97.5,2.5,7.4,9.7,21.9,5.0,63.6,27,11,0.031,0.021,0.4,0.004
±¤Áø±¸,2017-06-14,1208,304549.0,97.5,2.5,7.1,9.7,22.2,0.0,64.5,37,18,0.036000000000000004,0.026000000000000002,0.4,0.005
±¤Áø±¸,2017-06-15,1155,304549.0,97.5,1.9,6.1,8.6,23.8,0.0,61.9,43,23,0.046,0.027000000000000003,0.4,0.005
±¤Áø±¸,2017-06-16,1145,304549.0,97.5,1.9,6.5,8.4,25.8,0.0,57.0,57,38,0.062,0.027999999999999997,0.6,0.005
±¤Áø±¸,2017-06-17,1306,304549.0,97.5,2.1,6.0,8.2,25.1,0.0,51.0,43,28,0.062,0.027000000000000003,0.5,0.006
±¤Áø±¸,2017-06-18,1288,304549.0,97.5,2.5,7.5,9.6,25.3,0.0,50.8,37,24,0.046,0.027999999999999997,0.5,0.005
±¤Áø±¸,2017-06-19,1289,304549.0,97.5,1.7,5.9,8.6,25.7,0.0,50.1,44,30,0.036000000000000004,0.039,0.6,0.005
±¤Áø±¸,2017-06-20,1157,304549.0,97.5,1.7,6.8,9.4,26.5,0.0,46.2,46,32,0.044000000000000004,0.039,0.6,0.003
±¤Áø±¸,2017-06-21,1364,304549.0,97.5,2.6,7.5,10.1,26.3,0.0,51.1,48,35,0.037000000000000005,0.028999999999999998,0.5,0.005
±¤Áø±¸,2017-06-22,1352,304549.0,97.5,2.3,7.1,9.8,25.7,0.0,60.3,32,21,0.038,0.025,0.4,0.004
±¤Áø±¸,2017-06-23,1261,304549.0,97.5,1.9,6.5,8.5,27.6,0.0,52.0,30,16,0.027000000000000003,0.032,0.5,0.005
±¤Áø±¸,2017-06-24,848,304549.0,97.5,1.3,3.8,4.7,25.6,1.5,57.9,34,20,0.018000000000000002,0.045,0.6,0.005
±¤Áø±¸,2017-06-25,765,304549.0,97.5,1.6,8.2,9.3,23.3,40.0,80.5,29,19,0.038,0.022000000000000002,0.6,0.003
±¤Áø±¸,2017-06-26,663,304549.0,97.5,1.9,8.2,10.7,23.6,7.5,75.1,22,13,0.037000000000000005,0.019,0.5,0.004
±¤Áø±¸,2017-06-27,1033,304549.0,97.5,1.9,5.0,6.8,25.3,1.0,70.6,26,15,0.042,0.022000000000000002,0.5,0.003
±¤Áø±¸,2017-06-28,1259,304549.0,97.5,1.9,5.8,7.8,26.3,0.0,68.7,40,30,0.044000000000000004,0.026000000000000002,0.5,0.005
±¤Áø±¸,2017-06-29,1312,304549.0,97.5,1.9,5.2,7.5,27.0,0.0,61.7,41,33,0.039,0.028999999999999998,0.6,0.006
±¤Áø±¸,2017-06-30,1251,304549.0,97.5,2.2,6.2,8.0,26.9,0.0,64.2,49,38,0.037000000000000005,0.028999999999999998,0.7,0.005
±¤Áø±¸,2017-07-01,867,304692.0,98.2,1.5,4.8,6.7,25.9,1.5,72.7,39,29,0.031,0.027000000000000003,0.6,0.005
±¤Áø±¸,2017-07-02,245,304692.0,98.2,1.4,6.5,9.1,25.2,85.0,91.3,24,14,0.016,0.018000000000000002,0.5,0.002
±¤Áø±¸,2017-07-03,626,304692.0,98.2,2.1,7.0,10.0,25.3,54.0,87.8,21,12,0.028999999999999998,0.018000000000000002,0.4,0.003
±¤Áø±¸,2017-07-04,1043,304692.0,98.2,1.7,6.0,8.5,27.5,1.0,76.1,31,21,0.032,0.024,0.6,0.005
±¤Áø±¸,2017-07-05,286,304692.0,98.2,1.2,5.1,6.0,28.5,0.0,66.7,43,26,0.043,0.023,0.6,0.005
±¤Áø±¸,2017-07-07,154,304692.0,98.2,1.6,4.6,7.0,27.0,29.5,82.7,23,9,0.013999999999999999,0.024,0.5,0.003
±¤Áø±¸,2017-07-08,487,304692.0,98.2,1.1,5.2,6.2,26.9,3.5,84.9,25,12,0.017,0.019,0.6,0.004
±¤Áø±¸,2017-07-09,318,304692.0,98.2,0.9,5.4,6.6,26.6,18.5,87.1,26,14,0.018000000000000002,0.021,0.6,0.003
±¤Áø±¸,2017-07-10,57,304692.0,98.2,1.3,6.0,8.7,24.7,154.5,94.8,16,6,0.012,0.022000000000000002,0.6,0.003
±¤Áø±¸,2017-07-11,849,304692.0,98.2,1.4,4.9,6.1,26.8,4.5,81.3,42,26,0.032,0.022000000000000002,0.6,0.004
±¤Áø±¸,2017-07-12,968,304692.0,98.2,1.8,5.6,8.2,28.2,0.0,74.4,54,35,0.038,0.022000000000000002,0.6,0.003
±¤Áø±¸,2017-07-13,943,304692.0,98.2,1.6,4.6,6.3,28.5,0.0,69.9,51,36,0.036000000000000004,0.03,0.7,0.004
±¤Áø±¸,2017-07-14,889,304692.0,98.2,1.9,8.2,10.7,29.5,0.0,70.0,54,35,0.028999999999999998,0.031,0.6,0.003
±¤Áø±¸,2017-07-15,312,304692.0,98.2,1.4,5.9,8.4,25.6,54.0,88.4,22,11,0.019,0.022000000000000002,0.4,0.004
±¤Áø±¸,2017-07-16,881,304692.0,98.2,1.2,4.1,5.4,26.5,17.0,83.9,17,8,0.017,0.019,0.5,0.002
±¤Áø±¸,2017-07-17,946,304692.0,98.2,1.0,5.0,8.0,27.6,13.5,77.8,25,10,0.017,0.023,0.5,0.004
±¤Áø±¸,2017-07-18,891,304692.0,98.2,1.3,4.9,6.2,27.0,2.5,81.9,26,14,0.023,0.028999999999999998,0.6,0.003
±¤Áø±¸,2017-07-19,986,304692.0,98.2,1.6,6.3,8.9,28.9,0.0,72.7,36,22,0.039,0.025,0.5,0.004
±¤Áø±¸,2017-07-20,1031,304692.0,98.2,1.4,4.9,5.9,30.5,0.0,68.3,52,38,0.036000000000000004,0.031,0.7,0.006
±¤Áø±¸,2017-07-21,912,304692.0,98.2,1.7,5.1,6.3,30.7,0.0,71.8,58,44,0.048,0.025,0.7,0.006
±¤Áø±¸,2017-07-22,605,304692.0,98.2,1.3,5.6,6.7,30.0,1.0,75.6,58,42,0.033,0.024,0.7,0.006
±¤Áø±¸,2017-07-23,469,304692.0,98.2,1.0,5.7,6.6,27.5,106.5,89.5,52,35,0.026000000000000002,0.021,0.7,0.004
±¤Áø±¸,2017-07-24,882,304692.0,98.2,1.0,3.3,4.0,27.0,3.0,81.3,33,18,0.016,0.03,0.7,0.005
±¤Áø±¸,2017-07-25,1001,304692.0,98.2,2.2,5.4,7.2,29.7,0.0,67.8,25,10,0.022000000000000002,0.017,0.6,0.004
±¤Áø±¸,2017-07-26,1084,304692.0,98.2,2.5,6.0,7.6,29.1,0.0,58.2,16,5,0.034,0.017,0.4,0.003
±¤Áø±¸,2017-07-27,1015,304692.0,98.2,1.8,4.3,6.0,27.6,2.0,61.7,25,11,0.025,0.026000000000000002,0.5,0.004
±¤Áø±¸,2017-07-28,599,304692.0,98.2,1.4,3.8,5.0,25.5,8.5,90.5,29,14,0.012,0.027000000000000003,0.6,0.003
±¤Áø±¸,2017-07-29,1056,304692.0,98.2,2.1,4.7,5.9,27.6,0.0,74.4,13,4,0.023,0.015,0.5,0.002
±¤Áø±¸,2017-07-30,1040,304692.0,98.2,1.7,4.7,6.2,28.6,0.0,64.3,21,11,0.036000000000000004,0.015,0.5,0.004
±¤Áø±¸,2017-07-31,705,304692.0,98.2,1.3,4.3,5.4,26.1,7.5,83.0,22,11,0.012,0.028999999999999998,0.6,0.003
±¤Áø±¸,2017-08-01,958,304962.0,98.8,1.4,4.6,5.3,28.9,2.0,72.4,19,7,0.02,0.026000000000000002,0.6,0.004
±¤Áø±¸,2017-08-02,1062,304962.0,98.8,1.4,3.6,4.8,30.6,0.0,71.3,32,18,0.036000000000000004,0.027999999999999997,0.6,0.003
±¤Áø±¸,2017-08-03,1037,304962.0,98.8,2.4,6.5,7.8,30.3,0.0,64.2,23,10,0.032,0.019,0.5,0.004
±¤Áø±¸,2017-08-04,921,304962.0,98.8,2.0,4.7,6.9,30.6,0.0,61.3,24,13,0.039,0.02,0.5,0.004
±¤Áø±¸,2017-08-05,794,304962.0,98.8,1.9,4.6,7.3,31.9,0.0,64.3,30,18,0.036000000000000004,0.023,0.5,0.003
±¤Áø±¸,2017-08-06,807,304962.0,98.8,1.7,5.2,7.1,30.5,0.0,70.2,25,14,0.027000000000000003,0.018000000000000002,0.6,0.003
±¤Áø±¸,2017-08-07,1084,304962.0,98.8,2.0,6.2,7.8,30.1,0.0,65.3,33,19,0.042,0.018000000000000002,0.6,0.004
±¤Áø±¸,2017-08-08,1170,304962.0,98.8,1.7,5.1,7.5,28.8,0.0,64.0,38,24,0.040999999999999995,0.026000000000000002,0.7,0.004
±¤Áø±¸,2017-08-09,990,304962.0,98.8,2.2,5.3,6.6,27.7,4.0,68.2,33,20,0.031,0.02,0.5,0.003
±¤Áø±¸,2017-08-10,340,304962.0,98.8,1.8,3.6,4.8,24.8,12.5,90.5,7,3,0.021,0.016,0.5,0.004
±¤Áø±¸,2017-08-11,1034,304962.0,98.8,2.1,5.5,7.6,27.6,0.0,70.3,7,4,0.019,0.016,0.4,0.005
±¤Áø±¸,2017-08-12,1125,304962.0,98.8,2.3,5.8,6.9,28.2,0.0,60.1,8,3,0.02,0.013999999999999999,0.4,0.005
±¤Áø±¸,2017-08-13,1269,304962.0,98.8,2.7,5.5,7.7,26.7,0.0,64.1,8,3,0.019,0.012,0.4,0.004
±¤Áø±¸,2017-08-14,734,304962.0,98.8,2.9,6.5,8.9,25.5,0.0,66.7,7,3,0.011000000000000001,0.013999999999999999,0.4,0.003
±¤Áø±¸,2017-08-15,184,304962.0,98.8,2.2,5.3,6.5,22.8,67.5,87.3,6,3,0.011000000000000001,0.013000000000000001,0.4,0.003
±¤Áø±¸,2017-08-16,844,304962.0,98.8,2.3,5.4,6.7,23.5,9.0,79.8,6,3,0.013999999999999999,0.012,0.4,0.005
±¤Áø±¸,2017-08-17,916,304962.0,98.8,1.6,4.2,5.5,24.9,1.5,78.9,10,4,0.013000000000000001,0.019,0.4,0.003
±¤Áø±¸,2017-08-18,961,304962.0,98.8,1.0,8.4,10.1,26.2,0.5,76.8,26,12,0.015,0.03,0.5,0.006
±¤Áø±¸,2017-08-19,1049,304962.0,98.8,1.8,4.0,4.8,26.1,0.0,77.2,24,10,0.021,0.021,0.6,0.003
±¤Áø±¸,2017-08-20,112,304962.0,98.8,1.9,5.7,8.8,23.7,118.5,90.6,10,4,0.019,0.015,0.5,0.003
±¤Áø±¸,2017-08-21,1040,304962.0,98.8,1.4,5.6,7.5,26.2,6.0,81.4,12,4,0.016,0.02,0.5,0.004
±¤Áø±¸,2017-08-22,1302,304962.0,98.8,1.3,4.6,6.1,28.0,0.0,69.3,18,7,0.022000000000000002,0.024,0.6,0.004
±¤Áø±¸,2017-08-23,633,304962.0,98.8,1.7,6.8,10.6,27.2,26.5,84.7,24,7,0.006999999999999999,0.023,0.6,0.005
±¤Áø±¸,2017-08-24,732,304962.0,98.8,2.4,9.6,14.2,27.5,10.5,83.2,25,6,0.011000000000000001,0.011000000000000001,0.4,0.004
±¤Áø±¸,2017-08-25,1303,304962.0,98.8,1.7,5.6,7.3,26.3,0.0,63.2,27,14,0.03,0.032,0.5,0.006
±¤Áø±¸,2017-08-26,1619,304962.0,98.8,1.8,5.2,9.2,25.3,0.0,50.1,25,13,0.026000000000000002,0.024,0.5,0.004
±¤Áø±¸,2017-08-27,1527,304962.0,98.8,1.8,4.3,5.3,23.1,0.0,63.9,23,14,0.018000000000000002,0.026000000000000002,0.5,0.004
±¤Áø±¸,2017-08-28,646,304962.0,98.8,1.8,7.3,8.5,22.1,8.5,74.0,29,20,0.016,0.033,0.6,0.005
±¤Áø±¸,2017-08-29,1568,304962.0,98.8,2.0,5.1,6.8,20.8,0.0,52.3,18,10,0.026000000000000002,0.015,0.4,0.004
±¤Áø±¸,2017-08-30,1500,304962.0,98.8,1.6,5.1,6.5,20.3,0.0,49.8,23,10,0.015,0.03,0.4,0.005
±¤Áø±¸,2017-08-31,1576,304962.0,98.8,1.6,4.7,6.2,22.6,0.0,61.0,29,18,0.027999999999999997,0.026000000000000002,0.6,0.004
±¤Áø±¸,2017-09-01,1693,304821.0,98.9,1.7,4.2,6.3,23.7,0.0,53.7,17,10,0.024,0.022000000000000002,0.5,0.003
±¤Áø±¸,2017-09-02,1891,304821.0,98.9,1.8,5.0,6.3,24.2,0.0,55.7,18,11,0.024,0.025,0.5,0.004
±¤Áø±¸,2017-09-03,1897,304821.0,98.9,1.7,5.0,5.9,24.5,0.0,59.2,20,15,0.034,0.021,0.5,0.004
±¤Áø±¸,2017-09-04,1670,304821.0,98.9,1.4,4.8,6.1,24.9,0.0,54.7,19,13,0.024,0.032,0.5,0.004
±¤Áø±¸,2017-09-05,1454,304821.0,98.9,1.6,4.3,5.2,22.5,0.0,61.5,18,11,0.012,0.033,0.5,0.004
±¤Áø±¸,2017-09-06,753,304821.0,98.9,0.7,3.1,3.5,21.4,1.5,73.0,24,18,0.01,0.039,0.6,0.004
±¤Áø±¸,2017-09-07,1616,304821.0,98.9,0.9,5.7,7.5,22.8,0.0,71.5,29,24,0.013999999999999999,0.034,0.6,0.003
±¤Áø±¸,2017-09-08,1608,304821.0,98.9,1.2,4.8,6.3,24.8,0.0,64.7,35,26,0.038,0.044000000000000004,0.8,0.004
±¤Áø±¸,2017-09-09,1905,304821.0,98.9,1.1,4.2,5.7,24.5,0.0,64.5,43,33,0.031,0.049,0.9,0.005
±¤Áø±¸,2017-09-10,1429,304821.0,98.9,1.4,3.8,5.1,23.5,0.0,72.5,37,29,0.027000000000000003,0.034,0.9,0.003
±¤Áø±¸,2017-09-11,1183,304821.0,98.9,1.8,4.9,6.1,21.7,17.5,77.2,16,14,0.035,0.022000000000000002,0.6,0.002
±¤Áø±¸,2017-09-12,1677,304821.0,98.9,1.3,6.3,7.9,23.0,0.0,58.1,21,11,0.026000000000000002,0.032,0.6,0.004
±¤Áø±¸,2017-09-13,1826,304821.0,98.9,1.3,5.5,6.7,22.2,0.0,48.3,21,10,0.023,0.04,0.4,0.004
±¤Áø±¸,2017-09-14,1727,304821.0,98.9,1.4,4.1,5.7,22.5,0.0,49.9,21,11,0.026000000000000002,0.034,0.5,0.005
±¤Áø±¸,2017-09-15,1862,304821.0,98.9,2.9,7.2,9.3,23.0,0.0,49.3,12,7,0.031,0.018000000000000002,0.4,0.003
±¤Áø±¸,2017-09-16,2150,304821.0,98.9,2.8,7.2,11.0,22.2,0.0,51.0,8,4,0.027999999999999997,0.017,0.4,0.003
±¤Áø±¸,2017-09-17,2216,304821.0,98.9,2.5,6.3,7.5,23.1,0.0,53.6,6,4,0.03,0.013999999999999999,0.3,0.003
±¤Áø±¸,2017-09-18,1931,304821.0,98.9,1.4,5.8,7.8,22.3,0.0,59.8,15,8,0.028999999999999998,0.027999999999999997,0.5,0.003
±¤Áø±¸,2017-09-19,1243,304821.0,98.9,2.1,9.6,13.3,23.4,8.0,74.3,50,34,0.044000000000000004,0.038,0.9,0.006
±¤Áø±¸,2017-09-20,1887,304821.0,98.9,1.5,5.9,8.0,20.6,0.0,45.1,21,9,0.032,0.026000000000000002,0.5,0.005
±¤Áø±¸,2017-09-21,1859,304821.0,98.9,0.3,3.3,4.8,20.3,0.0,54.2,23,13,0.027999999999999997,0.045,0.6,0.004
±¤Áø±¸,2017-09-22,1928,304821.0,98.9,0.6,5.2,6.9,20.9,0.0,57.9,25,18,0.042,0.036000000000000004,0.6,0.006
±¤Áø±¸,2017-09-23,2091,304821.0,98.9,0.6,3.9,5.4,21.9,0.0,66.9,49,26,0.031,0.046,0.7,0.005
±¤Áø±¸,2017-09-24,1937,304821.0,98.9,0.9,7.5,9.6,22.6,0.0,70.7,54,37,0.042,0.027999999999999997,0.8,0.003
±¤Áø±¸,2017-09-25,1921,304821.0,98.9,0.6,4.4,5.4,23.4,0.0,60.0,38,26,0.033,0.038,0.7,0.003
±¤Áø±¸,2017-09-26,1727,304821.0,98.9,1.4,4.6,5.7,24.5,0.0,59.1,37,23,0.036000000000000004,0.039,0.7,0.003
±¤Áø±¸,2017-09-27,1561,304821.0,98.9,0.9,6.1,7.8,23.3,0.0,63.3,30,20,0.027999999999999997,0.039,0.7,0.003
±¤Áø±¸,2017-09-28,1791,304821.0,98.9,2.3,9.2,12.4,20.3,0.0,49.4,18,7,0.035,0.02,0.5,0.003
±¤Áø±¸,2017-09-29,1879,304821.0,98.9,1.5,6.1,8.5,17.5,0.0,40.1,18,9,0.027999999999999997,0.033,0.5,0.005
±¤Áø±¸,2017-09-30,1835,304821.0,98.9,0.8,4.6,5.4,20.1,0.0,59.0,30,18,0.027000000000000003,0.046,0.7,0.004
±¤Áø±¸,2017-10-01,542,304746.0,99.4,0.5,3.6,4.6,18.4,3.0,72.6,28,20,0.027000000000000003,0.032,0.7,0.003
±¤Áø±¸,2017-10-02,1549,304746.0,99.4,1.1,5.0,6.2,21.4,2.5,66.1,14,9,0.036000000000000004,0.021,0.5,0.004
±¤Áø±¸,2017-10-03,1173,304746.0,99.4,1.5,5.3,7.0,18.8,0.0,48.6,31,11,0.034,0.016,0.4,0.003
±¤Áø±¸,2017-10-04,1087,304746.0,99.4,1.6,4.3,5.8,17.3,0.0,45.1,17,8,0.034,0.015,0.4,0.004
±¤Áø±¸,2017-10-05,1548,304746.0,99.4,1.2,4.7,6.1,18.5,0.0,58.7,12,7,0.031,0.019,0.4,0.003
±¤Áø±¸,2017-10-06,1146,304746.0,99.4,1.3,6.3,7.8,18.6,0.0,66.4,9,6,0.033,0.015,0.4,0.006
±¤Áø±¸,2017-10-07,2185,304746.0,99.4,0.6,4.8,5.8,21.3,0.0,69.4,6,4,0.031,0.022000000000000002,0.5,0.003
±¤Áø±¸,2017-10-08,2256,304746.0,99.4,0.5,3.7,4.8,23.0,0.0,65.8,15,12,0.032,0.028999999999999998,0.7,0.005
±¤Áø±¸,2017-10-09,2314,304746.0,99.4,0.8,4.4,5.7,22.8,0.0,63.7,24,18,0.032,0.039,0.7,0.006
±¤Áø±¸,2017-10-10,1462,304746.0,99.4,0.3,2.8,4.8,21.7,0.5,73.6,26,19,0.018000000000000002,0.043,0.6,0.004
±¤Áø±¸,2017-10-11,1072,304746.0,99.4,1.4,5.8,7.7,16.8,20.0,75.2,10,6,0.026000000000000002,0.02,0.5,0.003
±¤Áø±¸,2017-10-12,1467,304746.0,99.4,1.6,4.4,6.7,12.9,0.0,62.2,18,11,0.013999999999999999,0.027000000000000003,0.5,0.003
±¤Áø±¸,2017-10-13,1549,304746.0,99.4,1.3,4.7,6.1,13.3,0.0,49.2,23,15,0.017,0.024,0.4,0.003
±¤Áø±¸,2017-10-14,1727,304746.0,99.4,1.6,6.5,8.0,14.6,0.0,42.8,19,11,0.024,0.025,0.4,0.004
±¤Áø±¸,2017-10-15,1849,304746.0,99.4,1.5,4.9,6.6,15.6,0.0,41.3,18,11,0.028999999999999998,0.02,0.4,0.005
±¤Áø±¸,2017-10-16,1711,304746.0,99.4,1.0,5.0,5.7,16.9,0.0,46.4,24,15,0.031,0.022000000000000002,0.4,0.004
±¤Áø±¸,2017-10-17,1853,304746.0,99.4,0.6,3.8,4.5,16.3,0.0,44.6,29,18,0.025,0.031,0.5,0.004
±¤Áø±¸,2017-10-18,1330,304746.0,99.4,0.9,3.8,5.7,16.8,0.0,55.9,21,13,0.026000000000000002,0.026000000000000002,0.4,0.004
±¤Áø±¸,2017-10-19,1755,304746.0,99.4,1.0,4.3,5.0,16.9,0.0,55.4,14,9,0.027999999999999997,0.025,0.4,0.004
±¤Áø±¸,2017-10-20,1783,304746.0,99.4,0.8,3.3,4.4,17.0,0.0,54.0,23,14,0.02,0.035,0.5,0.003
±¤Áø±¸,2017-10-21,1990,304746.0,99.4,0.8,4.6,6.3,17.5,0.0,50.8,29,18,0.023,0.032,0.5,0.004
±¤Áø±¸,2017-10-22,1582,304746.0,99.4,3.0,8.8,12.0,16.3,0.0,49.3,19,11,0.035,0.016,0.4,0.003
±¤Áø±¸,2017-10-23,1568,304746.0,99.4,1.3,4.4,5.5,14.0,0.0,43.4,23,9,0.032,0.025,0.3,0.003
±¤Áø±¸,2017-10-24,1612,304746.0,99.4,0.9,3.6,4.5,14.3,0.0,49.0,26,14,0.024,0.031,0.5,0.004
±¤Áø±¸,2017-10-25,1633,304746.0,99.4,0.6,5.2,6.4,14.6,0.0,54.7,35,22,0.022000000000000002,0.04,0.6,0.004
±¤Áø±¸,2017-10-26,1590,304746.0,99.4,0.3,2.8,3.3,14.7,0.0,53.5,44,28,0.016,0.05,0.7,0.003
±¤Áø±¸,2017-10-27,1712,304746.0,99.4,0.4,2.8,3.8,17.1,0.0,47.7,50,34,0.023,0.051,0.8,0.004
±¤Áø±¸,2017-10-28,1708,304746.0,99.4,0.9,4.2,4.6,16.8,0.0,40.9,37,25,0.027999999999999997,0.042,0.6,0.003
±¤Áø±¸,2017-10-29,1257,304746.0,99.4,1.7,6.6,11.0,12.9,0.0,35.3,54,22,0.027999999999999997,0.027000000000000003,0.6,0.002
±¤Áø±¸,2017-10-30,1244,304746.0,99.4,1.9,5.8,7.4,8.6,0.0,14.4,32,13,0.027000000000000003,0.023,0.4,0.004
±¤Áø±¸,2017-10-31,1375,304746.0,99.4,1.3,6.3,7.7,10.0,0.0,41.6,32,16,0.016,0.040999999999999995,0.6,0.005
±¤Áø±¸,2017-11-01,1433,304890.0,100.0,0.6,5.3,6.3,14.5,0.0,60.7,45,22,0.025,0.042,0.6,0.005
±¤Áø±¸,2017-11-02,1465,304890.0,100.0,0.1,2.1,3.6,14.9,0.0,67.8,58,29,0.031,0.039,0.5,0.005
±¤Áø±¸,2017-11-03,1002,304890.0,100.0,,,,,,,46,28,0.035,0.025,0.5,0.005
±¤Áø±¸,2017-11-04,1016,304890.0,100.0,,,,,,,52,40,0.032,0.021,0.5,0.003
±¤Áø±¸,2017-11-05,1110,304890.0,100.0,,,,,,,46,33,0.02,0.037000000000000005,0.7,0.003
±¤Áø±¸,2017-11-06,1374,304890.0,100.0,,,,,,,38,24,0.017,0.046,0.6,0.004
±¤Áø±¸,2017-11-07,1560,304890.0,100.0,0.6,3.1,4.1,14.1,0.0,53.4,48,29,0.013999999999999999,0.055999999999999994,0.7,0.004
±¤Áø±¸,2017-11-08,1423,304890.0,100.0,2.2,6.6,8.7,14.5,0.0,45.4,71,33,0.039,0.024,0.5,0.004
±¤Áø±¸,2017-11-09,1464,304890.0,100.0,1.0,3.1,4.3,10.3,0.0,32.9,51,24,0.016,0.044000000000000004,0.6,0.005
±¤Áø±¸,2017-11-10,811,304890.0,100.0,2.2,8.4,14.6,10.2,8.5,44.9,44,23,0.019,0.035,0.6,0.004
±¤Áø±¸,2017-11-11,919,304890.0,100.0,1.8,6.6,10.8,7.2,0.0,24.9,75,12,0.025,0.021,0.4,0.004
±¤Áø±¸,2017-11-12,874,304890.0,100.0,1.4,4.8,5.9,6.1,0.0,46.4,35,20,0.016,0.037000000000000005,0.5,0.003
±¤Áø±¸,2017-11-13,967,304890.0,100.0,1.1,4.1,6.0,8.3,2.0,53.7,44,27,0.01,0.045,0.7,0.003
±¤Áø±¸,2017-11-14,1046,304890.0,100.0,2.1,7.0,9.4,9.0,0.0,32.9,49,19,0.026000000000000002,0.024,0.5,0.005
±¤Áø±¸,2017-11-15,888,304890.0,100.0,2.4,8.9,12.8,4.3,0.0,29.8,27,12,0.027000000000000003,0.02,0.3,0.004
±¤Áø±¸,2017-11-16,901,304890.0,100.0,1.6,4.8,6.4,2.3,0.0,19.4,26,15,0.02,0.028999999999999998,0.5,0.004
±¤Áø±¸,2017-11-17,807,304890.0,100.0,2.0,5.3,6.6,3.4,0.0,21.6,40,25,0.008,0.046,0.6,0.005
±¤Áø±¸,2017-11-18,487,304890.0,100.0,2.3,5.2,7.4,-0.5,0.0,18.4,41,24,0.028999999999999998,0.015,0.4,0.003
±¤Áø±¸,2017-11-19,484,304890.0,100.0,2.0,7.3,9.4,-0.6,0.0,15.6,23,11,0.026000000000000002,0.019,0.4,0.004
±¤Áø±¸,2017-11-20,802,304890.0,100.0,1.6,3.9,5.6,0.7,0.0,32.9,35,22,0.013000000000000001,0.036000000000000004,0.6,0.004
±¤Áø±¸,2017-11-21,872,304890.0,100.0,1.3,3.3,4.1,1.6,0.0,40.1,53,37,0.006,0.043,0.8,0.004
±¤Áø±¸,2017-11-22,806,304890.0,100.0,1.7,6.3,9.0,4.9,0.0,36.5,69,38,0.011000000000000001,0.038,0.7,0.004
±¤Áø±¸,2017-11-23,807,304890.0,100.0,2.1,7.8,11.8,2.2,0.0,25.8,26,13,0.015,0.026000000000000002,0.5,0.004
±¤Áø±¸,2017-11-24,632,304890.0,100.0,1.7,6.1,9.3,0.6,0.5,44.5,21,14,0.013000000000000001,0.025,0.5,0.003
±¤Áø±¸,2017-11-25,291,304890.0,100.0,1.4,4.1,5.1,2.6,21.5,57.0,25,17,0.005,0.040999999999999995,0.8,0.003
±¤Áø±¸,2017-11-26,533,304890.0,100.0,1.7,6.3,8.4,4.2,0.0,54.0,33,23,0.013000000000000001,0.028999999999999998,0.6,0.001
±¤Áø±¸,2017-11-27,811,304890.0,100.0,0.9,2.7,3.2,3.1,0.0,37.9,47,31,0.006999999999999999,0.042,0.8,0.003
±¤Áø±¸,2017-11-28,911,304890.0,100.0,0.8,4.1,5.5,6.3,0.5,46.1,74,50,0.004,0.055999999999999994,1.0,0.004
±¤Áø±¸,2017-11-29,797,304890.0,100.0,1.5,4.4,5.8,5.0,0.0,35.0,66,31,0.011000000000000001,0.034,0.6,0.002
±¤Áø±¸,2017-11-30,670,304890.0,100.0,2.7,6.3,8.7,-1.0,0.0,17.0,24,10,0.025,0.018000000000000002,0.4,0.002
±¤Áø±¸,2017-12-01,661,304786.0,101.6,1.5,5.7,8.1,-1.5,0.0,47.3,24,14,0.013000000000000001,0.033,0.5,0.003
±¤Áø±¸,2017-12-02,594,304786.0,101.6,1.2,3.4,4.7,1.9,0.0,63.1,42,27,0.006,0.042,0.7,0.004
±¤Áø±¸,2017-12-03,481,304786.0,101.6,1.3,4.5,5.9,5.1,3.0,81.3,53,40,0.006,0.036000000000000004,0.6,
±¤Áø±¸,2017-12-04,614,304786.0,101.6,2.7,7.8,10.3,0.4,0.0,53.2,46,30,0.019,0.023,0.5,
±¤Áø±¸,2017-12-05,592,304786.0,101.6,2.1,6.4,8.8,-3.4,0.0,39.2,22,11,0.02,0.021,0.4,0.003
