날짜,area,rentcnt,인구,아파트가격,평균풍속,최대풍속,순간최고풍속,기온평균,강수일강수,습도평균,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
2016-01-01,종로구,93.0,128540.0,94.5,0.3,3.0,4.5,2.8,0.0,66.9,68.0,51.0,0.005,0.047,0.7,0.006
2016-01-01,광진구,33.0,308607.0,94.0,0.8,2.7,3.9,2.1,0.0,74.6,85.0,64.0,0.004,0.046,0.9,0.006
2016-01-01,마포구,197.0,323075.0,93.4,1.5,3.6,4.8,2.6,0.0,74.0,59.0,49.0,0.008,0.042,1.0,0.006
2016-01-01,성동구,40.0,248415.0,94.6,0.8,4.0,5.5,2.9,0.0,75.9,77.0,39.0,0.004,0.047,1.0,0.005
2016-01-01,중구,39.0,103841.0,95.2,0.8,2.7,3.0,1.5,0.0,,61.0,35.0,0.005,0.065,0.8,0.006999999999999999
2016-01-01,서대문구,41.0,259015.0,94.2,1.2,3.3,4.4,2.1,0.0,,69.0,39.0,0.006999999999999999,0.06,0.9,0.005
2016-01-01,영등포구,80.0,316451.0,92.7,1.0,3.6,4.0,3.3,0.0,,80.0,40.0,0.006,0.035,1.1,0.006
2016-01-02,광진구,22.0,308607.0,94.0,1.1,3.0,4.3,7.0,0.0,74.3,58.0,41.0,0.006999999999999999,0.043,0.6,0.005
2016-01-02,종로구,125.0,128540.0,94.5,0.2,3.6,5.2,7.3,0.0,69.5,53.0,37.0,0.006999999999999999,0.044,0.5,0.006
2016-01-02,서대문구,69.0,259015.0,94.2,1.3,3.4,4.2,6.5,0.0,,55.0,26.0,0.013,0.05,0.7,0.005
2016-01-02,영등포구,173.0,316451.0,92.7,1.2,3.8,4.4,7.2,0.0,,62.0,28.0,0.009000000000000001,0.032,0.9,0.006
2016-01-02,중구,50.0,103841.0,95.2,1.1,2.9,3.3,5.6,0.0,,47.0,25.0,0.006999999999999999,0.064,0.6,0.006999999999999999
2016-01-02,마포구,286.0,323075.0,93.4,1.8,4.6,6.2,6.6,0.0,78.2,45.0,35.0,0.011,0.037000000000000005,0.7,0.006
2016-01-02,성동구,25.0,248415.0,94.6,1.2,6.1,7.2,6.9,0.0,78.0,44.0,27.0,0.005,0.046,0.7,0.005
2016-01-03,서대문구,67.0,259015.0,94.2,0.7,2.5,3.5,7.1,0.0,,109.0,53.0,0.017,0.059,0.8,0.006
2016-01-03,마포구,223.0,323075.0,93.4,1.5,5.0,6.5,7.3,0.0,84.0,88.0,68.0,0.017,0.04,0.8,0.006999999999999999
2016-01-03,광진구,35.0,308607.0,94.0,0.6,3.0,4.2,7.7,0.0,80.5,111.0,80.0,0.009000000000000001,0.051,1.0,0.005
2016-01-03,종로구,129.0,128540.0,94.5,0.3,3.0,4.2,8.1,0.0,75.3,98.0,68.0,0.015,0.044,0.6,0.006999999999999999
2016-01-03,영등포구,151.0,316451.0,92.7,0.8,3.3,4.1,7.7,0.0,,119.0,53.0,0.012,0.033,0.9,0.006
2016-01-03,중구,46.0,103841.0,95.2,1.3,5.0,5.7,6.4,0.0,,86.0,50.0,0.016,0.064,0.5,0.009000000000000001
2016-01-03,성동구,28.0,248415.0,94.6,0.9,4.0,5.0,7.6,0.0,84.5,,50.0,0.008,0.053,1.1,0.005
2016-01-04,성동구,28.0,248415.0,94.6,2.8,7.8,8.6,3.8,0.0,54.2,33.0,48.0,0.023,0.026,0.6,0.005
2016-01-04,광진구,29.0,308607.0,94.0,2.2,5.1,7.0,4.2,0.0,53.6,85.0,61.0,0.026,0.024,0.8,0.005
2016-01-04,영등포구,170.0,316451.0,92.7,1.6,4.5,6.0,3.6,0.0,,96.0,43.0,0.017,0.024,0.7,0.006999999999999999
2016-01-04,서대문구,63.0,259015.0,94.2,2.0,5.1,6.5,2.4,0.0,,89.0,43.0,0.027000000000000003,0.029,0.6,0.006
2016-01-04,마포구,305.0,323075.0,93.4,4.0,7.9,10.1,2.4,0.0,57.4,74.0,57.0,0.024,0.026,0.7,0.006
2016-01-04,종로구,174.0,128540.0,94.5,1.4,5.2,7.1,3.7,0.0,52.8,84.0,58.0,0.02,0.022,0.4,0.006
2016-01-04,중구,72.0,103841.0,95.2,3.2,6.1,7.5,1.2,0.0,,70.0,38.0,0.026,0.032,0.4,0.006999999999999999
2016-01-05,영등포구,159.0,316451.0,92.7,1.1,3.6,4.4,-1.3,0.0,,40.0,18.0,0.01,0.026,0.6,0.006999999999999999
2016-01-05,광진구,23.0,308607.0,94.0,1.9,5.2,6.8,-0.4,0.0,37.2,29.0,19.0,0.018000000000000002,0.021,0.3,0.006
2016-01-05,성동구,30.0,248415.0,94.6,1.8,5.7,6.7,-0.7,0.0,43.5,35.0,16.0,0.016,0.026,0.4,0.004
2016-01-05,서대문구,64.0,259015.0,94.2,1.3,3.7,5.2,-2.8,0.0,,37.0,17.0,0.018000000000000002,0.03,0.6,0.006
2016-01-05,마포구,266.0,323075.0,93.4,3.1,6.6,32.8,-2.4,0.0,45.9,26.0,19.0,0.018000000000000002,0.021,0.4,0.005
2016-01-05,종로구,189.0,128540.0,94.5,0.9,4.1,5.9,-1.1,0.0,36.9,29.0,18.0,0.006,0.022,0.3,0.005
2016-01-05,중구,58.0,103841.0,95.2,2.4,5.5,6.3,-3.6,0.0,,30.0,13.0,0.02,0.028,0.2,0.006999999999999999
2016-01-06,영등포구,128.0,316451.0,92.7,1.2,3.6,4.2,0.6,0.0,,63.0,28.0,0.006,0.033,0.7,0.006999999999999999
2016-01-06,서대문구,64.0,259015.0,94.2,1.2,3.3,4.3,-0.8,0.0,,57.0,27.0,0.008,0.052000000000000005,0.8,0.006
2016-01-06,성동구,25.0,248415.0,94.6,1.4,6.3,7.8,0.5,0.0,57.2,61.0,28.0,0.006999999999999999,0.041,0.7,0.005
2016-01-06,마포구,307.0,323075.0,93.4,2.4,5.9,19.8,-0.3,0.0,57.6,43.0,30.0,0.006,0.038,0.7,0.006
2016-01-06,광진구,22.0,308607.0,94.0,1.3,4.2,5.9,0.0,0.0,54.1,59.0,37.0,0.006999999999999999,0.039,0.7,0.006
2016-01-06,종로구,181.0,128540.0,94.5,0.6,3.8,5.2,0.1,0.0,50.1,50.0,31.0,0.002,0.04,0.5,0.006
2016-01-06,중구,60.0,103841.0,95.2,2.0,6.0,6.8,-1.7,0.0,,63.0,24.0,0.008,0.046,0.5,0.008
2016-01-07,중구,54.0,103841.0,95.2,2.8,5.9,6.9,-3.8,0.0,,39.0,19.0,0.016,0.027000000000000003,0.3,0.006999999999999999
2016-01-07,마포구,275.0,323075.0,93.4,3.2,6.6,7.9,-2.6,0.0,55.6,31.0,21.0,0.016,0.024,0.5,0.006
2016-01-07,종로구,190.0,128540.0,94.5,1.3,4.6,6.9,-1.7,0.0,47.0,37.0,23.0,0.006,0.022,0.3,0.005
2016-01-07,광진구,28.0,308607.0,94.0,1.9,5.1,7.4,-1.1,0.0,49.1,37.0,23.0,0.017,0.023,0.3,0.005
2016-01-07,성동구,37.0,248415.0,94.6,2.2,7.1,9.6,-1.1,0.0,52.5,43.0,20.0,0.015,0.027000000000000003,0.5,0.005
2016-01-07,서대문구,60.0,259015.0,94.2,1.5,4.0,5.1,-3.0,0.0,,43.0,20.0,0.016,0.034,0.7,0.006
2016-01-07,영등포구,127.0,316451.0,92.7,1.3,3.5,4.7,-1.3,0.0,,48.0,21.0,0.011,0.026,0.7,0.006999999999999999
2016-01-08,영등포구,149.0,316451.0,92.7,1.5,4.3,5.0,0.3,0.0,,38.0,18.0,0.009000000000000001,0.028,0.7,0.006999999999999999
2016-01-08,광진구,18.0,308607.0,94.0,1.6,4.9,7.7,-1.1,0.0,48.1,36.0,22.0,0.014,0.029,0.5,0.006
2016-01-08,성동구,23.0,248415.0,94.6,2.3,8.2,9.1,0.5,0.0,43.7,35.0,16.0,0.014,0.03,0.5,0.005
2016-01-08,종로구,168.0,128540.0,94.5,0.9,3.9,6.0,-1.5,0.0,45.5,34.0,22.0,0.006,0.026,0.3,0.005
2016-01-08,중구,63.0,103841.0,95.2,3.2,7.2,8.2,-2.3,0.0,,32.0,14.0,0.017,0.027000000000000003,0.3,0.006999999999999999
2016-01-08,마포구,241.0,323075.0,93.4,3.6,7.6,10.5,-0.7,0.0,46.5,25.0,17.0,0.015,0.026,0.5,0.006
2016-01-08,서대문구,55.0,259015.0,94.2,1.7,4.1,5.6,-1.1,0.0,,34.0,16.0,0.017,0.036000000000000004,0.7,0.006
2016-01-09,서대문구,56.0,259015.0,94.2,1.2,4.3,5.3,-2.0,0.0,,39.0,19.0,0.016,0.037000000000000005,0.7,0.006
2016-01-09,광진구,18.0,308607.0,94.0,1.6,5.4,7.9,0.1,0.0,55.3,39.0,25.0,0.015,0.03,0.5,0.004
2016-01-09,영등포구,81.0,316451.0,92.7,1.2,4.1,5.2,-0.4,0.0,,42.0,19.0,0.01,0.026,0.7,0.006999999999999999
2016-01-09,마포구,153.0,323075.0,93.4,2.4,7.2,9.7,-1.5,0.0,63.0,28.0,20.0,0.015,0.027000000000000003,0.5,0.006
2016-01-09,종로구,114.0,128540.0,94.5,1.0,3.9,6.1,-0.5,0.0,52.8,35.0,22.0,0.005,0.027000000000000003,0.3,0.005
2016-01-09,중구,38.0,103841.0,95.2,2.3,5.3,6.9,-2.7,0.0,,34.0,17.0,0.016,0.031,0.4,0.006999999999999999
2016-01-09,성동구,17.0,248415.0,94.6,1.7,7.5,8.4,-0.1,0.0,59.7,39.0,17.0,0.013,0.033,0.5,0.005
2016-01-10,성동구,21.0,248415.0,94.6,2.1,6.0,8.0,2.5,0.0,46.1,33.0,17.0,0.022,0.022,0.5,0.005
2016-01-10,중구,35.0,103841.0,95.2,2.9,6.9,8.0,-0.1,0.0,,30.0,16.0,0.023,0.024,0.4,0.006999999999999999
2016-01-10,마포구,213.0,323075.0,93.4,3.2,6.9,9.4,1.1,0.0,47.3,29.0,21.0,0.02,0.024,0.5,0.006
2016-01-10,영등포구,108.0,316451.0,92.7,1.4,3.7,4.9,1.9,0.0,,39.0,20.0,0.012,0.023,0.6,0.006999999999999999
2016-01-10,종로구,95.0,128540.0,94.5,1.0,5.5,7.4,2.0,0.0,41.4,32.0,23.0,0.009000000000000001,0.02,0.3,0.005
2016-01-10,광진구,21.0,308607.0,94.0,1.8,4.8,8.2,2.5,0.0,45.7,33.0,24.0,0.022,0.022,0.5,0.004
2016-01-10,서대문구,50.0,259015.0,94.2,1.6,4.6,5.7,0.9,0.0,,34.0,18.0,0.021,0.034,0.6,0.006
2016-01-11,중구,66.0,103841.0,95.2,2.6,6.7,7.5,-3.9,0.0,,40.0,20.0,0.019,0.027000000000000003,0.4,0.006999999999999999
2016-01-11,종로구,183.0,128540.0,94.5,1.1,3.4,5.5,-2.2,0.0,34.4,38.0,27.0,0.006999999999999999,0.023,0.3,0.005
2016-01-11,성동구,18.0,248415.0,94.6,2.2,7.9,9.5,-1.0,0.0,38.4,45.0,20.0,0.015,0.031,0.5,0.005
2016-01-11,서대문구,57.0,259015.0,94.2,1.7,4.3,5.0,-3.0,0.0,,43.0,20.0,0.02,0.029,0.7,0.006
2016-01-11,영등포구,141.0,316451.0,92.7,1.4,3.6,4.5,-1.8,0.0,,48.0,21.0,0.01,0.027000000000000003,0.7,0.006999999999999999
2016-01-11,마포구,251.0,323075.0,93.4,3.6,6.7,8.3,-3.0,0.0,42.0,32.0,22.0,0.017,0.025,0.5,0.006
2016-01-11,광진구,15.0,308607.0,94.0,1.8,3.8,5.5,-1.3,0.0,36.5,43.0,29.0,0.016,0.03,0.6,0.005
2016-01-12,광진구,24.0,308607.0,94.0,1.7,4.5,6.6,-2.9,0.0,43.2,55.0,34.0,0.012,0.036000000000000004,0.6,0.005
2016-01-12,영등포구,112.0,316451.0,92.7,1.3,3.8,4.8,-3.4,0.0,,56.0,22.0,0.009000000000000001,0.03,0.7,0.006999999999999999
2016-01-12,마포구,241.0,323075.0,93.4,2.8,7.1,9.8,-4.6,0.0,49.3,37.0,24.0,0.011,0.031,0.6,0.006
2016-01-12,성동구,22.0,248415.0,94.6,2.2,6.6,8.4,-2.6,0.0,46.0,55.0,22.0,0.01,0.038,0.6,0.004
2016-01-12,중구,61.0,103841.0,95.2,1.9,5.9,6.9,-5.4,0.0,,47.0,20.0,0.011,0.038,0.5,0.006999999999999999
2016-01-12,서대문구,58.0,259015.0,94.2,1.5,4.5,5.3,-5.0,0.0,,52.0,23.0,0.014,0.04,0.6,0.005
2016-01-12,종로구,162.0,128540.0,94.5,1.0,3.9,5.8,-3.6,0.0,40.0,46.0,30.0,0.003,0.033,0.4,0.004
2016-01-13,서대문구,32.0,259015.0,94.2,1.3,4.4,5.8,-4.3,0.0,,37.0,18.0,0.015,0.039,0.6,0.004
2016-01-13,성동구,17.0,248415.0,94.6,2.0,8.1,8.7,-2.6,0.0,65.7,40.0,20.0,0.012,0.033,0.5,0.004
2016-01-13,종로구,144.0,128540.0,94.5,1.0,4.5,6.4,-3.1,0.0,57.8,38.0,25.0,0.004,0.031,0.4,0.004
2016-01-13,광진구,19.0,308607.0,94.0,1.8,5.1,7.4,-2.9,0.0,62.9,45.0,30.0,0.011,0.034,0.7,0.005
2016-01-13,마포구,221.0,323075.0,93.4,2.3,7.2,9.7,-3.8,0.0,68.3,28.0,19.0,0.016,0.025,0.5,0.005
2016-01-13,중구,47.0,103841.0,95.2,2.2,8.1,9.0,-4.9,0.5,,35.0,16.0,0.015,0.032,0.4,0.006999999999999999
2016-01-13,영등포구,111.0,316451.0,92.7,1.3,4.4,6.0,-2.9,0.0,,40.0,19.0,0.011,0.027000000000000003,0.6,0.006
2016-01-14,종로구,143.0,128540.0,94.5,0.5,4.0,5.8,-2.4,0.0,45.9,43.0,26.0,0.004,0.034,0.4,0.005
2016-01-14,마포구,194.0,323075.0,93.4,1.8,4.5,6.1,-3.2,0.0,54.0,31.0,21.0,0.014,0.029,0.5,0.006
2016-01-14,성동구,18.0,248415.0,94.6,1.3,5.7,8.0,-2.1,0.0,51.4,54.0,19.0,0.009000000000000001,0.04,0.6,0.004
2016-01-14,서대문구,68.0,259015.0,94.2,0.8,3.4,4.2,-3.8,0.0,,44.0,19.0,0.014,0.043,0.7,0.006
2016-01-14,영등포구,107.0,316451.0,92.7,1.1,4.5,5.2,-2.1,0.0,,48.0,21.0,0.009000000000000001,0.031,0.7,0.006999999999999999
2016-01-14,광진구,16.0,308607.0,94.0,1.3,3.8,5.5,-2.1,0.0,47.7,47.0,28.0,0.012,0.036000000000000004,0.6,0.005
2016-01-14,중구,52.0,103841.0,95.2,1.5,6.8,7.6,-4.3,0.0,,42.0,18.0,0.013,0.038,0.5,0.008
2016-01-15,영등포구,143.0,316451.0,92.7,0.8,3.1,3.6,1.5,0.0,,58.0,28.0,0.003,0.039,0.9,0.006
2016-01-15,서대문구,62.0,259015.0,94.2,1.2,3.1,4.4,-0.2,0.0,,48.0,26.0,0.01,0.055,0.7,0.006
2016-01-15,광진구,12.0,308607.0,94.0,1.0,3.3,3.7,1.1,0.0,57.2,58.0,41.0,0.005,0.05,0.8,0.005
2016-01-15,성동구,22.0,248415.0,94.6,1.2,3.9,5.4,1.3,0.0,59.2,54.0,26.0,0.006,0.049,0.7,0.005
2016-01-15,중구,68.0,103841.0,95.2,2.1,4.4,4.9,-0.8,0.0,,47.0,24.0,0.008,0.051,0.7,0.008
2016-01-15,종로구,174.0,128540.0,94.5,0.3,3.1,4.0,1.2,0.0,50.5,52.0,40.0,0.005,0.048,0.5,0.006
2016-01-15,마포구,280.0,323075.0,93.4,1.9,4.1,5.1,0.6,0.0,58.0,41.0,29.0,0.008,0.04,0.7,0.006999999999999999
2016-01-16,서대문구,38.0,259015.0,94.2,2.1,4.6,6.4,0.6,0.0,,64.0,37.0,0.015,0.043,0.7,0.005
2016-01-16,영등포구,97.0,316451.0,92.7,1.1,3.4,4.6,1.5,0.0,,75.0,39.0,0.003,0.039,0.8,0.006
2016-01-16,종로구,101.0,128540.0,94.5,0.6,2.9,4.6,1.6,0.0,60.3,76.0,66.0,0.004,0.051,0.6,0.006
2016-01-16,중구,42.0,103841.0,95.2,3.9,6.1,6.5,-0.9,0.0,,67.0,35.0,0.004,0.055,0.9,0.006999999999999999
2016-01-16,마포구,193.0,323075.0,93.4,2.7,5.5,6.9,1.0,0.0,68.1,62.0,48.0,0.005,0.043,0.8,0.006
2016-01-16,성동구,15.0,248415.0,94.6,1.2,3.8,4.4,1.1,0.0,69.0,71.0,37.0,0.005,0.047,0.8,0.004
2016-01-16,광진구,27.0,308607.0,94.0,1.2,4.7,6.1,0.9,0.0,65.7,65.0,49.0,0.01,0.037000000000000005,0.7,0.005
2016-01-17,성동구,21.0,248415.0,94.6,0.9,4.4,6.0,3.0,0.0,69.0,73.0,43.0,0.008,0.045,0.8,0.005
2016-01-17,종로구,97.0,128540.0,94.5,0.2,2.4,3.6,3.3,0.0,60.3,77.0,71.0,0.005,0.049,0.7,0.005
2016-01-17,영등포구,124.0,316451.0,92.7,0.9,2.5,3.8,3.3,0.0,,76.0,44.0,0.005,0.036000000000000004,0.9,0.006
2016-01-17,서대문구,56.0,259015.0,94.2,1.7,4.8,6.3,2.4,0.0,,68.0,43.0,0.02,0.042,0.7,0.006
2016-01-17,중구,45.0,103841.0,95.2,3.5,7.0,7.4,1.1,0.0,,71.0,42.0,0.005,0.055,0.9,0.006999999999999999
2016-01-17,마포구,208.0,323075.0,93.4,2.4,5.3,7.0,2.8,0.0,67.1,63.0,50.0,0.008,0.041,0.8,0.006
2016-01-17,광진구,36.0,308607.0,94.0,1.0,3.9,5.0,3.0,0.0,65.1,64.0,52.0,0.014,0.035,0.7,0.004
2016-01-18,영등포구,90.0,316451.0,92.7,2.4,5.8,8.2,-4.0,0.0,,66.0,35.0,0.013,0.022,0.7,0.005
2016-01-18,중구,40.0,103841.0,95.2,4.9,11.4,13.8,-6.4,0.0,,57.0,27.0,0.021,0.024,0.6,0.006
2016-01-18,서대문구,37.0,259015.0,94.2,3.0,8.4,10.9,-5.2,0.0,,59.0,31.0,0.023,0.027000000000000003,0.6,0.004
2016-01-18,성동구,10.0,248415.0,94.6,3.8,10.9,13.3,-3.6,0.0,63.6,67.0,30.0,0.018000000000000002,0.026,0.6,0.005
2016-01-18,종로구,101.0,128540.0,94.5,2.4,6.9,12.0,-4.3,0.0,55.9,54.0,42.0,0.019,0.023,0.4,0.004
2016-01-18,마포구,197.0,323075.0,93.4,5.2,12.3,15.1,-2.6,0.0,71.1,46.0,33.0,0.019,0.021,0.6,0.005
2016-01-18,광진구,11.0,308607.0,94.0,3.3,9.2,13.8,-3.9,0.0,59.7,59.0,41.0,0.02,0.023,0.7,0.005
2016-01-19,성동구,9.0,248415.0,94.6,4.2,11.2,14.7,-10.5,0.0,49.6,43.0,13.0,0.023,0.015,0.4,0.005
2016-01-19,서대문구,31.0,259015.0,94.2,3.5,7.4,9.1,-12.1,0.0,,36.0,12.0,0.026,0.017,0.6,0.005
2016-01-19,마포구,129.0,323075.0,93.4,6.1,11.2,14.4,-10.6,0.0,46.9,22.0,12.0,0.022,0.015,0.4,0.005
2016-01-19,종로구,85.0,128540.0,94.5,2.9,6.5,10.9,-11.4,0.0,42.2,32.0,13.0,0.022,0.014,0.2,0.004
2016-01-19,광진구,6.0,308607.0,94.0,3.5,8.1,13.0,-11.0,0.0,45.6,36.0,17.0,0.024,0.014,0.4,0.005
2016-01-19,중구,31.0,103841.0,95.2,5.7,11.4,14.6,-13.6,0.0,,41.0,12.0,0.024,0.016,0.3,0.006
2016-01-19,영등포구,47.0,316451.0,92.7,2.8,6.3,8.1,-10.8,0.0,,39.0,14.0,0.017,0.018000000000000002,0.4,0.006
2016-01-20,영등포구,92.0,316451.0,92.7,1.2,3.4,4.5,-8.9,0.0,,41.0,22.0,0.01,0.028,0.7,0.006
2016-01-20,종로구,93.0,128540.0,94.5,1.1,3.4,4.9,-9.1,0.0,39.9,36.0,26.0,0.014,0.027000000000000003,0.3,0.004
2016-01-20,성동구,15.0,248415.0,94.6,1.7,5.5,6.8,-8.4,0.0,47.5,40.0,21.0,0.012,0.033,0.5,0.004
2016-01-20,서대문구,40.0,259015.0,94.2,1.3,3.6,4.5,-10.4,0.0,,36.0,20.0,0.018000000000000002,0.035,0.6,0.005
2016-01-20,광진구,7.0,308607.0,94.0,1.5,4.2,5.8,-8.7,0.0,45.0,44.0,31.0,0.012,0.034,0.6,0.005
2016-01-20,마포구,158.0,323075.0,93.4,2.6,5.2,7.1,-9.9,0.0,48.4,28.0,21.0,0.015,0.024,0.5,0.005
2016-01-20,중구,38.0,103841.0,95.2,2.0,5.7,7.0,-11.1,0.0,,35.0,18.0,0.018000000000000002,0.026,0.4,0.006
2016-01-21,중구,45.0,103841.0,95.2,1.7,5.4,6.0,-7.3,0.0,,45.0,23.0,0.013,0.037000000000000005,0.6,0.006999999999999999
2016-01-21,광진구,21.0,308607.0,94.0,1.4,4.4,5.5,-5.4,0.0,45.6,60.0,43.0,0.009000000000000001,0.039,0.7,0.006
2016-01-21,종로구,111.0,128540.0,94.5,0.9,3.9,5.3,-5.6,0.0,41.0,50.0,38.0,0.01,0.036000000000000004,0.5,0.005
2016-01-21,성동구,16.0,248415.0,94.6,1.3,6.5,7.2,-5.0,0.0,48.2,59.0,29.0,0.008,0.044,0.7,0.005
2016-01-21,마포구,192.0,323075.0,93.4,2.5,5.0,7.1,-6.2,0.0,49.4,36.0,26.0,0.013,0.029,0.6,0.005
2016-01-21,영등포구,108.0,316451.0,92.7,1.2,3.4,4.1,-5.4,0.0,,54.0,27.0,0.008,0.032,0.7,0.006999999999999999
2016-01-21,서대문구,35.0,259015.0,94.2,1.2,4.0,5.0,-6.6,0.0,,48.0,27.0,0.015,0.046,0.7,0.005
2016-01-22,서대문구,48.0,259015.0,94.2,1.4,4.1,5.3,-7.4,0.0,,48.0,25.0,0.019,0.04,0.7,0.006
2016-01-22,마포구,186.0,323075.0,93.4,3.2,6.3,8.3,-6.9,0.0,45.6,35.0,25.0,0.014,0.027000000000000003,0.6,0.006
2016-01-22,중구,53.0,103841.0,95.2,2.5,8.6,10.5,-8.1,0.0,,49.0,25.0,0.016,0.031,0.6,0.006999999999999999
2016-01-22,성동구,9.0,248415.0,94.6,1.8,7.3,8.2,-5.3,0.0,44.7,57.0,27.0,0.01,0.04,0.6,0.005
2016-01-22,종로구,118.0,128540.0,94.5,1.2,4.3,5.8,-6.0,0.0,37.3,52.0,37.0,0.013,0.03,0.4,0.005
2016-01-22,광진구,10.0,308607.0,94.0,1.4,4.0,5.6,-5.4,0.0,41.6,64.0,43.0,0.01,0.04,0.7,0.006
2016-01-22,영등포구,116.0,316451.0,92.7,1.4,4.0,5.1,-6.0,0.0,,50.0,23.0,0.009000000000000001,0.03,0.7,0.006999999999999999
2016-01-23,성동구,2.0,248415.0,94.6,3.5,8.5,12.3,-8.9,0.0,44.7,37.0,14.0,0.025,0.016,0.4,0.004
2016-01-23,마포구,97.0,323075.0,93.4,5.2,10.2,13.1,-10.2,0.0,45.4,22.0,14.0,0.024,0.014,0.4,0.005
2016-01-23,서대문구,36.0,259015.0,94.2,2.6,6.2,8.7,-10.5,0.0,,32.0,13.0,0.027000000000000003,0.021,0.6,0.005
2016-01-23,영등포구,39.0,316451.0,92.7,2.3,5.3,6.8,-9.3,0.0,,37.0,14.0,0.017,0.018000000000000002,0.5,0.006999999999999999
2016-01-23,중구,12.0,103841.0,95.2,4.5,9.8,12.8,-11.9,0.0,,32.0,11.0,0.026,0.014,0.4,0.006999999999999999
2016-01-23,종로구,49.0,128540.0,94.5,2.1,5.8,9.8,-9.8,0.0,38.5,30.0,15.0,0.023,0.012,0.2,0.004
2016-01-23,광진구,7.0,308607.0,94.0,3.0,7.5,11.7,-9.2,0.0,41.2,32.0,20.0,0.026,0.013,0.4,0.005
2016-01-24,성동구,4.0,248415.0,94.6,2.8,7.5,8.3,-12.3,0.0,49.7,43.0,19.0,0.024,0.015,0.4,0.005
2016-01-24,마포구,50.0,323075.0,93.4,4.3,7.8,10.3,-13.7,0.0,51.9,29.0,19.0,0.023,0.013,0.4,0.006
2016-01-24,서대문구,25.0,259015.0,94.2,2.2,4.8,6.3,-13.9,0.0,,40.0,18.0,0.024,0.024,0.6,0.006
2016-01-24,광진구,1.0,308607.0,94.0,2.5,5.1,8.5,-12.8,0.0,46.5,42.0,27.0,0.025,0.014,0.5,0.005
2016-01-24,영등포구,15.0,316451.0,92.7,2.0,5.0,6.3,-12.8,0.0,,46.0,18.0,0.017,0.015,0.5,0.006999999999999999
2016-01-24,중구,9.0,103841.0,95.2,3.5,7.8,9.2,-15.4,0.0,,39.0,18.0,0.024,0.015,0.4,0.006999999999999999
2016-01-24,종로구,33.0,128540.0,94.5,1.7,4.6,7.2,-13.3,0.0,43.7,39.0,23.0,0.022,0.013,0.3,0.004
2016-01-25,성동구,10.0,248415.0,94.6,1.9,7.1,7.9,-7.3,0.0,48.7,57.0,16.0,0.013,0.034,0.5,0.005
2016-01-25,중구,41.0,103841.0,95.2,2.1,5.4,6.1,-10.1,0.0,,50.0,16.0,0.016,0.03,0.5,0.006999999999999999
2016-01-25,광진구,16.0,308607.0,94.0,1.6,4.3,6.4,-7.9,0.0,46.4,49.0,23.0,0.014,0.034,0.6,0.005
2016-01-25,마포구,162.0,323075.0,93.4,2.4,5.2,7.0,-8.6,0.0,50.9,34.0,16.0,0.015,0.026,0.5,0.006
2016-01-25,영등포구,86.0,316451.0,92.7,1.2,3.4,4.5,-7.8,0.0,,63.0,17.0,0.01,0.029,0.7,0.006999999999999999
2016-01-25,종로구,95.0,128540.0,94.5,0.9,3.9,6.0,-8.3,0.0,43.3,49.0,19.0,0.014,0.027000000000000003,0.3,0.004
2016-01-25,서대문구,37.0,259015.0,94.2,1.2,3.7,4.7,-9.3,0.0,,56.0,16.0,0.016,0.042,0.7,0.005
2016-01-26,서대문구,45.0,259015.0,94.2,1.4,4.1,5.9,-3.6,0.0,,84.0,36.0,0.005,0.081,0.9,0.008
2016-01-26,영등포구,85.0,316451.0,92.7,1.0,4.3,5.0,-2.3,0.0,,92.0,34.0,0.005,0.041,1.0,0.006999999999999999
2016-01-26,종로구,127.0,128540.0,94.5,0.5,4.0,6.5,-2.0,0.0,58.0,77.0,50.0,0.004,0.053,0.7,0.006999999999999999
2016-01-26,광진구,15.0,308607.0,94.0,0.9,4.5,6.1,-2.6,0.0,66.6,82.0,48.0,0.005,0.055,0.9,0.006999999999999999
2016-01-26,중구,45.0,103841.0,95.2,2.0,4.9,6.8,-4.8,0.0,,78.0,34.0,0.004,0.061,1.2,0.009000000000000001
2016-01-26,마포구,147.0,323075.0,93.4,2.1,6.6,8.5,-2.8,0.0,68.8,61.0,39.0,0.004,0.049,0.9,0.008
2016-01-26,성동구,13.0,248415.0,94.6,1.3,6.4,10.0,-2.9,0.0,71.2,88.0,34.0,0.004,0.06,0.9,0.004
2016-01-27,영등포구,149.0,316451.0,92.7,0.9,3.9,5.5,0.8,0.0,,71.0,27.0,0.009000000000000001,0.035,0.8,0.008
2016-01-27,마포구,234.0,323075.0,93.4,2.2,6.0,7.2,-0.0,0.0,59.6,49.0,32.0,0.011,0.04,0.8,0.006999999999999999
2016-01-27,서대문구,61.0,259015.0,94.2,1.2,4.0,4.7,-0.6,0.0,,62.0,27.0,0.013,0.062,0.8,0.006999999999999999
2016-01-27,광진구,24.0,308607.0,94.0,1.3,4.7,6.5,0.9,0.0,57.1,68.0,42.0,0.01,0.051,0.9,0.006999999999999999
2016-01-27,중구,74.0,103841.0,95.2,2.1,5.6,6.1,-1.0,0.0,,59.0,27.0,0.012,0.046,0.9,0.009000000000000001
