날짜,평균풍속,최대풍속,순간최고풍속,기온평균,강수일강수,습도평균,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
2016-01-01,0.3,3.0,4.5,2.8,0.0,66.9,68.0,51.0,0.005,0.047,0.7,0.006
2016-01-01,0.8,2.7,3.9,2.1,0.0,74.6,85.0,64.0,0.004,0.046,0.9,0.006
2016-01-01,1.5,3.6,4.8,2.6,0.0,74.0,59.0,49.0,0.008,0.042,1.0,0.006
2016-01-01,0.8,4.0,5.5,2.9,0.0,75.9,77.0,39.0,0.004,0.047,1.0,0.005
2016-01-01,0.8,2.7,3.0,1.5,0.0,,61.0,35.0,0.005,0.065,0.8,0.006999999999999999
2016-01-01,1.2,3.3,4.4,2.1,0.0,,69.0,39.0,0.006999999999999999,0.06,0.9,0.005
2016-01-01,1.0,3.6,4.0,3.3,0.0,,80.0,40.0,0.006,0.035,1.1,0.006
2016-01-02,1.1,3.0,4.3,7.0,0.0,74.3,58.0,41.0,0.006999999999999999,0.043,0.6,0.005
2016-01-02,0.2,3.6,5.2,7.3,0.0,69.5,53.0,37.0,0.006999999999999999,0.044,0.5,0.006
2016-01-02,1.3,3.4,4.2,6.5,0.0,,55.0,26.0,0.013,0.05,0.7,0.005
2016-01-02,1.2,3.8,4.4,7.2,0.0,,62.0,28.0,0.009000000000000001,0.032,0.9,0.006
2016-01-02,1.1,2.9,3.3,5.6,0.0,,47.0,25.0,0.006999999999999999,0.064,0.6,0.006999999999999999
2016-01-02,1.8,4.6,6.2,6.6,0.0,78.2,45.0,35.0,0.011,0.037000000000000005,0.7,0.006
2016-01-02,1.2,6.1,7.2,6.9,0.0,78.0,44.0,27.0,0.005,0.046,0.7,0.005
2016-01-03,0.7,2.5,3.5,7.1,0.0,,109.0,53.0,0.017,0.059,0.8,0.006
2016-01-03,1.5,5.0,6.5,7.3,0.0,84.0,88.0,68.0,0.017,0.04,0.8,0.006999999999999999
2016-01-03,0.6,3.0,4.2,7.7,0.0,80.5,111.0,80.0,0.009000000000000001,0.051,1.0,0.005
2016-01-03,0.3,3.0,4.2,8.1,0.0,75.3,98.0,68.0,0.015,0.044,0.6,0.006999999999999999
2016-01-03,0.8,3.3,4.1,7.7,0.0,,119.0,53.0,0.012,0.033,0.9,0.006
2016-01-03,1.3,5.0,5.7,6.4,0.0,,86.0,50.0,0.016,0.064,0.5,0.009000000000000001
2016-01-03,0.9,4.0,5.0,7.6,0.0,84.5,,50.0,0.008,0.053,1.1,0.005
2016-01-04,2.8,7.8,8.6,3.8,0.0,54.2,33.0,48.0,0.023,0.026,0.6,0.005
2016-01-04,2.2,5.1,7.0,4.2,0.0,53.6,85.0,61.0,0.026,0.024,0.8,0.005
2016-01-04,1.6,4.5,6.0,3.6,0.0,,96.0,43.0,0.017,0.024,0.7,0.006999999999999999
2016-01-04,2.0,5.1,6.5,2.4,0.0,,89.0,43.0,0.027000000000000003,0.029,0.6,0.006
2016-01-04,4.0,7.9,10.1,2.4,0.0,57.4,74.0,57.0,0.024,0.026,0.7,0.006
2016-01-04,1.4,5.2,7.1,3.7,0.0,52.8,84.0,58.0,0.02,0.022,0.4,0.006
2016-01-04,3.2,6.1,7.5,1.2,0.0,,70.0,38.0,0.026,0.032,0.4,0.006999999999999999
2016-01-05,1.1,3.6,4.4,-1.3,0.0,,40.0,18.0,0.01,0.026,0.6,0.006999999999999999
2016-01-05,1.9,5.2,6.8,-0.4,0.0,37.2,29.0,19.0,0.018000000000000002,0.021,0.3,0.006
2016-01-05,1.8,5.7,6.7,-0.7,0.0,43.5,35.0,16.0,0.016,0.026,0.4,0.004
2016-01-05,1.3,3.7,5.2,-2.8,0.0,,37.0,17.0,0.018000000000000002,0.03,0.6,0.006
2016-01-05,3.1,6.6,32.8,-2.4,0.0,45.9,26.0,19.0,0.018000000000000002,0.021,0.4,0.005
2016-01-05,0.9,4.1,5.9,-1.1,0.0,36.9,29.0,18.0,0.006,0.022,0.3,0.005
2016-01-05,2.4,5.5,6.3,-3.6,0.0,,30.0,13.0,0.02,0.028,0.2,0.006999999999999999
2016-01-06,1.2,3.6,4.2,0.6,0.0,,63.0,28.0,0.006,0.033,0.7,0.006999999999999999
2016-01-06,1.2,3.3,4.3,-0.8,0.0,,57.0,27.0,0.008,0.052000000000000005,0.8,0.006
2016-01-06,1.4,6.3,7.8,0.5,0.0,57.2,61.0,28.0,0.006999999999999999,0.041,0.7,0.005
2016-01-06,2.4,5.9,19.8,-0.3,0.0,57.6,43.0,30.0,0.006,0.038,0.7,0.006
2016-01-06,1.3,4.2,5.9,0.0,0.0,54.1,59.0,37.0,0.006999999999999999,0.039,0.7,0.006
2016-01-06,0.6,3.8,5.2,0.1,0.0,50.1,50.0,31.0,0.002,0.04,0.5,0.006
2016-01-06,2.0,6.0,6.8,-1.7,0.0,,63.0,24.0,0.008,0.046,0.5,0.008
2016-01-07,2.8,5.9,6.9,-3.8,0.0,,39.0,19.0,0.016,0.027000000000000003,0.3,0.006999999999999999
2016-01-07,3.2,6.6,7.9,-2.6,0.0,55.6,31.0,21.0,0.016,0.024,0.5,0.006
2016-01-07,1.3,4.6,6.9,-1.7,0.0,47.0,37.0,23.0,0.006,0.022,0.3,0.005
2016-01-07,1.9,5.1,7.4,-1.1,0.0,49.1,37.0,23.0,0.017,0.023,0.3,0.005
2016-01-07,2.2,7.1,9.6,-1.1,0.0,52.5,43.0,20.0,0.015,0.027000000000000003,0.5,0.005
2016-01-07,1.5,4.0,5.1,-3.0,0.0,,43.0,20.0,0.016,0.034,0.7,0.006
2016-01-07,1.3,3.5,4.7,-1.3,0.0,,48.0,21.0,0.011,0.026,0.7,0.006999999999999999
2016-01-08,1.5,4.3,5.0,0.3,0.0,,38.0,18.0,0.009000000000000001,0.028,0.7,0.006999999999999999
2016-01-08,1.6,4.9,7.7,-1.1,0.0,48.1,36.0,22.0,0.014,0.029,0.5,0.006
2016-01-08,2.3,8.2,9.1,0.5,0.0,43.7,35.0,16.0,0.014,0.03,0.5,0.005
2016-01-08,0.9,3.9,6.0,-1.5,0.0,45.5,34.0,22.0,0.006,0.026,0.3,0.005
2016-01-08,3.2,7.2,8.2,-2.3,0.0,,32.0,14.0,0.017,0.027000000000000003,0.3,0.006999999999999999
2016-01-08,3.6,7.6,10.5,-0.7,0.0,46.5,25.0,17.0,0.015,0.026,0.5,0.006
2016-01-08,1.7,4.1,5.6,-1.1,0.0,,34.0,16.0,0.017,0.036000000000000004,0.7,0.006
2016-01-09,1.2,4.3,5.3,-2.0,0.0,,39.0,19.0,0.016,0.037000000000000005,0.7,0.006
2016-01-09,1.6,5.4,7.9,0.1,0.0,55.3,39.0,25.0,0.015,0.03,0.5,0.004
2016-01-09,1.2,4.1,5.2,-0.4,0.0,,42.0,19.0,0.01,0.026,0.7,0.006999999999999999
2016-01-09,2.4,7.2,9.7,-1.5,0.0,63.0,28.0,20.0,0.015,0.027000000000000003,0.5,0.006
2016-01-09,1.0,3.9,6.1,-0.5,0.0,52.8,35.0,22.0,0.005,0.027000000000000003,0.3,0.005
2016-01-09,2.3,5.3,6.9,-2.7,0.0,,34.0,17.0,0.016,0.031,0.4,0.006999999999999999
2016-01-09,1.7,7.5,8.4,-0.1,0.0,59.7,39.0,17.0,0.013,0.033,0.5,0.005
2016-01-10,2.1,6.0,8.0,2.5,0.0,46.1,33.0,17.0,0.022,0.022,0.5,0.005
2016-01-10,2.9,6.9,8.0,-0.1,0.0,,30.0,16.0,0.023,0.024,0.4,0.006999999999999999
2016-01-10,3.2,6.9,9.4,1.1,0.0,47.3,29.0,21.0,0.02,0.024,0.5,0.006
2016-01-10,1.4,3.7,4.9,1.9,0.0,,39.0,20.0,0.012,0.023,0.6,0.006999999999999999
2016-01-10,1.0,5.5,7.4,2.0,0.0,41.4,32.0,23.0,0.009000000000000001,0.02,0.3,0.005
2016-01-10,1.8,4.8,8.2,2.5,0.0,45.7,33.0,24.0,0.022,0.022,0.5,0.004
2016-01-10,1.6,4.6,5.7,0.9,0.0,,34.0,18.0,0.021,0.034,0.6,0.006
2016-01-11,2.6,6.7,7.5,-3.9,0.0,,40.0,20.0,0.019,0.027000000000000003,0.4,0.006999999999999999
2016-01-11,1.1,3.4,5.5,-2.2,0.0,34.4,38.0,27.0,0.006999999999999999,0.023,0.3,0.005
2016-01-11,2.2,7.9,9.5,-1.0,0.0,38.4,45.0,20.0,0.015,0.031,0.5,0.005
2016-01-11,1.7,4.3,5.0,-3.0,0.0,,43.0,20.0,0.02,0.029,0.7,0.006
2016-01-11,1.4,3.6,4.5,-1.8,0.0,,48.0,21.0,0.01,0.027000000000000003,0.7,0.006999999999999999
2016-01-11,3.6,6.7,8.3,-3.0,0.0,42.0,32.0,22.0,0.017,0.025,0.5,0.006
2016-01-11,1.8,3.8,5.5,-1.3,0.0,36.5,43.0,29.0,0.016,0.03,0.6,0.005
2016-01-12,1.7,4.5,6.6,-2.9,0.0,43.2,55.0,34.0,0.012,0.036000000000000004,0.6,0.005
2016-01-12,1.3,3.8,4.8,-3.4,0.0,,56.0,22.0,0.009000000000000001,0.03,0.7,0.006999999999999999
2016-01-12,2.8,7.1,9.8,-4.6,0.0,49.3,37.0,24.0,0.011,0.031,0.6,0.006
2016-01-12,2.2,6.6,8.4,-2.6,0.0,46.0,55.0,22.0,0.01,0.038,0.6,0.004
2016-01-12,1.9,5.9,6.9,-5.4,0.0,,47.0,20.0,0.011,0.038,0.5,0.006999999999999999
2016-01-12,1.5,4.5,5.3,-5.0,0.0,,52.0,23.0,0.014,0.04,0.6,0.005
2016-01-12,1.0,3.9,5.8,-3.6,0.0,40.0,46.0,30.0,0.003,0.033,0.4,0.004
2016-01-13,1.3,4.4,5.8,-4.3,0.0,,37.0,18.0,0.015,0.039,0.6,0.004
2016-01-13,2.0,8.1,8.7,-2.6,0.0,65.7,40.0,20.0,0.012,0.033,0.5,0.004
2016-01-13,1.0,4.5,6.4,-3.1,0.0,57.8,38.0,25.0,0.004,0.031,0.4,0.004
2016-01-13,1.8,5.1,7.4,-2.9,0.0,62.9,45.0,30.0,0.011,0.034,0.7,0.005
2016-01-13,2.3,7.2,9.7,-3.8,0.0,68.3,28.0,19.0,0.016,0.025,0.5,0.005
2016-01-13,2.2,8.1,9.0,-4.9,0.5,,35.0,16.0,0.015,0.032,0.4,0.006999999999999999
2016-01-13,1.3,4.4,6.0,-2.9,0.0,,40.0,19.0,0.011,0.027000000000000003,0.6,0.006
2016-01-14,0.5,4.0,5.8,-2.4,0.0,45.9,43.0,26.0,0.004,0.034,0.4,0.005
2016-01-14,1.8,4.5,6.1,-3.2,0.0,54.0,31.0,21.0,0.014,0.029,0.5,0.006
2016-01-14,1.3,5.7,8.0,-2.1,0.0,51.4,54.0,19.0,0.009000000000000001,0.04,0.6,0.004
2016-01-14,0.8,3.4,4.2,-3.8,0.0,,44.0,19.0,0.014,0.043,0.7,0.006
2016-01-14,1.1,4.5,5.2,-2.1,0.0,,48.0,21.0,0.009000000000000001,0.031,0.7,0.006999999999999999
2016-01-14,1.3,3.8,5.5,-2.1,0.0,47.7,47.0,28.0,0.012,0.036000000000000004,0.6,0.005
2016-01-14,1.5,6.8,7.6,-4.3,0.0,,42.0,18.0,0.013,0.038,0.5,0.008
2016-01-15,0.8,3.1,3.6,1.5,0.0,,58.0,28.0,0.003,0.039,0.9,0.006
2016-01-15,1.2,3.1,4.4,-0.2,0.0,,48.0,26.0,0.01,0.055,0.7,0.006
2016-01-15,1.0,3.3,3.7,1.1,0.0,57.2,58.0,41.0,0.005,0.05,0.8,0.005
2016-01-15,1.2,3.9,5.4,1.3,0.0,59.2,54.0,26.0,0.006,0.049,0.7,0.005
2016-01-15,2.1,4.4,4.9,-0.8,0.0,,47.0,24.0,0.008,0.051,0.7,0.008
2016-01-15,0.3,3.1,4.0,1.2,0.0,50.5,52.0,40.0,0.005,0.048,0.5,0.006
2016-01-15,1.9,4.1,5.1,0.6,0.0,58.0,41.0,29.0,0.008,0.04,0.7,0.006999999999999999
2016-01-16,2.1,4.6,6.4,0.6,0.0,,64.0,37.0,0.015,0.043,0.7,0.005
2016-01-16,1.1,3.4,4.6,1.5,0.0,,75.0,39.0,0.003,0.039,0.8,0.006
2016-01-16,0.6,2.9,4.6,1.6,0.0,60.3,76.0,66.0,0.004,0.051,0.6,0.006
2016-01-16,3.9,6.1,6.5,-0.9,0.0,,67.0,35.0,0.004,0.055,0.9,0.006999999999999999
2016-01-16,2.7,5.5,6.9,1.0,0.0,68.1,62.0,48.0,0.005,0.043,0.8,0.006
2016-01-16,1.2,3.8,4.4,1.1,0.0,69.0,71.0,37.0,0.005,0.047,0.8,0.004
2016-01-16,1.2,4.7,6.1,0.9,0.0,65.7,65.0,49.0,0.01,0.037000000000000005,0.7,0.005
2016-01-17,0.9,4.4,6.0,3.0,0.0,69.0,73.0,43.0,0.008,0.045,0.8,0.005
2016-01-17,0.2,2.4,3.6,3.3,0.0,60.3,77.0,71.0,0.005,0.049,0.7,0.005
2016-01-17,0.9,2.5,3.8,3.3,0.0,,76.0,44.0,0.005,0.036000000000000004,0.9,0.006
2016-01-17,1.7,4.8,6.3,2.4,0.0,,68.0,43.0,0.02,0.042,0.7,0.006
2016-01-17,3.5,7.0,7.4,1.1,0.0,,71.0,42.0,0.005,0.055,0.9,0.006999999999999999
2016-01-17,2.4,5.3,7.0,2.8,0.0,67.1,63.0,50.0,0.008,0.041,0.8,0.006
2016-01-17,1.0,3.9,5.0,3.0,0.0,65.1,64.0,52.0,0.014,0.035,0.7,0.004
2016-01-18,2.4,5.8,8.2,-4.0,0.0,,66.0,35.0,0.013,0.022,0.7,0.005
2016-01-18,4.9,11.4,13.8,-6.4,0.0,,57.0,27.0,0.021,0.024,0.6,0.006
2016-01-18,3.0,8.4,10.9,-5.2,0.0,,59.0,31.0,0.023,0.027000000000000003,0.6,0.004
2016-01-18,3.8,10.9,13.3,-3.6,0.0,63.6,67.0,30.0,0.018000000000000002,0.026,0.6,0.005
2016-01-18,2.4,6.9,12.0,-4.3,0.0,55.9,54.0,42.0,0.019,0.023,0.4,0.004
2016-01-18,5.2,12.3,15.1,-2.6,0.0,71.1,46.0,33.0,0.019,0.021,0.6,0.005
2016-01-18,3.3,9.2,13.8,-3.9,0.0,59.7,59.0,41.0,0.02,0.023,0.7,0.005
2016-01-19,4.2,11.2,14.7,-10.5,0.0,49.6,43.0,13.0,0.023,0.015,0.4,0.005
2016-01-19,3.5,7.4,9.1,-12.1,0.0,,36.0,12.0,0.026,0.017,0.6,0.005
2016-01-19,6.1,11.2,14.4,-10.6,0.0,46.9,22.0,12.0,0.022,0.015,0.4,0.005
2016-01-19,2.9,6.5,10.9,-11.4,0.0,42.2,32.0,13.0,0.022,0.014,0.2,0.004
2016-01-19,3.5,8.1,13.0,-11.0,0.0,45.6,36.0,17.0,0.024,0.014,0.4,0.005
2016-01-19,5.7,11.4,14.6,-13.6,0.0,,41.0,12.0,0.024,0.016,0.3,0.006
2016-01-19,2.8,6.3,8.1,-10.8,0.0,,39.0,14.0,0.017,0.018000000000000002,0.4,0.006
2016-01-20,1.2,3.4,4.5,-8.9,0.0,,41.0,22.0,0.01,0.028,0.7,0.006
2016-01-20,1.1,3.4,4.9,-9.1,0.0,39.9,36.0,26.0,0.014,0.027000000000000003,0.3,0.004
2016-01-20,1.7,5.5,6.8,-8.4,0.0,47.5,40.0,21.0,0.012,0.033,0.5,0.004
2016-01-20,1.3,3.6,4.5,-10.4,0.0,,36.0,20.0,0.018000000000000002,0.035,0.6,0.005
2016-01-20,1.5,4.2,5.8,-8.7,0.0,45.0,44.0,31.0,0.012,0.034,0.6,0.005
2016-01-20,2.6,5.2,7.1,-9.9,0.0,48.4,28.0,21.0,0.015,0.024,0.5,0.005
2016-01-20,2.0,5.7,7.0,-11.1,0.0,,35.0,18.0,0.018000000000000002,0.026,0.4,0.006
2016-01-21,1.7,5.4,6.0,-7.3,0.0,,45.0,23.0,0.013,0.037000000000000005,0.6,0.006999999999999999
2016-01-21,1.4,4.4,5.5,-5.4,0.0,45.6,60.0,43.0,0.009000000000000001,0.039,0.7,0.006
2016-01-21,0.9,3.9,5.3,-5.6,0.0,41.0,50.0,38.0,0.01,0.036000000000000004,0.5,0.005
2016-01-21,1.3,6.5,7.2,-5.0,0.0,48.2,59.0,29.0,0.008,0.044,0.7,0.005
2016-01-21,2.5,5.0,7.1,-6.2,0.0,49.4,36.0,26.0,0.013,0.029,0.6,0.005
2016-01-21,1.2,3.4,4.1,-5.4,0.0,,54.0,27.0,0.008,0.032,0.7,0.006999999999999999
2016-01-21,1.2,4.0,5.0,-6.6,0.0,,48.0,27.0,0.015,0.046,0.7,0.005
2016-01-22,1.4,4.1,5.3,-7.4,0.0,,48.0,25.0,0.019,0.04,0.7,0.006
2016-01-22,3.2,6.3,8.3,-6.9,0.0,45.6,35.0,25.0,0.014,0.027000000000000003,0.6,0.006
2016-01-22,2.5,8.6,10.5,-8.1,0.0,,49.0,25.0,0.016,0.031,0.6,0.006999999999999999
2016-01-22,1.8,7.3,8.2,-5.3,0.0,44.7,57.0,27.0,0.01,0.04,0.6,0.005
2016-01-22,1.2,4.3,5.8,-6.0,0.0,37.3,52.0,37.0,0.013,0.03,0.4,0.005
2016-01-22,1.4,4.0,5.6,-5.4,0.0,41.6,64.0,43.0,0.01,0.04,0.7,0.006
2016-01-22,1.4,4.0,5.1,-6.0,0.0,,50.0,23.0,0.009000000000000001,0.03,0.7,0.006999999999999999
2016-01-23,3.5,8.5,12.3,-8.9,0.0,44.7,37.0,14.0,0.025,0.016,0.4,0.004
2016-01-23,5.2,10.2,13.1,-10.2,0.0,45.4,22.0,14.0,0.024,0.014,0.4,0.005
2016-01-23,2.6,6.2,8.7,-10.5,0.0,,32.0,13.0,0.027000000000000003,0.021,0.6,0.005
2016-01-23,2.3,5.3,6.8,-9.3,0.0,,37.0,14.0,0.017,0.018000000000000002,0.5,0.006999999999999999
2016-01-23,4.5,9.8,12.8,-11.9,0.0,,32.0,11.0,0.026,0.014,0.4,0.006999999999999999
2016-01-23,2.1,5.8,9.8,-9.8,0.0,38.5,30.0,15.0,0.023,0.012,0.2,0.004
2016-01-23,3.0,7.5,11.7,-9.2,0.0,41.2,32.0,20.0,0.026,0.013,0.4,0.005
2016-01-24,2.8,7.5,8.3,-12.3,0.0,49.7,43.0,19.0,0.024,0.015,0.4,0.005
2016-01-24,4.3,7.8,10.3,-13.7,0.0,51.9,29.0,19.0,0.023,0.013,0.4,0.006
2016-01-24,2.2,4.8,6.3,-13.9,0.0,,40.0,18.0,0.024,0.024,0.6,0.006
2016-01-24,2.5,5.1,8.5,-12.8,0.0,46.5,42.0,27.0,0.025,0.014,0.5,0.005
2016-01-24,2.0,5.0,6.3,-12.8,0.0,,46.0,18.0,0.017,0.015,0.5,0.006999999999999999
2016-01-24,3.5,7.8,9.2,-15.4,0.0,,39.0,18.0,0.024,0.015,0.4,0.006999999999999999
2016-01-24,1.7,4.6,7.2,-13.3,0.0,43.7,39.0,23.0,0.022,0.013,0.3,0.004
2016-01-25,1.9,7.1,7.9,-7.3,0.0,48.7,57.0,16.0,0.013,0.034,0.5,0.005
2016-01-25,2.1,5.4,6.1,-10.1,0.0,,50.0,16.0,0.016,0.03,0.5,0.006999999999999999
2016-01-25,1.6,4.3,6.4,-7.9,0.0,46.4,49.0,23.0,0.014,0.034,0.6,0.005
2016-01-25,2.4,5.2,7.0,-8.6,0.0,50.9,34.0,16.0,0.015,0.026,0.5,0.006
2016-01-25,1.2,3.4,4.5,-7.8,0.0,,63.0,17.0,0.01,0.029,0.7,0.006999999999999999
2016-01-25,0.9,3.9,6.0,-8.3,0.0,43.3,49.0,19.0,0.014,0.027000000000000003,0.3,0.004
2016-01-25,1.2,3.7,4.7,-9.3,0.0,,56.0,16.0,0.016,0.042,0.7,0.005
2016-01-26,1.4,4.1,5.9,-3.6,0.0,,84.0,36.0,0.005,0.081,0.9,0.008
2016-01-26,1.0,4.3,5.0,-2.3,0.0,,92.0,34.0,0.005,0.041,1.0,0.006999999999999999
2016-01-26,0.5,4.0,6.5,-2.0,0.0,58.0,77.0,50.0,0.004,0.053,0.7,0.006999999999999999
2016-01-26,0.9,4.5,6.1,-2.6,0.0,66.6,82.0,48.0,0.005,0.055,0.9,0.006999999999999999
2016-01-26,2.0,4.9,6.8,-4.8,0.0,,78.0,34.0,0.004,0.061,1.2,0.009000000000000001
2016-01-26,2.1,6.6,8.5,-2.8,0.0,68.8,61.0,39.0,0.004,0.049,0.9,0.008
2016-01-26,1.3,6.4,10.0,-2.9,0.0,71.2,88.0,34.0,0.004,0.06,0.9,0.004
2016-01-27,0.9,3.9,5.5,0.8,0.0,,71.0,27.0,0.009000000000000001,0.035,0.8,0.008
2016-01-27,2.2,6.0,7.2,-0.0,0.0,59.6,49.0,32.0,0.011,0.04,0.8,0.006999999999999999
2016-01-27,1.2,4.0,4.7,-0.6,0.0,,62.0,27.0,0.013,0.062,0.8,0.006999999999999999
2016-01-27,1.3,4.7,6.5,0.9,0.0,57.1,68.0,42.0,0.01,0.051,0.9,0.006999999999999999
2016-01-27,2.1,5.6,6.1,-1.0,0.0,,59.0,27.0,0.012,0.046,0.9,0.009000000000000001
2016-01-27,0.7,3.7,6.3,0.7,0.0,50.8,54.0,37.0,0.011,0.042,0.6,0.006
2016-01-27,1.8,6.6,7.8,1.0,0.0,59.9,68.0,29.0,0.008,0.053,0.8,0.005
2016-01-28,1.0,3.2,4.9,-0.1,0.0,,52.0,25.0,0.008,0.075,0.8,0.006
2016-01-28,0.2,2.7,4.1,1.1,0.0,48.7,53.0,35.0,0.005,0.053,0.7,0.006
2016-01-28,1.6,4.9,5.4,0.7,0.0,56.3,45.0,30.0,0.005,0.049,0.9,0.006
2016-01-28,1.2,5.0,5.8,0.7,0.0,59.0,66.0,29.0,0.004,0.057,0.9,0.005
2016-01-28,0.7,3.3,4.1,1.1,0.0,,66.0,29.0,0.004,0.044,1.2,0.006999999999999999
2016-01-28,2.4,5.7,6.3,-0.8,0.0,,52.0,24.0,0.005,0.056,1.1,0.006999999999999999
2016-01-28,1.1,3.3,4.8,0.6,0.0,55.3,61.0,40.0,0.006,0.051,0.9,0.006
2016-01-29,3.5,6.1,6.9,1.6,0.0,,44.0,22.0,0.01,0.044,0.9,0.008
2016-01-29,0.7,2.6,3.6,3.2,0.0,,59.0,24.0,0.004,0.037000000000000005,0.8,0.008
2016-01-29,2.2,5.6,6.6,3.4,0.0,49.4,53.0,25.0,0.004,0.044,0.9,0.005
2016-01-29,1.7,5.1,6.7,2.9,0.0,47.7,39.0,26.0,0.009000000000000001,0.04,0.8,0.006999999999999999
2016-01-29,0.9,3.4,4.5,2.2,0.0,,45.0,22.0,0.014,0.05,0.8,0.006
2016-01-29,0.3,2.8,4.4,4.0,0.0,39.0,49.0,33.0,0.006999999999999999,0.042,0.5,0.006
2016-01-29,2.0,4.9,5.9,3.4,0.0,46.3,42.0,28.0,0.014,0.035,0.5,0.005
2016-01-30,0.9,3.4,4.4,1.7,0.0,,48.0,24.0,0.006,0.032,0.8,0.006
2016-01-30,1.8,6.2,6.9,2.5,0.0,64.1,44.0,25.0,0.002,0.052000000000000005,1.7,0.005
2016-01-30,2.1,5.6,19.9,1.1,0.0,64.9,37.0,27.0,0.009000000000000001,0.04,0.9,0.006
2016-01-30,1.1,3.4,4.5,0.7,0.0,,46.0,27.0,0.01,0.035,0.9,0.005
2016-01-30,2.7,5.5,6.6,0.7,0.0,,41.0,22.0,0.01,0.046,1.1,0.006999999999999999
2016-01-30,0.9,3.8,5.8,2.5,0.0,55.8,38.0,27.0,0.008,0.038,0.5,0.005
2016-01-30,1.4,4.6,5.8,2.6,0.0,60.6,38.0,28.0,0.01,0.043,0.7,0.005
2016-01-31,1.9,4.1,5.2,-3.3,0.0,,41.0,20.0,0.027000000000000003,0.014,0.6,0.005
2016-01-31,1.7,4.6,6.0,-2.3,0.0,32.3,39.0,25.0,0.024,0.016,0.3,0.004
2016-01-31,3.1,6.3,7.3,-4.4,0.0,,38.0,19.0,0.026,0.019,0.6,0.006999999999999999
2016-01-31,2.1,5.0,6.8,-1.6,0.0,35.5,42.0,27.0,0.023,0.022,0.5,0.005
2016-01-31,1.6,3.7,4.7,-2.1,0.0,,43.0,19.0,0.018000000000000002,0.019,0.5,0.006999999999999999
2016-01-31,2.8,6.7,8.6,-1.7,0.0,38.4,44.0,21.0,0.008,0.026,1.2,0.005
2016-01-31,3.7,7.3,9.1,-3.2,0.0,39.3,29.0,20.0,0.026,0.017,0.4,0.005
2016-02-01,2.2,5.8,6.1,-4.2,0.0,33.4,46.0,17.0,0.014,0.025,0.6,0.006999999999999999
2016-02-01,2.2,5.8,6.1,-4.2,0.0,33.4,46.0,17.0,0.004,0.032,0.9,0.004
2016-02-01,2.2,5.8,6.1,-4.2,0.0,33.4,38.0,21.0,0.019,0.022,0.3,0.003
2016-02-01,2.2,5.8,6.1,-4.2,0.0,33.4,29.0,18.0,0.02,0.022,0.5,0.006
2016-02-01,2.2,5.8,6.1,-4.2,0.0,33.4,42.0,24.0,0.02,0.027000000000000003,0.5,0.005
2016-02-01,2.2,5.8,6.1,-4.2,0.0,33.4,37.0,17.0,0.023,0.023,0.7,0.006999999999999999
2016-02-01,2.2,5.8,6.1,-4.2,0.0,33.4,40.0,17.0,0.025,0.014,0.6,0.005
2016-02-02,2.1,5.0,5.9,-1.3,0.0,37.3,51.0,20.0,0.013,0.045,0.4,0.005
2016-02-02,2.1,5.0,5.9,-1.3,0.0,37.3,43.0,26.0,0.014,0.033,0.4,0.006
2016-02-02,2.1,5.0,5.9,-1.3,0.0,37.3,32.0,21.0,0.016,0.03,0.5,0.006
2016-02-02,2.1,5.0,5.9,-1.3,0.0,37.3,47.0,20.0,0.018000000000000002,0.025,0.7,0.006
2016-02-02,2.1,5.0,5.9,-1.3,0.0,37.3,53.0,32.0,0.012,0.043,0.7,0.006
2016-02-02,2.1,5.0,5.9,-1.3,0.0,37.3,49.0,20.0,0.009000000000000001,0.034,0.6,0.006999999999999999
2016-02-02,2.1,5.0,5.9,-1.3,0.0,37.3,42.0,14.0,0.016,0.038,0.7,0.008
2016-02-03,1.6,5.8,7.0,-1.7,0.0,52.4,55.0,26.0,0.011,0.039,0.9,0.006
2016-02-03,1.6,5.8,7.0,-1.7,0.0,52.4,63.0,28.0,0.006,0.043,0.9,0.006999999999999999
2016-02-03,1.6,5.8,7.0,-1.7,0.0,52.4,58.0,40.0,0.009000000000000001,0.054000000000000006,0.6,0.006999999999999999
2016-02-03,1.6,5.8,7.0,-1.7,0.0,52.4,45.0,32.0,0.009000000000000001,0.049,0.9,0.006999999999999999
2016-02-03,1.6,5.8,7.0,-1.7,0.0,52.4,65.0,42.0,0.008,0.058,1.0,0.006
2016-02-03,1.6,5.8,7.0,-1.7,0.0,52.4,62.0,32.0,0.006999999999999999,0.059,0.8,0.005
2016-02-03,1.6,5.8,7.0,-1.7,0.0,52.4,54.0,24.0,0.009000000000000001,0.063,1.1,0.009000000000000001
2016-02-04,2.0,6.3,8.8,0.8,0.0,54.1,63.0,30.0,0.014,0.045,0.7,0.005
2016-02-04,2.0,6.3,8.8,0.8,0.0,54.1,53.0,27.0,0.017,0.029,0.8,0.006
2016-02-04,2.0,6.3,8.8,0.8,0.0,54.1,64.0,30.0,0.009000000000000001,0.036000000000000004,0.9,0.006999999999999999
2016-02-04,2.0,6.3,8.8,0.8,0.0,54.1,56.0,40.0,0.015,0.042,0.6,0.006
2016-02-04,2.0,6.3,8.8,0.8,0.0,54.1,50.0,25.0,0.016,0.045,0.9,0.008
2016-02-04,2.0,6.3,8.8,0.8,0.0,54.1,67.0,45.0,0.014,0.052000000000000005,1.0,0.008
