³¯Â¥,Æò±ÕÇ³¼Ó,ÃÖ´ëÇ³¼Ó,¼ø°£ÃÖ°íÇ³¼Ó,±â¿ÂÆò±Õ,°­¼öÀÏ°­¼ö,½ÀµµÆò±Õ
2017-10-01,0.5,3.6,4.6,18.4,3.0,72.6
2017-10-02,1.1,5.0,6.2,21.4,2.5,66.1
2017-10-03,1.5,5.3,7.0,18.8,0.0,48.6
2017-10-04,1.6,4.3,5.8,17.3,0.0,45.1
2017-10-05,1.2,4.7,6.1,18.5,0.0,58.7
2017-10-06,1.3,6.3,7.8,18.6,0.0,66.4
2017-10-07,0.6,4.8,5.8,21.3,0.0,69.4
2017-10-08,0.5,3.7,4.8,23.0,0.0,65.8
2017-10-09,0.8,4.4,5.7,22.8,0.0,63.7
2017-10-10,0.3,2.8,4.8,21.7,0.5,73.6
2017-10-11,1.4,5.8,7.7,16.8,20.0,75.2
2017-10-12,1.6,4.4,6.7,12.9,0.0,62.2
2017-10-13,1.3,4.7,6.1,13.3,0.0,49.2
2017-10-14,1.6,6.5,8.0,14.6,0.0,42.8
2017-10-15,1.5,4.9,6.6,15.6,0.0,41.3
2017-10-16,1.0,5.0,5.7,16.9,0.0,46.4
2017-10-17,0.6,3.8,4.5,16.3,0.0,44.6
2017-10-18,0.9,3.8,5.7,16.8,0.0,55.9
2017-10-19,1.0,4.3,5.0,16.9,0.0,55.4
2017-10-20,0.8,3.3,4.4,17.0,0.0,54.0
2017-10-21,0.8,4.6,6.3,17.5,0.0,50.8
2017-10-22,3.0,8.8,12.0,16.3,0.0,49.3
2017-10-23,1.3,4.4,5.5,14.0,0.0,43.4
2017-10-24,0.9,3.6,4.5,14.3,0.0,49.0
2017-10-25,0.6,5.2,6.4,14.6,0.0,54.7
2017-10-26,0.3,2.8,3.3,14.7,0.0,53.5
2017-10-27,0.4,2.8,3.8,17.1,0.0,47.7
2017-10-28,0.9,4.2,4.6,16.8,0.0,40.9
2017-10-29,1.7,6.6,11.0,12.9,0.0,35.3
2017-10-30,1.9,5.8,7.4,8.6,0.0,14.4
2017-10-31,1.3,6.3,7.7,10.0,0.0,41.6
2017-11-01,0.6,5.3,6.3,14.5,0.0,60.7
2017-11-02,0.1,2.1,3.6,14.9,0.0,67.8
2017-11-03,NaN,NaN,NaN,NaN,NaN,NaN
2017-11-04,NaN,NaN,NaN,NaN,NaN,NaN
2017-11-05,NaN,NaN,NaN,NaN,NaN,NaN
2017-11-06,NaN,NaN,NaN,NaN,NaN,NaN
2017-11-07,0.6,3.1,4.1,14.1,0.0,53.4
2017-11-08,2.2,6.6,8.7,14.5,0.0,45.4
2017-11-09,1.0,3.1,4.3,10.3,0.0,32.9
2017-11-10,2.2,8.4,14.6,10.2,8.5,44.9
2017-11-11,1.8,6.6,10.8,7.2,0.0,24.9
2017-11-12,1.4,4.8,5.9,6.1,0.0,46.4
2017-11-13,1.1,4.1,6.0,8.3,2.0,53.7
2017-11-14,2.1,7.0,9.4,9.0,0.0,32.9
2017-11-15,2.4,8.9,12.8,4.3,0.0,29.8
2017-11-16,1.6,4.8,6.4,2.3,0.0,19.4
2017-11-17,2.0,5.3,6.6,3.4,0.0,21.6
2017-11-18,2.3,5.2,7.4,-0.5,0.0,18.4
2017-11-19,2.0,7.3,9.4,-0.6,0.0,15.6
2017-11-20,1.6,3.9,5.6,0.7,0.0,32.9
2017-11-21,1.3,3.3,4.1,1.6,0.0,40.1
2017-11-22,1.7,6.3,9.0,4.9,0.0,36.5
2017-11-23,2.1,7.8,11.8,2.2,0.0,25.8
2017-11-24,1.7,6.1,9.3,0.6,0.5,44.5
2017-11-25,1.4,4.1,5.1,2.6,21.5,57.0
2017-11-26,1.7,6.3,8.4,4.2,0.0,54.0
2017-11-27,0.9,2.7,3.2,3.1,0.0,37.9
2017-11-28,0.8,4.1,5.5,6.3,0.5,46.1
2017-11-29,1.5,4.4,5.8,5.0,0.0,35.0
2017-11-30,2.7,6.3,8.7,-1.0,0.0,17.0
2017-12-01,1.5,5.7,8.1,-1.5,0.0,47.3
2017-12-02,1.2,3.4,4.7,1.9,0.0,63.1
2017-12-03,1.3,4.5,5.9,5.1,3.0,81.3
2017-12-04,2.7,7.8,10.3,0.4,0.0,53.2
2017-12-05,2.1,6.4,8.8,-3.4,0.0,39.2
2017-12-06,1.7,6.4,8.0,0.2,3.0,72.8
2017-12-07,1.8,5.6,6.9,1.8,0.0,67.5
2017-12-08,2.1,5.5,7.3,-2.8,0.0,43.3
2017-12-09,1.3,3.6,4.7,-0.1,0.0,49.9
2017-12-10,2.1,6.8,11.9,1.5,5.5,71.4
2017-12-11,3.1,8.0,11.0,-5.7,0.0,42.0
2017-12-12,2.0,5.5,7.7,-8.3,0.0,44.0
2017-12-13,1.6,4.5,5.5,-7.2,0.0,43.4
2017-12-14,1.5,3.7,4.7,-6.1,0.0,48.5
2017-12-15,1.2,3.5,4.8,-2.9,0.0,56.1
2017-12-16,2.3,6.1,9.2,-4.2,0.0,47.0
2017-12-17,1.7,6.0,8.2,-5.8,0.0,41.6
2017-12-18,1.3,5.2,7.8,-2.2,1.5,81.0
2017-12-19,1.8,5.9,9.4,-2.9,0.0,51.1
2017-12-20,1.8,4.5,5.6,-3.8,0.0,66.6
2017-12-21,1.3,4.3,5.6,-0.4,0.0,74.4
2017-12-22,1.1,2.8,4.3,2.8,0.0,69.7
2017-12-23,0.8,2.6,4.0,6.5,0.0,75.4
2017-12-24,1.7,4.7,6.9,3.6,19.5,82.8
2017-12-25,2.2,6.2,8.5,-1.3,0.0,46.0
2017-12-26,2.4,8.7,12.1,-2.5,0.0,45.9
2017-12-27,2.1,6.2,7.9,-6.0,0.0,33.0
2017-12-28,1.2,3.1,4.3,-1.9,0.0,51.1
2017-12-29,1.2,4.3,5.8,2.7,0.0,67.8
2017-12-30,1.3,2.7,3.6,1.9,0.5,78.8
2017-12-31,2.4,5.9,8.2,1.1,0.5,56.5
