날짜,평균풍속,평균풍향,최대풍속,최대풍향,순간최고풍속,순간최고풍향,기온평균,기온최저,기온최고,강수일강수,습도평균,습도최저,습도최고
2017-11-30,2.7,320,6.3,278,8.7,281,-1.0,-3.7,3.1,0.0,17.0,0.0,37.8
2017-12-01,1.5,326,5.7,231,8.1,233,-1.5,-5.5,3.1,0.0,47.3,22.2,81.6
2017-12-02,1.2,7,3.4,236,4.7,259,1.9,-3.9,6.9,0.0,63.1,41.3,80.9
2017-12-03,1.3,24,4.5,122,5.9,121,5.1,2.9,7.6,3.0,81.3,57.0,93.8
2017-12-04,2.7,279,7.8,224,10.3,222,0.4,-4.8,4.6,0.0,53.2,27.6,92.4
2017-12-05,2.1,271,6.4,274,8.8,264,-3.4,-6.4,-0.1,0.0,39.2,27.7,66.6
2017-12-06,1.7,68,6.4,248,8.0,225,0.2,-3.3,5.7,3.0,72.8,35.9,93.8
2017-12-07,1.8,323,5.6,268,6.9,284,1.8,-2.3,5.8,0.0,67.5,29.7,93.3
2017-12-08,2.1,265,5.5,224,7.3,222,-2.8,-5.4,-0.4,0.0,43.3,26.3,55.7
2017-12-09,1.3,28,3.6,124,4.7,129,-0.1,-4.4,4.6,0.0,49.9,34.9,61.3
2017-12-10,2.1,327,6.8,221,11.9,281,1.5,-1.7,6.9,5.5,71.4,39.1,95.3
2017-12-11,3.1,269,8.0,225,11.0,250,-5.7,-9.8,-1.7,0.0,42.0,32.0,55.6
2017-12-12,2.0,320,5.5,226,7.7,217,-8.3,-10.9,-5.1,0.0,44.0,31.7,52.7
2017-12-13,1.6,1,4.5,226,5.5,225,-7.2,-10.6,-3.0,0.0,43.4,30.7,60.5
2017-12-14,1.5,11,3.7,19,4.7,11,-6.1,-10.8,-2.1,0.0,48.5,36.9,59.9
2017-12-15,1.2,2,3.5,261,4.8,245,-2.9,-7.7,0.8,0.0,56.1,41.6,68.6
2017-12-16,2.3,287,6.1,227,9.2,273,-4.2,-6.8,-1.1,0.0,47.0,25.0,72.5
2017-12-17,1.7,303,6.0,218,8.2,228,-5.8,-9.0,-2.1,0.0,41.6,28.6,56.1
2017-12-18,1.3,350,5.2,276,7.8,281,-2.2,-5.7,3.3,1.5,81.0,55.8,90.8
2017-12-19,1.8,272,5.9,262,9.4,307,-2.9,-5.3,0.0,0.0,51.1,26.5,71.0
2017-12-20,1.8,19,4.5,3,5.6,8,-3.8,-8.7,0.5,0.0,66.6,46.4,88.7
2017-12-21,1.3,334,4.3,225,5.6,228,-0.4,-4.8,4.0,0.0,74.4,47.5,88.9
2017-12-22,1.1,5,2.8,118,4.3,118,2.8,-1.4,6.3,0.0,69.7,58.7,80.6
2017-12-23,0.8,53,2.6,234,4.0,127,6.5,5.0,8.8,0.0,75.4,64.3,82.1
2017-12-24,1.7,336,4.7,228,6.9,228,3.6,0.6,5.5,19.5,82.8,63.2,95.4
2017-12-25,2.2,267,6.2,225,8.5,217,-1.3,-3.9,0.7,0.0,46.0,28.7,63.8
2017-12-26,2.4,263,8.7,237,12.1,239,-2.5,-6.8,0.0,0.0,45.9,18.6,77.8
2017-12-27,2.1,263,6.2,243,7.9,236,-6.0,-8.9,-3.2,0.0,33.0,19.7,45.2
2017-12-28,1.2,356,3.1,20,4.3,39,-1.9,-6.0,2.1,0.0,51.1,37.9,68.5
2017-12-29,1.2,331,4.3,233,5.8,242,2.7,0.9,6.3,0.0,67.8,56.0,81.2
2017-12-30,1.3,11,2.7,13,3.6,214,1.9,-0.8,4.6,0.5,78.8,63.5,92.1
2017-12-31,2.4,265,5.9,235,8.2,264,1.1,-0.6,3.9,0.5,56.5,25.8,92.6
